NPC Name:|Endless||||
p102|Нет, спасибо. Я работаю в одиночку.||||
sen63|Аха, у нас тут одиночка, да? Свободный агент, возможно? Не бойся! Я не буду мешать твоему стилю.||||
sen64|Пока что без удачи в поисках твоих товарищей из Темных Звёзд. Мои стражи прочёсывают остров частым гребнем. Возможно, тебе лучше поискать в другом месте?||||
p103|Ты знаешь, что вызывает эти землетрясения?||||
sen65|Хм. Распространено мнение, что Погребённый вызывает последние волнения. ||||
p104|У тебя есть какие-то теории о Погребённом?||||
sen66|Ах, да. Ты испытывал одно из последних землетрясений? Ужасное дело.||||
sen67|У меня есть основания полагать, что Погребённый — это затаившийся призрак Короля в Капюшоне, мстящий королевству, которое оставило его умирать. Кто-то должен найти его и убедить отказаться от своей мести... Силой, если потребуется.||||
p105|Я могу попробовать.||||
sen68|Ты бы сделал это? Я был бы в долгу перед тобой. Вот, возьми это — это ключ от склепа под Замком. Погребённый где-то там.||||
p106|Удачи с этим.||||
sen69|Спасибо, смертный. Ради твоего блага, я надеюсь, что ситуация не ухудшится, пока ты здесь.||||
p107|В склепах есть дверь с клыками, которая не пропускает меня.||||
sen70|О, боже. Это похоже на один из тестов Короля в Капюшоне. Я думал, мы нашли и развеяли их все...||||
p108|Что мне делать? ||||
sen71|Тебе нужно найти кого-то, кто всё ещё верен старому Королю, и убедить их дать тебе их кровь. Нелёгкая задача, понимаю.||||
p109|Могу я использовать твою кровь?||||
sen77|Нет, боюсь, я определённо считался бы предателем этим заклинанием. Тебе лучше поискать в другом месте.||||
p109b|Спасибо за помощь.||||
p110|Я поговорил с Погребённым.||||
sen78|О, правда? Я был прав? Это Король в Капюшоне?||||
p111|Нет. Это призрак жертвы Королевы.||||
sen79|Правда? Я не знал, что призрак может быть настолько могущественным... Возможно, тебе стоит поговорить с Кающимся Тхавом об этом. Она знает больше.||||
sen80|Ты хотя бы убедил призрак Королевы перестать вызывать землетрясения?||||
p112|Да, ты был прав.||||
p113|Нет. Пока нет.||||
p114|Я попытался, но призрак не поддаётся разуму.||||
sen81|Тогда тебе следует поговорить с Королевой. Она понимает натуру своего отца лучше, чем я.||||
p115|Я попытался, но она слишком далеко зашла.||||
sen82|Тогда тебе следует поговорить с Королевой. Это её призрак, в конце концов. Возможно, она сможет дать совет.||||
p116|Абсолютно.||||
sen82b|Потрясающие новости! Ну, в таком случае, мы можем считать это дело закрытым, не так ли?||||
p117|В склепе есть Вечный по имени Мигар, который не пускает меня.||||
sen83|О, боже, я совсем забыл, что он там. Да, это точно Мигар. Он заплатил огромную сумму денег, чтобы получить эксклюзивное право использовать склеп замка как своё "последнее пристанище".||||
p118|Как долго он там находится?||||
sen84|О, не так долго. Всего около двадцати лет.||||
p119|Двадцать лет? Как он выжил так долго без жизненной сущности?||||
sen85|Насколько я помню, у него была своя маленькая ферма плоти. В теории, он может выживать там бесконечно.||||
p120|Почему он хочет остаться в склепах замка?||||
sen86|Престиж, полагаю. Мигар был одним из самых богатых граждан королевства и всегда хотел превзойти своих сверстников. Они ушли в Мавзолеи, но он хотел не меньше, чем королевский склеп.||||
p121|Как мне заставить его открыть дверь?||||
sen87|Это будет сложно. Он всегда был упрямым дураком. Но я представляю, что ему было довольно скучно, запертому в этом склепе — возможно, если ты предложишь ему что-то новое для чтения?||||
p122|Ты знаешь, где я могу найти женщину по имени Рен?||||
sen88|Рен... Рен... Ах, да. Очень печально. Её съел криптовый червь около десяти лет назад. Ты её знал?||||
p123|Нет, но мой друг знал.||||
sen89|Ах. Ну, мне жаль быть вестником плохих новостей.||||
p124|Я недавно откопал её мужа.||||
sen90|О, ты нашёл Мермеро? Как чудесно! Я думал, он потерян навсегда.||||
p125|Да, мы с ней были очень близки. ||||
sen91|О, боже. Мне так жаль. Дай мне знать, если я могу что-то сделать.||||
p126|Есть идеи, почему говорящий ворон просит меня положить его перья в жаровни по всему королевству?||||
sen92|...Я не могу спекулировать. Но не трогай эти жаровни. Король в Капюшоне разместил их по всему королевству как часть ритуала, чтобы стать бессмертным. В железо было вплетено тёмное колдовство. Обещай мне, что не будешь с ними связываться.||||
p127|Я обещаю.||||
sen93|Спасибо.||||
p128|Я буду делать, что хочу.||||
sen94|Просто будь осторожен, умоляю тебя.||||
sen95|Есть что-то ещё?||||
thaw1|<<Гнилая женщина приближается к тебе, её одежды волочатся по земле. Рядом парит клетка, в которой дергается и бормочет труп. Клетка приближается к тебе, набирая скорость.>>||||
thaw0|Ты снова, смертный. Полагаю, у тебя... <<Она вздыхает.>> ##...вопросы.||||
thaw2|Подожди. Стой прямо здесь. Не двигайся.||||
p200|Что?||||
p201|Ещё шаг, и я отрублю тебе голову.||||
thaw3|<<Заключённый в клетке труп открывает рот и начинает петь весёлую мелодию. Твоя тень отрывается от земли и обвивает твои колени, прижимая тебя к полу.>>||||
thaw4|Зачем ты пришёл сюда? Ты убийца? Вор? Соперничающий маг, желающий украсть мои секреты?||||
p202|Что ты со мной сделала? ||||
thaw5|Мой фамильяр наложил заклинание, чтобы ты не сделал ничего, о чём можешь пожалеть. Теперь отвечай на мои вопросы.||||
p203|Кто ты?||||
thaw6|Меня зовут Кающийся Тхав. Некоторые называют меня величайшим живым магом в небесных землях. Лично я не уверена, что я действительно жива, но остальное верно.||||
thaw7|Так что тебе лучше отвечать на мои вопросы осторожно.##Ты убийца? Вор? Соперничающий маг?||||
p204|Ни то, ни другое. Просто смертный, проходящий мимо.||||
thaw8|И что смертный делает в королевстве Вечных? Разве ты не слушал все страшные истории об этом месте?||||
p205|Да. Я хотел проверить, правда ли это.||||
thaw9|Аха. Вижу, родственная душа.||||
p206|Какие истории?||||
thaw10|О, ты знаешь. Истории о королевстве, которое съело само себя. Земля призраков и трупов. Древние, гнилые армии, идущие крестовым походом по небесам, чтобы уничтожить всех смертных. Такие вещи.||||
p207|Не был бы здесь, если бы слушал.||||
thaw11|Ну, возможно, тебе следовало.||||
p208|Я преследую кого-то из компании Темных Звёзд.||||
thaw12|Тёмные Звёзды, да? Полагаю, ты ищешь Велу Каллос.||||
p209|Ты её знаешь? ||||
thaw13|Только по репутации. В отличие от остальных Вечных, я действительно стараюсь следить за делами во внешнем мире. Так зачем ты преследуешь самого опасного наёмника во всех небесных землях?||||
p210|Без комментариев.||||
thaw14|Ха. Мудрый ответ. Но я слышу, как твоё сердцебиение учащается при её имени, я вижу, как твои зрачки немного расширяются. Ты за ней. Почему?||||
p211|Меня заставила Инквизиция.||||
thaw15|Интересно. Они, должно быть, действительно отчаялись, чтобы пытаться продвинуть пешку вроде тебя до конца доски.||||
p212|Казалось хорошей идеей в тот момент.||||
thaw16|Хм. Ты меня заинтересовал, смертный.||||
p213|Всё вышеперечисленное и больше! ||||
thaw17|Ты мне ((нравишься)). Хорошо, я позволю тебе остаться здесь. Но одно неверное движение, и я превращу тебя в слепой, бесформенный комок открытых нервных окончаний.||||
thaw18|<<Она делает отмахивающий жест рукой. Тени отступают так же внезапно, как и появились, оставляя тебя свободным встать.>>||||
p214|У меня есть вопросы. О тебе.||||
thaw19|Ну, будь краток, смертный. Я занятая женщина.||||
p215|Что за имя "Кающийся"?||||
thaw20|Мои родители были религиозны до безумия. Моё полное имя — "Приблизься-к-Своей-Смерти-с-Кающимся-Сердцем". Поверь мне, если бы у тебя было такое имя, ты бы тоже сократил его.||||
p216|Что это за место?||||
thaw21|Это моё святилище. Здесь я снимаю слои реальности и заглядываю в ужасающие истины за её пределами. Я учу языки, изгнанные из истории. Я довожу алхимию и некротеургию до их пределов. Я больше, чем просто маг, смертный — я первопроходец.||||
p217|Что это за штука в клетке?||||
thaw22|Это мой фамильяр. Душа моего бывшего мужа. Я превратила его в воплощение и усилитель всех моих заклинаний и защитных чар. Если он когда-нибудь вырвется из клетки, тебе лучше начать бежать и не оглядываться.||||
p218|@@Почему ты превратила своего бывшего мужа в фамильяра?||||
thaw23|%%Я была замужем за моим мужем, чтобы обеспечить союз для моей семьи, и он мне никогда особо не нравился. Человек, чьи мозги были в кулаках. ||||
thaw24|Когда-то я пообещала ему, что однажды, когда я стану могущественным магом, я вернусь в нашу жалкую деревню и создам ад по своему усмотрению, специально для него.||||
thaw25|Я сдержала своё обещание.||||
thaw26|&&Мой муж и я не любили друг друга. Оставим это так.||||
p219|У меня есть вопросы о Вечных. ||||
thaw27|Спрашивай. Далеко не мне стоять на пути любопытного ума.||||
p220|Каково твоё мнение о Королеве Серебра?||||
thaw28|У меня низкое мнение о королевской власти. Бесполезная, по большей части. И Королева не обязательно исключение, но она дала мне это святилище и свободу экспериментировать, как мне угодно. Так что она подходит моим целям, и если кто-то бросит ей вызов, я с радостью уничтожу их.||||
p221|Как ты стала Вечной?||||
thaw29|В отличие от остальных ходячих трупов, которых ты, несомненно, встретил, я прибыла сюда всего два века назад. Я умирала от какой-то постыдной, неизлечимой болезни, которая заставляла меня кашлять и хрипеть, как идиота. Я попросила сделать меня одной из Вечных, но они отказали.||||
thaw30|Ну, сначала они попытались съесть меня, но я держала их на расстоянии с помощью магии. ((Потом)) они отказали. Но они были впечатлены моими заклинаниями и позволили мне остаться в королевстве на некоторое время.||||
p222|Как ты их убедила? ||||
p223|Что ты сделала?||||
thaw31|В течение следующего года, цепляясь за жизнь, я тайно создала первую ферму плоти. И я сказала Королеве, что могу сделать больше, достаточно, чтобы поддерживать всё королевство без необходимости проливать кровь... Но я скоро умру, и унесу свои секреты с собой.||||
thaw32|Ну, меня довольно быстро сделали Вечной после этого, могу тебя заверить.||||
p224|Лорд Риддер, кажется, тебя не любит.||||
thaw33|Конечно, не любит. Когда я появилась, я пообещала ему, что создам магическое оружие войны, которое сможет превратить целый остров в кратер. Он дал мне всё финансирование и оборудование, которое я просила.||||
thaw34|Вместо оружия я создала первую ферму плоти и уничтожила всю причину, по которой Вечные вообще вели крестовые походы. Власть Лорда Риддера была разрушена в одночасье.||||
p225|Я хочу спросить о чём-то другом...||||
thaw35|Давай, давай, но побыстрее. Мне становится скучно.||||
thaw35a|Хм. Ну, ты собираешься болтать о чём-то ещё?||||
p226|Прощай.||||
thaw36|Ммм.||||
p227|Насчёт тех чанов с плотью внизу...||||
thaw37|Фермы плоти. Прекрасное изобретение, если я сама так говорю. ||||
p228|Ты создала фермы плоти?||||
thaw38|О, да. Меня всегда интересовало преодоление границ плоти. Вечным нужна была жизненная сила, и они получали её самым варварским способом...||||
thaw39|Сначала они ели своих соотечественников, затем, когда у них закончились смертные, они начали атаковать другие острова.||||
thaw40|Затем я появилась, и я положила конец всему этому. Магия была довольно сложной, так что я не буду вдаваться в подробности, но фермы плоти не обладают сознанием и обеспечивают достаточно жизненной силы, чтобы Вечные могли объедаться до отвала. И всё это без вреда для единой души.||||
p229|Лорд Риддер знает, что ферма плоти обладает сознанием.||||
thaw41|Ну, вот и всё. Я надеялась, что нам не придётся этого делать, но... Вот, держи. ##<<Она протягивает тебе связку странных шаров.>>||||
thaw42|Это яйца фаговых пауков. Достаточное количество этих существ может обглодать целую деревню за несколько часов. Они уничтожат ферму плоти и не оставят следов, как только вылупятся.||||
thaw43|Просто помести яйца на вершину массы плоти и уходи как можно быстрее. Как только они вылупятся, пауки съедят плоть примерно за тридцать пять минут.||||
p230|Ты ожидаешь, что я уничтожу уникальную форму жизни?||||
thaw44|Ради блага всего мира, да. Если Вечные не смогут питаться фермами плоти, мы начнём второй Крестовый поход Кадавров. Может быть, не сегодня, может быть, не завтра, но когда мы достаточно проголодаемся, Лорд Риддер начнёт звучать очень убедительно...||||
p231|Насколько это будет плохо?||||
thaw45|Первый убил десятки тысяч людей. Ты хочешь, чтобы это было на твоей совести?||||
p232|Должен быть другой способ.||||
thaw46|Единственный другой способ — продолжать питаться фермами плоти. Держать их в плену, даже зная, что они чувствуют боль. Это просто другой вид злодеяния.||||
p233|Ладно, я сделаю это.||||
thaw47|Я рада, что ты понимаешь серьёзность ситуации. Теперь иди.||||
p234|Я отказываюсь участвовать в этом.||||
thaw48|Вот в чём проблема с вами, смертными. Вы не практичны. Теперь проваливай.||||
p235|Ты знала, что ферма плоти становится разумной?||||
thaw49|Интересно. Расскажи подробнее.||||
p236|Я провёл долгий разговор с ней в своей голове. ||||
p237|Она может говорить только с живыми, но она может говорить.||||
p238|Нет.||||
thaw50|...Ты самый раздражающий смертный, которого я когда-либо встречала, знаешь ли?||||
thaw51|О каком уровне интеллекта идёт речь? Проявляла ли она какие-то необычные черты или особенно странные предпочтения?||||
p239|Кажется, она стала одержима чувством удовольствия... как-то.||||
thaw52|Гедонист. Хмм. Нехорошо. Что-то ещё?||||
p240|Кажется, она стала одержима накоплением власти... как-то.||||
thaw53|Мегаломания. Хмм. Нехорошо. Что-то ещё?||||
p241|Кажется, она стала одержима поиском знаний... как-то.||||
thaw54|Учёный. Хмм. Ну, это не так уж плохо. Что-то ещё?||||
p242|Только то, что она не хочет быть источником пищи.||||
thaw55|Думаю, это имеет смысл. Я бы тоже не хотела.||||
p243|Ей одиноко.||||
thaw56|Понятно, полагаю. Ты, вероятно, первый человек, с которым она говорила. Вообще.||||
p244|Она кажется удивительно разумной для куска плоти.||||
thaw57|Это тревожно.||||
thaw58|Слушай, смертный. То, что ты говоришь, должно быть невозможным...||||
thaw59|Но если ты говоришь правду, у нас проблема. Если фермы плоти становятся разумными и не хотят быть съеденными, то... Ну, у Вечных больше не будет морального способа поддерживать себя. Это может означать возвращение к старым плохим временам.||||
p245|Старые плохие времена?||||
p246|Что ты имеешь в виду?||||
p247|О нет... ||||
thaw60|О, да. ||||
thaw61|До того, как я появилась и создала фермы плоти, Вечные поддерживали себя, ведя кровавые войны на других островах и поедая своих врагов. Это называлось Крестовыми походами Кадавров.||||
thaw62|С тех пор, как они прекратились, несколько сумасшедших стариков вроде Лорда Риддера настаивают на их возвращении.||||
p248|Зачем кому-то хотеть вернуться к этому?||||
thaw63|Жажда крови. Высокомерие. Власть. Выбирай.||||
p249|Но, конечно, Вечные изменились с тех пор?||||
thaw64|Обстоятельства меняются. Люди — нет. И если обстоятельства вернутся к тому, как было...||||
p250|Но всё же легче есть выращенную плоть, верно?||||
thaw65|Но более ли это этично? Лорд Риддер будет утверждать, что это злодеяние. Что гораздо лучше честно охотиться за своей едой, чем держать разумное существо в рабстве и пытках. И он может быть даже прав.||||
p251|Что нам делать тогда? ||||
thaw66|Самое главное, нам нужно уничтожить ферму плоти, которая развила сознание. Возможно, это единственная. В королевстве десятки ферм плоти, похороненных под мавзолеями — и мы не хотим, чтобы эта зараза распространилась на другие.||||
p252|Но разве она не имеет права на жизнь?||||
thaw67|Это кусок неодушевлённой плоти, мы бы оказали ей услугу.||||
p253|Это убийство!||||
thaw68|Ты что, адвокат?||||
p254|Хорошая идея. ||||
thaw69|Кроме того, нам нужно убедиться, что Лорд Риддер никогда не узнает об этом. Ты кому-нибудь ещё рассказывал?||||
p255|Только Мэгготсону.||||
thaw70|Ты дурак. Тебе нужно немедленно проверить его. Иди!||||
p256|Нет, пока нет.||||
thaw71|Это облегчение. Если бы ты рассказал, и они начали болтать об этом, они были бы в страшной опасности. Теперь проваливай.||||
p257|Так всё это время ты знала личность Погребённого?||||
thaw72|Я маг, смертный. Я коплю секреты, как скряга копит золото. И знаешь, как быстрее всего лишиться секретов? Рассказать о них всем!||||
p258|Я слышал, что это Погребённый сделал тебя Вечной.||||
thaw73|Да, это так. Погребённый — это живые остатки изначального неудачного заклинания, смешанные с мстительным призраком. Особенно токсичное сочетание.||||
thaw74|Но полезное для меня. Поскольку заклинание задержалось, я смогла воспользоваться его полным эффектом.||||
p259|Можно ли остановить Погребённого?||||
thaw75|Всё возможно. Но этот сложный. Призрак-заклинание глубоко нестабилен, и он настолько глубоко вплетён в магическую ткань ландшафта, что просто атаковать его может разорвать королевство на части.||||
thaw76|Я рекомендую дипломатию. Королева — разумная женщина. Наверняка её призрак тоже разумен?||||
p260|Но что, если дипломатия не сработает? ||||
thaw77|У меня есть запасной план. ## <<Кающийся роется на своих полках. Наконец, она возвращается с тонким флаконом в руке.>>||||
thaw78|Это концентрированное зелье самых счастливых воспоминаний, которые я собрала из умственной жижи. Я надеялась оставить его для, эм, личного использования... Но, возможно, оно пригодится, чтобы убедить Погребённого, что это место стоит спасать.||||
p261|Ты верна Королю в Капюшоне?||||
thaw79|До моего времени. Когда я прибыла в королевство Вечных, Король уже пропал на век. Почему ты спрашиваешь?||||
p262|Магическая дверь просит у меня верной крови.||||
thaw80|Хм. И это всё? Если ты не против немного подождать, я уверена, что смогу создать убедительный образец поддельной верности...||||
p263|Я не против подождать.||||
thaw81|Дай мне свою руку.||||
p264|Извини, я бы не хотел рисковать.||||
thaw82|Как знаешь!||||
p265|Я передумал. Я хочу эту поддельную кровь.||||
thaw83|<<Кающийся хватает твою руку и втыкает иглу. Как только она берёт то, что кажется целой пинтой твоей крови, она начинает суетиться по святилищу, насвистывая бесцельно.>>||||
thaw84|<<Сначала она наливает твою кровь в котёл. Затем она шепчет заклинания над ней. Наконец, она добавляет несколько дополнительных ингредиентов: синий цветок, пучок волос, живую золотую рыбку.>>||||
p266|((Подожди.))||||
thaw85|<<Через некоторое время смесь готова. Она протягивает тебе бутылку с плещущейся красной жидкостью.>>||||
thaw86|Вот, держи. Кровь убедительной верности. Должна пройти проверку всеми, кроме самых строгих заклинаний.||||
p267|Спасибо, Кающийся.||||
thaw87|Проваливай.||||
p268|Как я могу быть уверен, что это сработает?||||
thaw88|Я сделала это. Это сработает. ##Теперь проваливай.||||
p269|Как я могу отплатить тебе?||||
thaw89|Оставив меня в покое на некоторое время.##Я уже потратила на тебя слишком много времени.||||
p270|Я разобрался с... ситуацией.||||
thaw90|Итак, ферма плоти уничтожена? Хорошо; её легко заменить. Ты хорошо справился, смертный. ||||
thaw97|Риддеру понадобятся доказательства, чтобы начать этот новый крестовый поход... и он их не найдёт.||||
thaw92|Думаю, я могу выделить несколько монет за твои усилия. Возьми их и проваливай.||||
thaw91|Ты полный дурак, смертный. Ты знаешь, что ты наделал? С этими доказательствами Риддер начнёт новый крестовый поход...||||
thaw91b|Всё же, в конце концов — это твой род пострадает, смертный. Надеюсь, ты доволен своим жалким проявлением близорукой ((морали)). ||||
p270b|Я уничтожил яйца. Ферма плоти выживет.||||
thaw93|Хм, глупый смертный. К тому времени, как я смогу создать другой способ уничтожить эту штуку, Лорд Риддер соберёт своих союзников...||||
thaw94|Да, теперь это уже не остановить. Будет ещё один Крестовый поход. ##Это отбросит мои исследования на годы. ((Годы!))||||
thaw95|Хотя, полагаю, я получила новый объект для исследований... <<Её хмурый взгляд смягчается, и тонкая улыбка расползается по её лицу.>> ##Да... ферма плоти может сохранить своё сознание, пока она будет полезной в... других целях.||||
thaw96|Теперь проваливай, смертный. Ты натворил достаточно бед.||||
queen1|<<Когда Королева смотрит на тебя, тебя охватывает волна меланхолии, настолько глубокой, что она почти сбивает тебя с ног.>>||||
queen2|О... Здравствуй. Боюсь, я не принимаю посетителей в данный момент. Пожалуйста, поговори с моим Сенешалем, он позаботится о тебе.||||
p300|@@Что случилось, Ваше Величество?||||
queen3|%%<<Рваные губы обнажают длинные желтые зубы. Она пытается улыбнуться.>>##Ты любопытный, не так ли? Но могу заверить, что ничего необычного не происходит.||||
queen4|Проще говоря, я чувствую себя так же, как вчера, и так же, как буду чувствовать завтра. Двести лет назад ты бы нашел меня в этом же замке, на этом же троне, чувствующей то же самое, что и сейчас.||||
p301|Это ужасно.||||
queen5|Я привыкла к этому. Теперь я существую в спокойствии и не нуждаюсь в твоей жалости.||||
p302|Звучит скучно.||||
queen6|Я оставила скуку позади много лет назад. Теперь я существую в спокойствии и не нуждаюсь в твоей жалости.||||
p303|О, как трагично, тебе приходится жить в огромном роскошном замке, окруженной наследственным богатством.||||
queen7|<<Она на мгновение замирает, шокированная. Затем издает что-то вроде смешка.>>||||
queen8|Ты смелый, маленький смертный. И ты прав. Я не сталкиваюсь с великими трудностями.||||
queen9|&&<<Рваные губы обнажают длинные желтые зубы. Она пытается улыбнуться.>>||||
queen10|Это не твое дело, смертный. Пожалуйста, пойми, что я не хочу проявлять неуважение. Но тот, кто так молод и так жив, не может понять мою участь.||||
p304|Но я пришел сюда, чтобы поговорить с тобой, а не с твоим слугой.||||
queen11|<<Она замирает и молчит, кажется, очень долго. Затем вздыхает.>>||||
queen12|Хорошо, смертный. Я не могу заставить себя вызвать стражу. На самом деле, я даже не уверена, есть ли у меня еще стража. Говори, что хотел.||||
p305|Прошу прощения за беспокойство. ||||
queen13|Все в порядке.##<<Она снова смотрит в никуда.>> ||||
p306|...Простите за то, что назвал вашего Сенешаля слугой.||||
queen14|Он был бы убит горем, услышав такое описание. Бедняга, единственное, что у него осталось в этом мире, — это его достоинство.||||
p307|Надеюсь, мы не начали знакомство не с той ноги?||||
queen15|Я не обижаюсь. Или, скорее, я немного обижаюсь, но не могу найти в себе энтузиазма, чтобы выразить это.||||
p308|Я так ((польщен)), что вы удостоили меня разговором.||||
queen16|Вы, смертные, так любите сарказм. Это приходит с молодостью. Для старых разговоры уже настолько утомительны, повторение одних и тех же устаревших слов и фраз, что мы не чувствуем необходимости оборачивать наши колкости в красивую бумагу.||||
p309|Похоже, у вас не слишком загруженный график.||||
queen17|Это правда. Тем не менее, мое время принадлежит мне, даже если оно имеет мало ценности, поэтому прошу тебя не тратить его впустую.||||
p310|Вы удивитесь, я думаю.||||
queen18|Я не удивлялась уже два столетия, смертный.||||
p311|У меня много вопросов, Ваше Величество.||||
queen19|О. Хорошо.||||
p312|Я больше не буду тратить ваше время.||||
queen20|Приветствую, смертный. У тебя есть еще вопросы?||||
p334|У меня были другие вопросы, Ваше Величество...||||
queen33|Понятно. Ну, можешь продолжать.||||
p317|Прощайте, Ваше Величество.||||
p313|Некоторые из моих вопросов носят более личный характер...||||
queen21|Если нужно.||||
p314|У вас есть наследники?||||
queen22|Нет нужды в наследниках. Я буду здесь вечно. А Вечные не могут иметь детей.||||
p315|Когда вы в последний раз общались со смертным?||||
queen23|Дайте подумать... Несколько лет назад, я забыла сколько, смертный пришел в Замок Ребер, желая сам стать Вечным. Сенешаль не смог его отговорить; он ворвался в тронный зал, совсем как ты.||||
queen24|Я отвергла его, как отвергаю всех таких паломников. Мы не будем увеличивать наше число. Тхав должна быть последней.||||
p316|Расскажите мне о вашем отце.||||
queen25|Мое самое раннее воспоминание — это он, сидящий на троне, такой мрачный, пока я пела для него. Затем, когда я взяла особенно высокую ноту, его суровое лицо озарилось широкой улыбкой. Это было как магия. Как будто солнце взошло над кладбищем.||||
queen26|В те дни я становилась на колени у своей кровати и молилась богине, имя которой теперь забыла, чтобы мой отец никогда не умер. Я была слишком молода, чтобы понять, что боги не обращают внимания на молитвы своих подданных.||||
p318|Сенешаль спас вам жизнь, не так ли?||||
queen27|<<Она бросает на тебя пронзительный взгляд, затем страсть тает, как снег весной. Она снова тупо смотрит вдаль.>>##Верно. Против моей воли.||||
p319|Так вы добровольно пожертвовали собой?||||
queen28|Мой отец убедил меня сделать это ради блага королевства. Он сказал, что я не смогу править так же сильно или мудро, как он, но я могу хотя бы обеспечить его пребывание на троне. Он сказал, что то, что я делаю, благородно.||||
p320|Наверное, вы рады, что он вас спас?||||
queen29|Я знаю, что Сенешаль хотел как лучше, и у меня никогда не хватало духу упрекнуть его за это. Но он навлек ужасное проклятие на королевство.||||
p321|Ваш отец звучит как монстр.||||
queen30|Я не думаю, что он был монстром. Я думаю, он был ужасно, ужасно напуган.||||
p322|Жаль, что ритуал не удался.||||
queen31|Да.||||
p323|Я бы поступил так же на месте Сенешаля. ||||
queen32|Я надеюсь, ты бы вмешался раньше, когда еще можно было сделать что-то хорошее. Сенешаль действительно дождался последнего возможного момента, прежде чем осмелился противостоять моему отцу.||||
p335|Могу я спросить вас о Вечных?||||
queen34|Мое королевство? Я отвечу.||||
p336|Где ваши слуги? Ваш двор?||||
queen35|Нет слуг. Нет двора. Я отослала их давным-давно.||||
p337|Как долго вы правили Вечными?||||
queen36|Сотни лет. Я забыла точное число. В те ранние дни все было огнем и войной.||||
queen37|Кровавые улыбки в черноте ночи. Тайные встречи над грубо нарисованными картами. Мы были молоды тогда. Мы не называли себя Вечными... Все, что мы знали, — это то, что мы голодны.||||
p354|Вы последователь Перевозчика?||||
queen59|Нет. Я не доверяю этому выскочке-богу. Откуда он взялся? Почему у нас нет записей о нем до того, как Вечные были созданы? Где он был во время Войны Богов?||||
queen60|Здесь что-то глубоко неправильно, но мои подданные отчаянны настолько, что слепо поклоняются любому существу, которое обещает им спасение.||||
p355|Правда ли, что Лорд Риддер когда-то был силой за вашим троном?||||
queen61|Сила. Хм. Да, я позволяла ему отправляться на другие острова и вести свои маленькие Крестовые походы Кадавров, как ему угодно. Несомненно, он считал себя кукловодом, но правда в том, что мне просто было все равно.||||
