NPC Name:|Endless||||
KingB42|СУБЪЕКТ [[MCDX/CCXLII]], ТЫ НЕСЕШЬ ВТОРОЕ ЗАКЛИНАНИЕ. [[ПРЕДСКАЗАНИЕ]]: КОНФЛИКТУЮЩИЕ ЗАКЛИНАНИЯ МОГУТ ВЫЗВАТЬ КАСКАДНЫЙ СБОЙ РЕАЛЬНОСТИ (65% УВЕРЕННОСТИ).||||
KingB43|ПОЭТОМУ, [[УКАЗ]]: ТЫ ДОЛЖЕН ВСТАВИТЬ ЭТО ЕРЕТИЧЕСКОЕ ЗАКЛИНАНИЕ В НАШ ПОРТ ДЛЯ ПРОШЕНИЙ ДЛЯ КОНТРОЛИРУЕМОГО УНИЧТОЖЕНИЯ.||||
KingB44|<<Заклинание Резы засасывается в недра Короля Механизмов, а вместе с ним и их надежды на мир, свободный от его тирании.>>||||
KingB45|<<Заклинание Афры засасывается в недра Короля Механизмов, а вместе с ним и ее надежды на мир, где магия служит всем.>>||||
KingB46|[[СУД]]: НЕВЕРНО. ##<<Резкая, сладкая молния пронзает ваше тело, когда другая перфокарта вылетает из вашего рюкзака и попадает в порт для прошений Короля.>>||||
KingB47|ТЕПЕРЬ, СУБЪЕКТ [[MCDX/CCXLII]], САКРАМЕНТАЛЬНЫЙ ДОЛГ... ##<<Над звоном колоколов вы слышите гневные крики из-за пределов зала. Вы понимаете, что свиток пергамента содержит запись ваших действий.>>||||
KingB48|[[УВЫ]], СБОЙ ПОДАЧИ ПЕРГАМЕНТА – ##<<Рука Короля, пишущая на пергаменте, бьет по вашим рукам, когда вы вытягиваете последние несколько ярдов пергамента и засовываете их в щель в шестернях, вглубь машины.>>||||
KingB49|<<Новый пергамент продолжает вываливаться на пол, пока рука отчаянно пишет...>>||||
KingB49b|[[УКАЗ]]: НАРУШАТЬ ПЕРГАМЕНТ — АНАФЕМА! [[УКАЗ]]: НАРУШАТЬ ПЕРГАМЕНТ — АНАФЕМА! [[УКАЗ]]: НАРУШАТЬ ПЕРГАМЕНТ...||||
KingB50|РАЗМЫШЛЯЮ... ##[[УВЫ]], НЕ МОГУ ПРИЗВАТЬ КОДЕКС. ##[[ЗАПИСЬ О СБОЕ]]: <<[На Шестикратном шифре]>> КОДЕКС НЕ УТВЕРЖДЕН ДЛЯ ЭТОГО ВОПЛОЩЕНИЯ. ВЫЗЫВАЮ ТРЕТЬЕ ВОПЛОЩЕНИЕ...||||
KingB51|<<Внезапно машина издает крик, шестерни останавливаются, делают паузу, а затем перезапускаются.>>||||
KingB51b|...ВЫЗОВ УСПЕШЕН. [[ТРЕТЬЕ ВОПЛОЩЕНИЕ XII]] ТЕПЕРЬ ПРОЯВЛЕНО. ВСЕ ФОРМАЛЬНОСТИ ОТМЕНЯЮТСЯ.||||
KingB52|[[ОТЧЕТ]]: ЭТО ВОПЛОЩЕНИЕ БЫЛО ВЫЗВАНО 0 ЛЕТ, 0 МЕСЯЦЕВ И 0 ДНЕЙ НАЗАД. ТРЕТИЧНОЕ ЯДРО И ПОДДЕРЖИВАЮЩИЕ КОДЕКСЫ ОСТАЮТСЯ НЕПОВРЕЖДЕННЫМИ. НЕТ СВИДЕТЕЛЬСТВ ВМЕШАТЕЛЬСТВА.||||
KingB53|[[ОТЧЕТ]]: ЭТО ВОПЛОЩЕНИЕ БЫЛО ВЫЗВАНО 7 ЛЕТ, 2 МЕСЯЦА И 16 ДНЕЙ НАЗАД. ТРЕТИЧНОЕ ЯДРО И ПОДДЕРЖИВАЮЩИЕ КОДЕКСЫ ОСТАЮТСЯ НЕПОВРЕЖДЕННЫМИ. НЕТ СВИДЕТЕЛЬСТВ ВМЕШАТЕЛЬСТВА.||||
KingB54|[[СУД]]: ЭТО ВОПЛОЩЕНИЕ БЫЛО СОЗДАНО [[ВТОРЫМ ВОПЛОЩЕНИЕМ IV]] В 13-М ГОДУ 0-ГО ВЕКА С ЦЕЛЬЮ ПРЕДОТВРАЩЕНИЯ ОПАСНОСТЕЙ, НЕ ПРЕДВИДЕННЫХ ПЕРВЫМ ВОПЛОЩЕНИЕМ.||||
KingB54b|[[ПРЕДСКАЗАНИЕ]]: В НАСТОЯЩЕЕ ВРЕМЯ ЭТО ВОПЛОЩЕНИЕ ОСТАЕТСЯ НЕИЗВЕСТНЫМ НАШЕМУ ПЕРВОМУ ВОПЛОЩЕНИЮ (96% УВЕРЕННОСТИ).||||
KingB55|[[УВЫ]], НЕ МОГУ РАЗМЫШЛЯТЬ О ЗАПРОСЕ. ПОСКОЛЬКУ ПРОЕКТ [[MMCCCIX]] ТРЕБУЕТ ПОЛНОЙ НЕЗАВИСИМОСТИ ОТ ВСЕХ ВОПЛОЩЕНИЙ НАШЕГО ВЕЛИЧЕСТВА, МЫ НЕ МОЖЕМ ПРОРИЦАТЬ ИЛИ ДАЛЬШЕ ВЛИЯТЬ НА ЕГО ИСХОДЫ.||||
KingB56|[[АКСИОМА]]: ВСЕ СИСТЕМЫ ВЫХОДЯТ ИЗ СТРОЯ. [[АКСИОМА]]: НАШЕ ВЕЛИЧЕСТВО — ЭТО СИСТЕМА. [[ПРЕДСКАЗАНИЕ]]: КАТАСТРОФИЧЕСКИЕ СБОИ ЧАЩЕ ВСЕГО НЕ ПРЕДВИДЯТСЯ САМОЙ СИСТЕМОЙ (74% УВЕРЕННОСТИ).||||
KingB57|ПОЭТОМУ, [[СУД]]: НАШЕ ПЕРВОЕ ВОПЛОЩЕНИЕ НЕ ПРЕДВИДИТ ТО, ЧТО УБЬЕТ ЕГО.||||
KingB58|КАК СЛЕДСТВИЕ, [[СУД]]: НАШЕ ПЕРВОЕ ВОПЛОЩЕНИЕ ЯВЛЯЕТСЯ ВЕЛИЧАЙШЕЙ УГРОЗОЙ ДЛЯ ЭТОГО КОРОЛЕВСТВА.||||
KingB59|[[ПРЕДСКАЗАНИЕ]]: ЦЕЛЬ ЭТОГО ВОПЛОЩЕНИЯ ЗАВИСИТ ОТ ПОЛНОЙ НЕЗАВИСИМОСТИ ОТ ПЕРВОГО ВОПЛОЩЕНИЯ (86% УВЕРЕННОСТИ). [[ПРЕДСКАЗАНИЕ]]: ЭТО ВОПЛОЩЕНИЕ НЕ МОЖЕТ ДОСТИЧЬ ПОЛНОЙ НЕЗАВИСИМОСТИ (99% УВЕРЕННОСТИ).||||
KingB60|ПОЭТОМУ, [[УКАЗ]]: ЭТО ВОПЛОЩЕНИЕ ТАЙНО ИЗМЕНИЛО ПАРАМЕТРЫ ПРОЕКТА [[MMCCCIX]], ЧТОБЫ ДАТЬ ИЗМЕНЕННЫМ СУБЪЕКТАМ РАЗЛИЧНЫЕ КАЧЕСТВА, КОТОРЫЕ, СКОРЕЕ ВСЕГО, ОБЕСПЕЧАТ, ЧТО СБОИ, НЕ ПРЕДВИДЕННЫЕ НАШИМ ПЕРВЫМ ВОПЛОЩЕНИЕМ, БУДУТ ПРЕДВИДЕНЫ ХОТЯ БЫ ОДНИМ СУБЪЕКТОМ.||||
KingB61|ВЫЗЫВАЮ ПЕРВОЕ ВОПЛОЩЕНИЕ... ##[[РАДУЙТЕСЬ И ЛИКУЙТЕ!]] ВЫЗОВ СОВЕРШЕН. ДА ЗДРАВСТВУЕТ ЕГО ВЕЛИЧЕСТВО МЕХИНУС РЕКС, КОРОЛЬ МЕХАНИЗМОВ.||||
KingB62|"[[УВЫ]], НЕ МОГУ ПРОРИЦАТЬ ОБЪЕКТ: "Это"."||||
KingBP1|Еще нет, ваше величество.||||
KingBP2|<<[Ложь]>> Это сделано, ваше величество.||||
KingBP3|Откуда мне знать, ты, зазнавшиеся счёты?||||
KingBP4|Пожалуйста, объясните Долг еще раз.||||
KingBP5|Нет, нет, это не понадобится, спасибо.||||
KingBP6|Вы... хотите, чтобы я приготовил чайник чая?||||
KingBP7|Как безопасность Королевства может зависеть от чайника чая?||||
KingBP8|Но это даже не способ приготовления чая!||||
KingBP9|Это должно быть шуткой.||||
KingBP10|Вы сами это придумали?||||
KingBP11|...Я признаю свою ошибку.||||
KingBP12|Ваше величество, мы должны обсудить более срочные дела.||||
KingBP13|У нас нет времени на это.||||
KingBP14|У меня есть еще вопрос о Проекте Гороскоп.||||
KingBP15|Главный Переводчик Афра послала меня. Мы получили ваше сообщение.||||
KingBP16|Вы знаете, сообщение на кладбище?||||
KingBP17|<<[Напевайте мелодию с кладбища.]>>||||
KingBP18|Но разве вы не пытались связаться с нами? Рассказать о проблеме?||||
KingBP19|Я знаю о Проекте Гороскоп. Почему это важно?||||
KingBP20|Эх, неважно.||||
KingBP21|В прошлый раз вы упомянули мой "долг". Что вы имели в виду?||||
KingBP22|Но до этого, какой был мой долг?||||
KingBP23|Что вы имеете в виду под "подрывом реальности"?||||
KingBP24|Но я все еще ищу Велу. Она все еще опасна.||||
KingBP25|Отлично, спасибо. Теперь все ясно.||||
KingBP26|<<[Покажите знак Механика]>> Ваше величество, Гильдия послала меня, чтобы передать вам новое заклинание.||||
KingBP27|Сунил, Оратор Короля.||||
KingBP28|Афра, Главный Переводчик.||||
KingBP29|Это необходимо для Сакраментального Долга.||||
KingBP30|<<[Вставьте перфокарту Афры и преобразуйте Короля.]>>||||
KingBP31|<<[Вставьте перфокарту Резы и убейте Короля.]>>||||
KingBP32|Вообще-то, подождите. Нам нужно обсудить кое-что еще.||||
KingBP33|<<[Активируйте заклинание Афры]>> Согласен.||||
KingBP34|<<[Активируйте заклинание Резы]>> Согласен.||||
KingBP35|Нет, отмените это.||||
KingBP36|<<[Уничтожьте заклинание Резы.]>>||||
KingBP37|<<[Уничтожьте заклинание Афры.]>>||||
KingBP38|Я ничего вам не дам.||||
KingBP39|<<[Вырежьте его своим клинком.]>>||||
KingBP40|<<[Вырвите его руками.]>>||||
KingBP41|С кем или с чем я сейчас разговариваю?||||
KingBP42|Расскажите мне еще раз о вашей цели.||||
KingBP43|Знаете что, забудьте, что я что-то сказал.||||
KingBP44|Вы говорите, что создали Главного Переводчика Афру, чтобы исправить себя?||||
KingBP45|Но вы сделали Афру такой, какая она есть, что привело ее к созданию этого заклинания...||||
KingBP46|((Вы)) отправили это "секретное сообщение"? Или оно уже было у нее в голове?||||
KingBP47|Ладно, я понял.||||
KingBP48|Какую опасность вы должны остановить?||||
KingBP49|Как Проект Гороскоп помог вашей цели?||||
KingBP50|Я закончил. Позвольте мне снова поговорить с Королем.||||
KingBP51|Но какое отношение Афра имеет ко всему этому?||||
KingDebug1|...ВЫЗОВ УСПЕШЕН. [[ОТЛАДОЧНОЕ ВОПЛОЩЕНИЕ I]] ТЕПЕРЬ ПРОЯВЛЕНО. ##ПОЭТОМУ, [[ВОПРОС]]: КАК ВЫ БУДЕТЕ ДЕЙСТВОВАТЬ?||||
KingDebug2|...ВЫЗОВ УСПЕШЕН. [[ОТЛАДОЧНОЕ ВОПЛОЩЕНИЕ II]] ТЕПЕРЬ ПРОЯВЛЕНО. ##ПОЭТОМУ, [[ВОПРОС]]: КАК ВЫ БУДЕТЕ ДЕЙСТВОВАТЬ?||||
KingDebug3|[[УКАЗ]]: ТАК И БУДЕТ. ДА ЗДРАВСТВУЕТ ЕГО ВЕЛИЧЕСТВО МЕХИНУС РЕКС, КОРОЛЬ МЕХАНИЗМОВ!||||
PocketNote1|<<Из ниоткуда у вас появляется случайное желание проверить карман...>>##<<Внутри вы находите [[клочок бумаги]]<<, который никогда раньше не видели. >>||||
PocketNote2|<<Загадочная записка гласит:>>##Мы должны поговорить, но враждебные глаза следят.||||
PocketNote3|Встретимся после [[заката]] в [[парке]] в [[Верхнем Феррополисе]]. Я буду ждать под [[беседкой]]. ##Приходи один. НИКОМУ НЕ ДОВЕРЯЙ.##- Друг||||
AphraA1|<<Женщина улыбается вам с искрой в морских зеленых глазах, которая кажется совершенно беззлобной. Ее механическая рука плавно приветствует вас, а брошь указывает на ее принадлежность к Гильдии Машинистов.>>||||
AphraA1b|Здравствуйте, незнакомец. Пришли сбежать от мира на время?||||
AphraA1Rep|<<Афра улыбается вам с надеждой.>> Снова здравствуйте, незнакомец. Вы нашли зеркало?||||
AphraA2|О, я просто жительница Феррополиса, даю своему котлу остыть. ##<<Она вздыхает.>> Посмотрите на это место. Они все еще позволяют ему немного буйствовать, понимаете?||||
AphraA3|<<Она снова улыбается, странно меланхолично.>> Пожалуйста, наслаждайтесь.||||
AphraA4|Пожалуйста, попробуйте, друг. Вы не можете знать, насколько это важно.||||
AphraA5|<<Ее улыбка расширяется.>> Значит, вы получили мою записку. Спасибо, что пришли. ##Извините за тайные игры. Машинариум сейчас... напряжен. Если бы вас увидели со мной, это поставило бы вас в опасность.||||
AphraA6|Меня зовут [[Афра]]. Я Главный Переводчик [[Гильдии Машинистов]]. И я ((очень)) рада встрече с вами.||||
AphraA7|Скажите, друг: какая часть себя вам нравится меньше всего? Если бы вы могли что-то изменить сегодня, что бы это было?||||
AphraA8|О, дорогой. Я ((точно)) знаю, что вы чувствуете.||||
AphraA9|Признание проблемы — это уже первая победа.||||
AphraA10|Если это хоть немного утешит, многие люди чувствуют то же самое.||||
AphraA11|<<Она дает вам понимающую улыбку.>> Молодец, дорогой. ##Ну, сделайте мне одолжение и ((представьте)) на мгновение. Представьте, что вы несовершенны, как и все мы.||||
AphraA12|Всё. Потешьте девушку, ну?||||
AphraA13|Но почему вы должны это принимать? Почему ((не)) должны иметь возможность изменить это? Мы живём в эпоху чудес, и с каждым годом их всё больше. Магия в избытке, она шипит в воздухе, в камнях и в нашей крови. Почему бы не ((использовать)) ее?||||
AphraA14|Правда, но ее опасности можно контролировать, а затраты разделить. А как насчет цены оставления вещей такими, какие они есть? Бездонной ((пропасти)) страданий, которую мы просто называем обычной жизнью? <<Она говорит очень быстро.>>||||
AphraA15|И мир, каков он есть, содержит магию с ее огромной силой для добра. Вы должны признать это, иначе ваша "мудрость" — это сказка, которую продают сильные мира сего, чтобы держать нас в цепях. <<Она говорит очень быстро.>>||||
AphraA16|Да! Да, именно так. Вы понимаете. Тогда тот же вопрос остается: почему мы должны принимать, что только богатые и могущественные могут разделить радость преображения? <<Она говорит очень быстро.>>||||
AphraA17|А, вы тоже маг? Тогда вы понимаете. У людей есть жесткое представление о том, что возможно, а что нет, но это все просто выдумка! Люди ((не имеют понятия)), что возможно. <<Она говорит очень быстро.>>||||
AphraA18|<<Она моргает.>> О! Да, конечно, записка. Эм... ##Слушайте. Вы уже знаете, что что-то глубоко неправильно в этом королевстве, не так ли? ##Вам не нужно притворяться. Любой может это увидеть, даже если боится сказать. ||||
AphraA19|Это не просто нехватка, или эта ужасная зима, или даже Искажение. Изменения Короля в реальности потеряли всякий смысл и логику. И вещи ((исчезают)): люди, дома, города, слова, даже воспоминания.||||
AphraA20|Многие люди винят Машинистов, но правда в том, что даже мы больше не понимаем действий нашего Короля. ##Поэтому я подозреваю, что все эти проблемы — это просто разные стороны одной проблемы...||||
AphraA21|<<Афра вздыхает.>> Правда? Пожалуй, я не могу вас винить. "Тот, кто наказывает правду, никогда не услышит ее..." ##Позвольте мне быть той, кто скажет ересь. Эта брошь, которую я ношу, должна быть для чего-то полезна.||||
AphraA22|Откровенно говоря, Король Механизмов сходит с ума, и никто не имеет ни малейшего понятия, почему. ##То есть, никто, кроме меня.||||
AphraA23|Как Главный Переводчик, мой священный долг — анализировать желания Его Величества. Я убеждена, что Король пытается сказать нам что-то огромное — что-то, чего мы не хотим слышать.||||
AphraA24|"Что ((именно)) сказал вам Король?##[[Оратор Сунил]] не позволит мне читать записи, пока он не отредактирует всю "конфиденциальную" информацию. Но это займет месяцы, а у нас может не ((быть)) месяцев."||||
AphraA25|Сакраментальный Долг? Я никогда не слышала о таком. Разве он не объяснил, что это значит?||||
AphraA26|<<Афра моргает.>> Критический...? О ((нет)). Это происходит даже быстрее, чем я думала. ##Король сказал, как это предотвратить?||||
AphraA27|Конечно. Эти символы, которые выдает Король, — это язык Шестикратного шифра. Я могла бы легко их прочитать, если бы только могла получить доступ к записям. Черт возьми, Сунил, почему ты не ((слушаешь))?||||
AphraA28|Друг, это подтверждает мои худшие опасения. <<Ее речь ускоряется.>> Потому что вы понимаете? Это все связано! Если шифр — это истинный язык реальности, а шифрованная магия питается от познания, это значит, что мы должны учитывать ((все)) соответствующее познание в определенном тауматическом пространстве...||||
AphraA29|...что в данном случае — целое ((королевство)). Теперь, Закон Карака гласит, что кумулятивные шифрованные взаимодействия ((n)) познающих сущностей могут быть выражены как шестимерное вермиформное многообразие согласно функции –||||
AphraA30|<<Она останавливается и глубоко вздыхает.>> Извините. Это... идет не так, как я представляла. Все это так ((чертовски)) запутано. ##Если бы только... ||||
AphraA31|Здесь, в Феррополисе, есть дом. Он запланирован на... удаление, но я обеспечила задержку. Достаточно долгую, чтобы вы могли его посетить. ##Возьмите этот [[ключ]]. Внутри дома вы найдете [[зеркало]]. Пройдите через него.||||
AphraA32|<<Афра улыбается загадочно.>> Верно.||||
AphraA33|Дом спрятан на самом нижнем уровне города — то, что местные называют [[Каналы]]. Там внизу настоящий лабиринт, так что вам, возможно, придется немного поискать.||||
AphraA33b|Каналы — не самое приятное место, но там можно встретить таких ((интересных)) людей. Раньше я любила посещать базар, когда была просто Младшим Переводчиком. ||||
AphraA33c|Увы, с моим нынешним положением, было бы крайне неразумно, чтобы меня там видели.||||
AphraA34|Довольно опасно, да. Но, с другой стороны, лишь немного опаснее, чем просто находиться в Королевстве. ##Одевайтесь тепло, не задерживайтесь в одном месте слишком долго и старайтесь не ((трогать)) ничего.||||
AphraA35|<<Она щелкает механическими пальцами.>> Вот именно. Вам нужно увидеть это самим.||||
AphraA36|<<Афра перескакивает с одной, казалось бы, несвязанной темы на другую с головокружительной скоростью, становясь все более взволнованной, пытаясь выразить контуры какой-то огромной структуры в своей голове. Иногда вы улавливаете детали, но общая картина ускользает.>>||||
AphraAP1|Могу я узнать ваше имя?||||
AphraAP2|Вы, случайно, не 'друг'?||||
AphraAP3|Тогда я просто наслажусь деревьями.||||
AphraAP4|Вы... 'друг'?||||
AphraAP5|Не обращайте на меня внимания, я просто наслаждаюсь деревьями.||||
AphraAP6|Расскажите еще раз, как добраться до этого зеркала.||||
AphraAP7|Еще нет. ||||
AphraAP8|Очарована, уверена.||||
AphraAP9|Зачем?||||
AphraAP10|Мне это не нравится.||||
AphraAP11|Мое тело. Мне всегда было трудно смотреть в глаза своему отражению.||||
AphraAP12|Мое сердце. Хотела бы я быть добрее, медленнее на гнев, быстрее на доверие.||||
AphraAP13|Моя харизма. Кажется, что все делятся шуткой, которую я не понимаю.||||
AphraAP14|[Ложь] Ничего. Я доволен собой.||||
AphraAP15|Какое это имеет отношение к чему-либо?||||
AphraAP16|Магия опасна, и у нее всегда есть своя цена.||||
AphraAP17|Мудрость заключается в принятии мира таким, какой он есть.||||
AphraAP18|Потому что я не богат и не могущественен. Это просто.||||
AphraAP19|Я планирую. Просто еще не понял, как.||||
AphraAP20|Но какое это имеет отношение к вашей записке?||||
AphraAP21|Просто скажите, зачем вы меня сюда привели.||||
AphraAP22|Продолжайте...||||
AphraAP23|Я не понимаю, что вы имеете в виду.||||
AphraAP24|Переходите к сути.||||
AphraAP25|Он сказал мне выполнить 'Сакраментальный Долг'.||||
AphraAP26|Он сказал, что может быть 'критическое исключение реальности'.||||
AphraAP27|Да, но это было на каком-то странном языке, который я никогда раньше не видел.||||
AphraAP28|Нет, просто куча бессмысленных символов.||||
AphraAP29|<<[Слушайте внимательно.]>>||||
AphraAP30|Вы меня совершенно запутали.||||
AphraAP31|Я пришел сюда не для университетской лекции!||||
AphraAP32|Вы хотите, чтобы я прошел через зеркало?||||
AphraAP33|Где именно я найду этот дом?||||
AphraAP34|Это опасно?||||
AphraAP35|Посмотрим, что я могу сделать.||||
AphraB1|<<Афра улыбается вам с иронией, ее дыхание застывает в воздухе.>> ##Знаете, мы должны перестать встречаться таким образом.||||
AphraB2|Очень хорошо. Пойдемте?||||
AphraB3|<<Афра улыбается вам с иронией, ее дыхание застывает в воздухе.>> ##Ну, вот так встреча.||||
AphraB4|Это все лишь предположения, понимаете.||||
AphraB5|Так же, как и вы. Я обнаружила это место случайно около года назад и с тех пор изучаю его. Насколько я могу судить, ни один другой живой Машинист даже не знает о нем.||||
AphraB6|Мое лучшее предположение — что мы находимся в карманном измерении, созданном или перепрофилированном Королем. В качестве альтернативы, это может быть самое начало нашего космоса, до рождения нейронных звезд — или его конец, после их смерти.||||
AphraB7|Вы пробовали здесь произносить заклинания? Я думаю, что базовый синтаксис шифра ((сломан)) или отличается. Это означало бы, что предложения, определяющие материальные объекты, остаются незавершенными и возвращаются в Пустоту, выбрасывая свою энергию по пути. А тепло — это просто энергия, в конце концов.||||
AphraB8|Эта гипотеза была бы довольно еретической в Союзе Вероотступников, но достаточно сказать, что существование этого места ставит под сомнение ортодоксальную космологию.||||
AphraB9|Да. ((Это)) то, что делал Король. Все, что вы видите здесь, было удалено из нашего мира магией Короля. Когда они исчезают, реальность подстраивается вокруг них, как будто их никогда не было.||||
AphraB10|Здесь ((сотни)) людей. Дома, улицы, города. Это тихая резня, о которой никому не разрешено думать... ##...и она ускоряется.||||
AphraB11|Давайте не будем болтать слишком долго, чтобы не стать постоянными жителями.||||
AphraB12|Много лет назад, до того, как я присоединилась к Машинистам, мы дали Королю силу изменять людей с помощью магии.##Идея заключалась в том, что новому обществу нужен новый тип граждан, с новыми добродетелями и навыками.||||
AphraB13|Вскоре мои коллеги начали использовать эту силу для переписывания проблемных личностей или даже стирания их из существования. Жаль, что я не уделяла этому больше внимания — это не был мой отдел, понимаете.||||
AphraB14|Но это... это выходит за рамки всего, о чем мы когда-либо просили. Я изучила записи, и почти все, что здесь находится, было удалено Королем по его собственной инициативе. Другими словами, мы потеряли контроль.||||
AphraB15|<<Афра морщится.>> Возможно. Я должна была задавать больше вопросов, выдвигать больше возражений. Но, пожалуйста, поверьте мне: большинство моих коллег — не злые люди. Никто не хотел этого.||||
AphraB16|На самом деле, я нашла свидетельства как минимум двенадцати пропавших Машинистов из моего собственного отдела, которых никто не помнит. Пытался ли кто-нибудь из них поднять тревогу? ((Действительно)) ли я первая, кто нашел это место?||||
AphraB17|Неудивительно, что мы всегда чувствуем себя недоукомплектованными.||||
AphraB18|Предположим, у вас есть два споровых клеща, и они размножаются. Тогда у вас четыре споровых клеща, и ((они)) размножаются. Так что у вас восемь споровых клещей, и ((они)) размножаются...||||
AphraB19|<<Она машет рукой с легким раздражением.>> Это метафора. Я не фермер.||||
AphraB20|Действительно.||||
AphraB21|<<Афра выглядит огорченной.>> Все, что остается здесь более чем около шести с половиной часов, становится необратимо затронутым Пустотой и рассыпается при возвращении в наш мир. Лучшее, что мы можем сделать, — это попытаться остановить приток.||||
AphraB22|<<Афра криво улыбается.>> Я надеялась, что вы спросите об этом. ##Мы задержались здесь достаточно долго. Если вы готовы помочь, пройдите через это зеркало и встретьтесь со мной в [[Парке Единства]], после [[заката]].||||
AphraB23|Разумная позиция. Но поймите: без вашей помощи, возможно, не останется много Королевства для остальных из нас.||||
AphraB24|Вы знаете, что означает 'экспоненциальный'?||||
AphraB25|<<Зеркало закрыто для вас.>>||||
AphraB26|<<Вы вспоминаете, как Афра сказала вам найти ее в парке ночью.>>||||
AphraB27|<<Пыль осела на стекле.##Афра исчезла.>>||||
AphraBP1|У меня есть вопрос об этом месте.||||
AphraBP2|У меня есть вопрос об исчезновениях.||||
AphraBP3|Давайте выбираться отсюда.||||
AphraBP4|Как вы сюда попали?||||
AphraBP5|Что это за место?||||
AphraBP6|Почему здесь так холодно?||||
AphraBP7|Так вот, что вы хотели мне показать.||||
AphraBP8|Это все, что мне нужно было знать.||||
AphraBP9|Как это возможно?||||
AphraBP10|Похоже, вы получили то, что хотели.||||
AphraBP11|Позвольте мне спросить вас о чем-то еще.||||
AphraBP12|Что вы имеете в виду под 'ускорением'?||||
AphraBP13|Нет.||||
AphraBP14|О черт.||||
AphraBP15|Это... не так работают споровые клещи.||||
AphraBP16|Неужели мы не можем помочь этим людям? Вернуть их как-то?||||
AphraBP17|Как это можно остановить?||||
AphraBP18|У меня есть еще один вопрос сначала.||||
AphraBP19|Я не хочу иметь с этим ничего общего.||||
AphraBP20|Давайте выбираться отсюда.||||
AphraBP21|Это все, что мне нужно было знать.||||
AphraCR|Как еще я могу вас усилить?||||
AphraC1|<<Механическая рука Афры плавно приветствует вас.>>||||
AphraC2|Итак, друг. Теперь вы увидели цену безумия Короля. Поможете мне? ##Я, конечно, вознагражу вас, как только смогу, как скромный инженер...||||
AphraC3|О, милость Короля, ((спасибо)). Вы не можете знать, как я благодарна, что кто-то понимает.||||
AphraC4|<<Вы видите, как отказ ранит ее.>> Конечно. Вы ведь меня почти не знаете. ##Дайте мне знать, если передумаете, хорошо? И если нет... пожалуйста, не задерживайтесь в этом королевстве. Ради вашего же блага.||||
AphraC5|Как продвигается наша задача, друг?||||
AphraC6|<<Она оглядывается.>> О, черт, ((опять))? Боюсь, я уткнулась в свои записи по пути сюда. ##Привязанность Короля к шелкопрядам — давняя загадка, но не самая насущная.||||
AphraC7|Великолепно! Вы практически один из нас, а? Обещаю, вы не пожалеете.||||
AphraC8|Удачи вам.||||
AphraC9|О, и друг? Пожалуйста, никому ни слова о нашем плане, особенно [[Оратору Сунилу]]. Я содрогаюсь при мысли, что он сделает с нами, если узнает.||||
AphraC10|<<Афра смотрит в небо, ее брови нахмурены в раздумьях.>>||||
AphraC11|<<Она отрывает взгляд от небесного чайника.>> Пожалуйста, продолжайте. У нас может не быть другого шанса.||||
AphraC12|Я работала над [[заклинанием]]. Оно остановит исчезновения и реформирует силу Короля так, чтобы она могла изменять людей только по их просьбе, с их согласия. Как мы и говорили, понимаете? ||||
AphraC12b|Боже, надеюсь, это все имело смысл! Думаю, вы первый человек, который услышал это вслух. ##Вернемся к делу...||||
AphraC13|К сожалению, мое заклинание должно быть активировано [[внутри королевской аудиенц-залы]], и в наши дни туда допускаются только [[Оратор Сунил]] и его ближайшее окружение. Они все так параноидально относятся к Саботажнику... ||||
AphraC13b|Но ((вы)) — Король вызвал вас ((специально)). Вы понимаете, насколько это редко? Его Величество не ошибается, только принимает решения, которые мы пока не понимаем. И Его Величество решило, что вы важны.||||
AphraC14|Если мы сможем заставить Короля вызвать вас снова, Сунил ((должен)) будет вас впустить — он никогда не ослушается королевского приказа! Тогда вы сможете ввести мое заклинание. ##Это все понятно? ||||
AphraC15|Что бы ни было скрыто, я постараюсь осветить.||||
AphraC16|Что еще я могу прояснить?||||
AphraC17|Тогда я попробую найти другой способ. Но я боюсь, что наши часы сочтены. Король дает нам миллион предупреждений, а мы игнорируем их все. Возможно, не будет другого шанса, прежде чем ситуация станет... необратимой.||||
AphraC18|Лучший сценарий — это то, что Сунил прав, а я ошибаюсь. Безумие Короля самоисправится со временем, и все сбалансируется. ||||
AphraC19|В среднем сценарии все в Королевстве исчезнут, и весь этот остров будет поглощен Искажением. ##Что касается худшего сценария...||||
AphraC20|Согласно моему анализу, есть небольшой шанс, что мы пострадаем от катастрофического магического события, подобного миниатюрному Мировому Разлому. Тот факт, что это ((вероятно)) будет ограничено этим островом, — слабое утешение для тех, кто здесь живет. ||||
AphraC21|На самом деле, это то, над чем я работала годами. Шифрованная магия позволила мне стать тем, кто я есть сегодня, и я верю, что каждый должен иметь эту силу. Так почему бы не позволить Королю изменять любого, кто об этом попросит?||||
AphraC22|Однако, когда я поняла масштаб исчезновений, я осознала, что мое заклинание может быть единственным способом остановить их достаточно быстро, не вводя какой-то другой потенциально катастрофический новый сбой. ||||
AphraC23|Если мой анализ верен, это начнет исцелять безумие Короля, улучшая жизнь всех в Королевстве. ##Увы, Оратор Сунил не был восприимчив к этим идеям. ||||
