cae|||||
ID|English|French|German|Spanish|Italian
caer10|<<She smirks at you.>> And something tells me you have your own role to play.||||
caer20|See that looming fortress? It's struck fear into the hearts of many who were braver and stronger than you, stranger.||||
caer21|It was made in the God War, so the apostatics named it the [[Blinding Light]] to ridicule the gods they planned to butcher.||||
caer22|Ironic, that it should fall into the hands of someone so ((blinded)) by ambition and zeal; for Vela has claimed it in pursuit of her own twisted heaven, and the Blinding Light now turns its guns towards the faithless souls who made it. ||||
caer23|<<Her spectral eyes glisten.>> Tell me, stranger. If a hated enemy stood between you and your most cherished ideal, would you strike them down? Would you have the ((arrogance)) to take a life in pursuit of your fantasy?  ||||
p504|Yes, I would kill for my beliefs.||||
caer24|At least you're the honest sort; and you're hardly alone. The Skyrealms are stained with the blood of those who stood on the wrong side of history. Even the ((gods)) proved fallible, in the end. ||||
p505|Never. ||||
caer25|<<She grins.>> So you're a butcher ((and)) a liar? ##Don't think I haven't been watching you, stranger. Moments after the Inquisition shoved you out of their prison, you've been killing Vela's comrades with nary a hint of remorse. ||||
caer26|<<She smiles weakly.>> A kind heart is a rarity, it seems; but so far you're true to your word. ||||
caer27|Still, I fear that in a world like this, such a heart will only see you dead in a gutter by the sword of someone far less scrupulous. ||||
caer28|Still, you've piqued my curiosity, stranger. I'll have my eye on you. ||||
hc130|Ah, do you feel that? The Blinding Light takes to the skies once again!||||
p531|You never said this was an airship.||||
hc131|<<She scoffs.>> Have you not... seen the grand painting, or its many reproductions: ((The Blinding Light Impales a Horror))? Or heard the numerous songs and stories, embellished as they may be? ##I cannot be blamed... for your ignorance. ||||
p532|Can't we just fly this whole ship after Vela?||||
hc132|This flying fortress is too large... to make the descent. The storms that permanently rage above the Underlands would tear it to shreds.||||
hc133|But we can launch a small cutter vessel with a reinforced hull... that may survive the journey. The tribunal can monitor your progress from the safety of the skies. ||||
p533|So what next? ||||
hc134|You and the former Dark Stars will assemble into a counterworship strike force... and pursue Vela. ##Your mission is... as follows. ||||
hc135|You will make your way to the [[hangar]] of the Blinding Light, where there is a small [[cutter airship]] ready to descend to the Underlands. ||||
hc136|Jack Basalt will pilot the craft, while the Duchess' magic... will shield it from the unrelenting chaos of the understorms. Caxton Frost... will disarm whatever ancient security systems you find on the surface.||||
hc137|Once you land, Orlaith will guide the way... to the [[Cradle]]. Exactly what the Cradle is, we don't know; but Vela... thinks it can rewrite the very fabric of ((reality)). ##Needless to say, she must be ((stopped)). ||||
hc138|<<She pauses. A ghastly rattle issues from within her workings: is it a sigh? She sounds almost... moved.>> Listen, Confessor.  If it were up to me, we'd have a whole ((naval fleet)) hurtling down there. But the Union Navy doesn't want to hear it. They think this coffin they stuffed me in... has clouded my reason.||||
hc139|I have the authority to send only the most ((expendable)) of my tribunal. ##<<She points a mechanical limb in your direction.>> But, loath as I am to admit it, you've proven yourself just as capable... as any operative under my command. ||||
hc140|So it falls solely on ((your)) team to stop Vela at any cost. Remember... that she meddles with forces beyond our comprehension, and threatens the stability of not just the Apostatic Union... but the whole of the skyrealms. ||||
hc141|Is your mission clear, Confessor XVII? ||||
p534|All clear. I'm ready.||||
hc142|Good. Make your way to [[the hangar]] to depart. ||||
p535|I have questions. ||||
hc143|Very well, but make them quick. We are ready... to depart.||||
p536|Do we know what Vela's doing, down there? ||||
hc144|Long ago, before the Dark Star mutiny... Vela found a map to some ancient thing. Powerful and dangerous beyond belief. The Emberians called it... the [[Cradle]]. ||||
hc145|Orlaith was with Vela when she discovered the map. She thinks... she can get you there. For all our sakes... she'd better be right. ||||
hc146|Because while we know next to nothing about this Cradle, what we ((do)) know... chills me to the bone. If our intel is correct, and the thing ((works)), Vela could rewrite the very language of cipher... that ties reality together. ||||
hc147|That means she could unravel existence itself. She could ((end the world)) as we know it. ||||
p537|What dangers can we expect in the Underlands?||||
hc148|I won't lie to you... Confessor XVII. There are many. ##Your first challenge will be... the understorms. Since the World Rend, a raging tempest has engulfed the surface. To get through unscathed... will take all of the Duchess' cipher craft. ||||
hc149|As soon as you land, you will be cursed... by the thick miasma that lingers in the ruins. Unless you can find some way to counteract it, you will suffer... weakness of mind and body. ||||
hc150|And then there are the... dangers that stalk the rubble. Those few who have returned from the underlands alive have told of... soldiers made of metal, who never tire in their patrols... and vengeful wraiths who can cut a person in twain. ||||
p538|Can we trust the loyalty of the team?||||
hc151|It is true... that while your comrades are Dark Stars no longer, they may feel conflicting loyalties... when faced with their former leader. ||||
hc152|And as many who meet Vela are swayed... by her radical ideals, I cannot even be sure of your ((own)) loyalties, Confessor.||||
hc153|But I know Vela. These past few years... she has been watching her back with a frenzied paranoia. She will not trust... anyone meddling with her plans. ||||
hc154|Should any of you prove traitorous to the Inquisition... I know it is ((Vela)) who will cut you down. ||||
p539|Tell me again about our Underlands mission.||||
caer30|[[Hallowshire]] fields used to be sown with Wikkan seed; for their deities, though diminished, could ensure a good harvest. The god-contracts were modest; the blood-price was equitable. ||||
caer31|Of course, the Apostatic Union sniffed it out eventually. They sent over that [[Polymath]] and her retinue to stamp out any smouldering divinity, and now the common folk starve; their fields barren and desolate.||||
caer32|The Union claim it's in the name of ((reason)) and ((progress.)) <<She lets out a discordant sigh>>. ## I admit, those old Wikkan contracts can be... deceitful. Many don't realise the weight of their signature until the curse sets in...||||
caer33|But the Union would smother the Skyrealms in a tangle of bureaucracy, until we worship naught but deadlines and shipping manifests. Their only saving grace is their honesty; for at least the people ((know)) they are trampled upon.||||
caer34|So what about ((you)), stranger? Would you rather be enveloped in a sweetened lie, blissful in your ignorance; or would you choose the bitter ((truth))? ||||
p600|Everyone deserves to know the truth. ||||
caer35|<<She smiles wryly.>> But could we ever ((know)) the truth, for certain? Perhaps we are all but actors in another's dream, destined to be forgotten with the morning light... ||||
caer36|If the Union discovered it was thus, and wrote it in all their books; would we be enlightened? Or just more lost? ||||
p601|If a false belief brings joy, let it be. ||||
caer37|<<She smiles warmly.>> Said with compassion, stranger. ##I would agree wholeheartedly, if I didn't know the darker side of such tolerance.||||
caer38|For when fantasies collide, the bloodshed is assuredly real. The God War is testament to that. ||||
p602|The idea of truth is a lie; we are all deluded.  ||||
caer39|<<She smiles.>> My mother once told me: there are as many worlds as people in it. ##I think she would have liked you, stranger. ||||
caer40|Can you ((smell)) it, stranger - that rancid stench on the wind? The [[Endless Realm]] is trapped in a perpetual decay; for everything here rots, but nothing ever dies. ||||
caer41|Its people huddle in underground tomb-cities, sealing their frail bodies from the outside while they indulge in nostalgic reverie. They have achieved what many mortals lust for; a life unending.||||
caer42|But is such a wretched existence preferable to death? Tell me, stranger; if those Union scholars are right, and there is nought after life but a dreamless sleep - does that nothingness negate what came before? Is our existence rendered pointless by impending oblivion? ||||
p603|It's true. Death makes our lives meaningless. ||||
caer43|<<She chuckles.>> Hearing ((you)) say it, it sounds rather morbid. ||||
caer44|<<She gestures around herself.>> So what's all ((this)), then? The collective achievement of us mortals, the ((wonders)) of civilisation? Is it all just some shared delusion; a denial of our inherent futility? ||||
caer45|<<She grins.>> You know, don't answer that. Even as a spirit it gives me the chills. ||||
p604|Brevity is beautiful. Eternal life would be torture. ||||
caer46|<<She nods.>> Many of the Endless would share your sentiment, after being prisoners of their bodies for so long. It is said that even those Endless who are cut to pieces are still... conscious.||||
caer47| I have no doubt that, after enough time, we'd all beg for nothingness.||||
p605|It's pointless to think about it. ||||
caer48|<<She smiles.>> Said with the wisdom of a thousand lifetimes. ||||
caer49|No matter what spells we weave or bargains we strike, the end comes for us all, eventually. ||||
caer50|Change is a force that sweeps through the Skyrealms unhindered; none can escape it. The Wikkans tried to resist and were ground to dust. But for some, the maelstrom of change is like wind for their sails.||||
caer51|In the aftermath of the God War, the Skyrealms had a chance to choose their own masters. But here in the [[Clockwork Kingdom]] that was not enough. Their cipher scribes and machinists committed to ((build)) their monarch from metal and magic.||||
caer52|It was to be a realm where any common labourer could draw on the power of a god; where every belly would be full. But to embrace such drastic change is also to roll the dice of fate, and the denizens here have found their luck wanting.||||
caer53|So what do you think, stranger? Though their people lie rotting in the barren fields, was it noble of them to ((try)) to reach for the heavens, despite the risks?||||
p606|We should always strive to be better, no matter the cost. ||||
caer54|<<She nods.>> A noble sentiment, for sure. But the road to radical change is slippery with blood, and reality is never as sweet as our dreams... ||||
p607|Idealism is well and good, but not when lives are at stake.||||
caer55|<<She nods.>> A pragmatic answer. But a ruler would soon learn that their hands will never be clean from blood; and doing nothing is still a decision.	||||
p608|I'd rather leave such dilemmas to the ruling classes. ||||
caer56|<<She nods.>> The burden of choice is a heavy one, and there is never a correct path. I don't blame you for feeling like this, stranger.||||
caer57|Vela spent countless nights here, hunched at her desk by the light of a candle. While the rest of her crew slept, she would pore over sky-charts and scour old tomes for shreds of arcane knowledge. ||||
caer58|Back then - when I was flesh and blood - I thought she was driven by a pure desire to carve out a better world. But in time I came to think of her as little more than a frightened girl, trying to fix something ((broken)) inside herself. ||||
caer59|For there is a thorn in Vela's heart that she cannot remove. Sometimes its maddening scratch pushes her to greatness; other times, it twists her into cruelty and barbarism.||||
caer60|<<The ghost looks into your eyes.>> Listen, stranger. Whether you wish it or not, you ((will)) cross paths with Vela; I see it clear as day. But what will happen next is a tangle of infinite possibilities; a dark void that swallows any attempt at foresight.||||
caer61|If you wish to understand the woman your fate is bound to, seek an old manor that drifts on the [[north-eastern edge of Hallowshire]]. I will meet you there.||||
caer62|For many years this manor gleamed with opulence. Wikkan blood paid for its walls and the spoils of battle filled its rooms; as it belonged to [[Admiral Callose]], who rose to prominence in the God War. ||||
caer63|Yet happiness bloomed here. With her sister Isabet, Vela's formative years were joyful; as they played under the watchful eye of their mother. ||||
caer64|But our folly is to assume our privilege, once attained, will endure. A single spilled candle can raze a timber-built town to the ground - something similar happened here.  ||||
p609|That's tragic.||||
caer65|For Vela, her world came crashing down. In later life she would recognise the price others paid for her privilege; but to that child? She had simply lost her home, her ((family)).||||
p610|Good riddance.||||
caer66|Was this place a stolen bounty? Or a child's cherished home? In truth it was both. Morality is not some equation with a right answer; it is messy, murky...||||
p611|I don't care for old stories.||||
caer67|So that's what the world is to you, stranger? Just an old story with forgettable characters? <<She smiles.>> ##Well, I hope I'm not boring you. ||||
caer68|Vela and her father were away when this manor was ablaze. But Vela's sister Isabet, and their mother, were burned alive. ||||
caer69|Isabet was a prodigy. From a young age, Vela and Isabet would stow away to explore Emberian ruins, much to their father's ire. Isabet could pull apart that ancient wreckage and put it back together, working as if it were new. ||||
caer70|Had Isabet lived, she would have thrived. I can see her now, as one of the most respected archaeologists of the skyrealms.||||
caer71|Vela never recovered from Isabet's death. In every arcane tome, every forbidden volume, Vela would search for some way to bring Isabet back. But though the Skyrealms teems with creatures who make a mockery of life - ((myself)) included - Vela never found an answer. ||||
caer72|For the grammar of cipher magic contains strict rules. The [[Mortal Principle]], long studied but little understood, prevents a body from being revived. People can be plucked from the jaws of death, or their lives extended unnaturally; but for the charred remains of Isabet, nothing can be done.||||
p612|Could Isabet be revived as an Endless?||||
caer73|The ritual that created the Endless ((has)) been repeated, on rare occasions... but it requires a ((living)) subject.||||
caer74|The same applies for ghosts like myself. We are imprints of trauma; an echo of a mind created in a single, terrifying moment. But without a living body? Not possible. ||||
p613|Couldn't a god revive her?||||
caer75|Vela thought as much. She even went as far to capture one, imprisoning the poor thing with chains of voidsteel in the Blinding Light. ||||
caer76|But its powers, though incredible, were limited. It could only save a single living soul from near-death. Were you to give it a corpse, it could not create life from nothing.||||
p614|So ((this)) is the thorn in Vela's heart. ||||
caer77|<<She nods slowly.>> I think it was Isabet's loss that drove Vela to quit the Union Navy. With her father an admiral, she could have risen to the very top; but she just... didn't see the point of it. ||||
caer78|So she took her father's dream and inverted it. The Dark Stars were born; its black star motif a cynical mockery of the symbol of the Apostatic Union.||||
caer79|<<She smiles.>> But we've had enough storytelling for one day, eh? There is an island with an [[Airship Cove]] on the [[western-edge of the Endless Realm]]; meet me there when you're ready, and I'll continue my tale. ||||
caer80|This is where it all started; the mercenary outfit known as the Dark Stars. ##Vela, Jack Basalt and Orlaith. Just the three of them in a cave with a rickety sloop, barely skyworthy.||||
caer81|On one of their first jobs they found ((me)). Or rather, the ((real)) me, before I looked like a rubbish painting. <<She grins.>> ##The three of them damn near killed me.||||
p615|So, wait, you ((fought)) Vela?||||
caer82|That's right, stranger. They'd been hired by a Riovan noble to round up Wikkans in Hallowshire, back before the Union was here in full force. ||||
caer83|So I woke up one morning with Orlaith's sword at my throat. In her full Emberian armour, it was quite the shock. Though, not as much of the shock I gave ((her)) - a bolt of pure electricity, surging through all that metal...||||
caer84|And so we fought; me and my godlet, versus the three of them. I almost escaped, but... seeing Vela fight is something ((else)).||||
caer85|Usually I can scry what someone plans to do, but Vela's thoughts are bristling with possibilities. Before I knew it she was behind me with a dagger to my neck. ||||
p616|Get to the point, ghost. ||||
caer86|<<She grins.>> As you wish. ##Vela, Orlaith and Basalt assaulted me, one morning. I put up a good fight, but... I ended up with Vela's dagger against my throat.||||
caer87|I thought I was dead. But she simply asked, "How would you like to be a merc?" ##And so they brought me back here, to their hideout: and three became four. ||||
caer88|You have to understand, stranger. I'd spent my youth cowering from the Union and their agents. My parents taught me all I know of Wikkan magic, of how to hear the language of cipher in all things; but when my parents vanished, I was left with no-one. ||||
caer89|When I told Vela my story, she wept and embraced me. It had been... a ((long)) time since I'd felt the touch of another person.||||
caer90|And looking into her eyes was like... staring into the void. Normally, stranger, I can read people; catch a glimpse of what's to come. But Vela? Her future was a tangle of infinite possibility. She was unreadable. It was ((intoxicating)). ||||
caer91|Those first few years with the Dark Stars? It was the first time I felt like I ((belonged)) somewhere. My comrades didn't fear my cipher, they ((relied)) on it. ||||
p617|You never mentioned you were a Dark Star.||||
caer92|<<She smirks.>> That wouldn't be very ((mysterious)) of me now, would it? I have a certain reputation to uphold, being a ghost and all. ||||
caer93|Besides, as far as I'm concerned, the Dark Star company that ((I)) knew... is gone.||||
p618|You had it tough, growing up. I'm sorry.||||
caer94|No more than any other Wikkan in living memory. In truth, I was lucky. Vela, for all her flaws... she ((saved)) me. ||||
caer95|In those early days of the Dark Stars, Vela took contracts from anyone - the Union, the Wikkans, even outlaws - but it was about the ((cause)), not the coin.||||
caer96|She couldn't stand the thought of being like her father, whose military campaigns had wrought so much upheaval. So if a contract smelled fishy, we turned it down and went hungry. We didn't mind.||||
caer97|But when we took a job? ((Nothing)) could stop us. It wasn't long before our numbers swelled and we outgrew this tiny cave. Soon enough, everyone from the lowest ruffian to the loftiest noble knew of the ((Dark Stars)).||||
p619|What made people want to follow Vela?||||
caer98|Vela cajoled us all with intoxicating dreams. We weren't just gonna get rich; we were going to ((build)) something that neither the Union nor the Wikkans had. A place free from gods or masters. A paradise. A ((heaven))...||||
caer99|Those times were the happiest of my life. We fought together, drank and danced together, ((dreamed)) together. But... it was not to last. ||||
p620|So what went wrong?||||
caer100|To pay the new recruits Vela had to be less ((scrupulous)) with her contracts. I clashed with her at times - when she slew the minor god Cernun, I flew into a rage... I never wanted the blood of a god on my hands.||||
caer101|But it was when she found that damned Emberian ((key)) that things really got out of hand.||||
caer102|There's an island, drifting to the [[north-west of the Clockwork Kingdom]], that contains the wreckage of the [[Black Goblin Airship.]] Meet me there, and I will finish this story. ||||
caer103|This pile of junk was once the most fearsome pirate ship of the Skyrealms;  the [[Black Goblin]]. Merchants from Puria to Al-Asphra feared its volley of cipher-inscribed cannonballs. ||||
caer104|The Union Navy paid us a fortune to headhunt its captain. In the end, we got the coin ((and)) the ship. Few dared cross the Dark Stars, after that. ||||
p621|How did you win the ship battle? ||||
caer105|We were going up against a galleon with a tiny schooner. We had two guns; they had twenty per side. By anyone's measure, it was pure suicide. ||||
caer106|But I've always had a certain... ((knack)) for foresight. I knew they would commit their starboard, so we had the better of them. ||||
caer107|Before they knew it, we had one of our guns pointing straight at their rear. But this was not ((any)) old gun. It was one of Caxton Frost's cannons. A single blast from that thing tore straight through the whole ship, setting it ablaze. ||||
caer108|In the confusion, our boarding party was on deck. We were eight against a hundred, but with a few words from the Duchess they found their swords to be... ((awfully)) heavy. Orlaith cut through swathes of them, carving a path to their captain.||||
caer109|By the time Vela had her sword to his neck, he had soiled himself. The ship was ours, and that night we got so ((plastered)) from their stores of rum I accidentally ((exploded)) a silkslug. That poor thing... ||||
p622|So what went wrong?||||
caer110|After the Black Goblin, came the Blinding Light. A mercenary company with a galleon is impressive; but with a God War ((fortress?)) None could best us. ||||
caer111|But it was around then that Vela and Orlaith stumbled upon a ((map)), deep in some Emberian ruin. It told of the Cradle, buried far below in the Underlands, which held the power to change ((everything)).||||
caer112|Vela was always ambitious. We thought she really ((could)) build her fantasy; a heaven of her own making. But now she was speaking of something else entirely. She wanted to become a ((god)). To change the very fabric of reality...||||
p623|But why? To what end? ||||
caer113|She claims that she would right all the world's wrongs. Balance the scales, so the common folk can live like nobles and rulers no longer lust for war.||||
p624|So what happened next? ||||
caer114|The crew was split. Some were eager to follow her to the Underlands, especially if it would make them even more rich. But many of us thought she had crossed into ((madness)). ##Her fame had twisted to infamy, and even the Inquisition now considered us criminals. ||||
caer115|From infancy, I had learned to listen to the language of the cosmos. Cipher flows through all things; its grammar and syntax weave through our bodies and dreams alike. To ((change)) those rules, for me, would be a bigger heresy than slaying a thousand gods...||||
caer116|So when Orlaith raised her sword against Vela and stirred the crew of the Black Goblin to ((mutiny))... I was willing to spill my own blood for the cause.||||
caer117|...and spill it I would. ||||
caer118|In truth, I knew the Black Goblin stood no chance against a God War fortress. The Blinding Light's guns tore through our hull in moments, leaving us sinking towards the clouds.||||
caer119|Through the smoke and the chaos, I saw Vela board our ship. She was ((furious)). Her and Orlaith were like sisters; she couldn't take the betrayal. Through the haze of battle I saw their blades clash, and I saw Orlaith, her defence broken, hurled from the side of the ship.||||
caer120|And then a ((crash)) like I've never felt before. The ship had run aground. When I came to - in this very spot - Vela stood overhead, staring right at me. I was bloody, wounded... but Vela just turned and walked away. ||||
caer121|It was at that moment... ((I)) was born. This spectral echo of my former self. ##I tried to scream, I tried to cry; but I had not yet learned how to... coalesce into a body, a shape.||||
caer122|So I watched my corporeal body, my former self, lie there... barely clinging to life. I watched the Inquisition agents arrive, and I saw her scream as they dragged her away. ||||
caer123|I watched as they threw her in a cell, and their instruments of agony tore into her flesh. I watched as her will broke, and she spilled every secret she knew. I watched as they destroyed her. ||||
p625|I'm so sorry.||||
caer124|Spare no tears for me, stranger. I have long abandoned self-pity. ||||
p626|Does that mean... another version of you still lives? ||||
caer125|<<She grins.>> Of course, stranger. It's only in those old fairy tales of the middle ages that one has to ((die)) to become a ghost. ||||
caer126|In fact, you're well acquainted with my corporeal self. <<She winks.>> I'm sure you can figure out who.||||
p627|So is it revenge you're after?||||
caer127|When I saw Vela standing over me, in that moment of my creation? It was not hatred I felt. It was... ((heartbreak)). ||||
caer128|For I loved her, stranger. I loved her dearly. And suddenly I saw all those possible futures I had scried - all those joyous fantasies - just... melt away.  ##The Vela I saw was the Vela I had always feared. ||||
caer129|So no, stranger, I seek no revenge; I hold no hatred in my heart - if I can be said to have one at all. ||||
caer130|<<She closes her eyes.>> I just want this all to stop. I want to see her ((smile)) again...||||
p628|Thanks for the story. ||||
caer131|I'm glad you listened, stranger. Soon enough you'll face Vela again, and now you may have one single advantage over her...||||
caer132|...you may ((understand)) her. ||||
chainedGod1|It seems that Vela Callose drove her sword through your chest. ||||
chainedGod2|You were moments from death. I plucked you from certain peril and mended your broken heart, before the void could claim you. ||||
chainedGod3|Truth be told, I have been watching you with great interest. This quest that you have undertaken is not without peril, and for some time I have been poised to save you from certain defeat. ||||
chainedGod5|That you have escaped death for this long, without my aid, is nothing short of remarkable. ||||
chainedGod6|But now it seems we have a common foe. ##Vela Callose, in her ((arrogance)), chained me here in shackles of voidsteel. I wish to be free, and so she must die.||||
chainedGod7|A valiant effort, human. <<The words ring through your throbbing head.>>||||
p651|Vela - I was... so close...||||
chainedGod8|Do not be disheartened. Vela's blade has cut down many foes more powerful than yourself. ||||
p652|Here we are again.||||
chainedGod9|And once again I have plucked you from the jaws of death...||||
chainedGod10|...but the number of times I have done so is relatively few, human. You have done well to evade defeat thus far. The High Confessor was wise to entrust you with this burden. ||||
chainedGod11|...And I have done so near countless times, across every strip of land on these Isles. ##Without my assistance, human, you wouldn't have had the slightest chance of getting this far.  ||||
chainedGod12|...One of many times, I might say - though there is no shame in that. You have performed your task admirably. ||||
chainedGod13|But confronting Vela ((again)) will prove a formidable challenge. The Emberian craft she has commandeered will not be so easily assailed a second time. ##To fight your way through, you will surely need my assistance. ||||
chainedGod14|<<The entity rattles its chains.>> These voidsteel shackles are bound with Vela's magic. Only by her hand - or her ((death)) - will I be freed. I am placing my ((trust)) in you, human. ||||
p653|I won't let you down.||||
p654|I guess I have no choice.||||
chainedGod15|<<The deity nods its conjoined heads.>> ##Now make your way to the [[High Confessor]]. I believe she wishes to speak with you... ||||
admiral1|<<An authoritative voice booms from the ship's sound relays. You assume it belongs to Admiral Callose, of the Union Navy.>>||||
admiral2|...is simply ((out of the question.)) Need I ((remind)) you, High Confessor Caer, that your position of authority in this tribunal is in spite of your numerous crimes against the Union, most of which were committed alongside ((Vela)) herself. ||||
admiral3|I care not if you sent an incorrigible band of felons to find my daughter; considering your ((history)) with Vela, I cannot in good conscience allow you - or your ((lackeys)) - anywhere near her. ||||
admiral4|So, you will use that dilapidated old relic of an airship to ((hold the flank)). You will not interfere with this operation, which is solely in the hands of the Apostatic Union Navy. You are ((Dismissed)).||||
hc171|That insufferable ((fool.)) Of all the people responsible for this nightmare, he... is hardly blameless. If he had just been a ((father)) to Vela, when she needed one...||||
hc172|<<A loud clang rings out from the coffin.>> And now he would beat her at her own twisted game! They want to ((steal)) it, Confessor XVII. The Navy... wants the Cradle for themselves, so the Union's subjugation of the Skyrealms... is absolute.||||
p551|Uh, I thought you were on the Union's side?||||
hc173|Never. I ((despise)) these loathsome bastards. But I sing along to their tune, to keep myself... from a prison cell, same as you. ||||
hc174|And besides. This is the only way I can stop Vela. That's... all that matters to me now. ||||
p552|So what are we going to do? ||||
hc175|<<A sigh rings out.>> I suppose I will have to ((hold the flank))... just as Admiral Callose demands. It is too late, with too much at stake, to rock the boat now. ||||
p553|So we just give up?||||
hc176|I did not ((say)) that, Confessor. We have... a card to play, yet. ||||
p554|There must be a way. ||||
hc177|There is always a way, Confessor. We have... a card to play yet. ||||
p555|We should just let the Union have it. ||||
hc178|Even if we let them, they would never succeed. Vela would sooner spark another ((World Rend))... than let her father have the Cradle. A scenario... that is looking more likely with each passing moment. ||||
hc179|No, there is another way, Confessor. We have... a card to play yet. ||||
hc180|While you were off getting yourself ((killed)), the rest of your team managed... to escape the Underlands aboard the cutter, thanks to Frost's repairs. ||||
hc181|As you have no doubt noticed, the Cradle... has made its ascent to the Skyrealms. The Union Navy, finally realising the ((gravity)) of the situation, showed up... in full force. ||||
hc182|But they can't punch through... the Cradle's defensive shield. Some sort of highly advanced Emberian tech. So for the moment... They are at a stalemate. ||||
hc183|So all ((we)) have to do... is slip past both. Pilot the cutter... and sneak your strike team past the largest fleet in the world, and through an impenetrable Emberian shield... to stop the most dangerous person alive. ##What could be simpler? ||||
p660|That's impossible.||||
hc184|In our current situation... I would agree. But there are secrets scattered around these isles that may be able to help us. ||||
p661|How would we get past the fleet?||||
hc185|In its current state, the cutter would be detected at once... by the Navy's aeronautical wizards. But Caxton Frost has an idea.||||
hc186|There are legends... of an ancient Emberian sky-craft. A phantom vessel, able to break any barrier... or evade any pursuit. Said to be wrecked in the World Rend... never to be seen again.||||
hc187|Many have searched... for the [[crashed vessel]]. Without success. Scryers find nothing, or... suffer apoplexy. The Union Navy considers it... merely a myth.||||
hc188|Frost... believes otherwise. There were rumours... of a particular island, with an Emberian wreck, that has been drifting through the Skyrealms. That very island... has strayed into the Oneiric Isles.||||
hc189|Search the [[most distant islands]] in the Oneiric Isles, and find... whatever [[power]] it is that hides the wreck... from scrying minds. ##Then... you might slip past the Navy blockade. ||||
p662|So how can I actually ((get)) to those islands? ||||
hc190|You cannot pilot the cutter, as Frost... needs to modify it... before your assault on the Cradle. ||||
hc191|No... it seems you will need [[your own airship.]]||||
hc191b|...You will, of course, need your own [[airship]]. Remember to use the [[Writ of Permission]] I gave you.||||
hc192|Take this [[Writ of Permission.]] It will help you bypass the bureaucratic... ((nightmare)) of purchasing a vessel from the [[Winged Merchants Guild.]] ||||
hc193|As for the hefty fee you will no doubt be required to pay... I cannot help you. Our coffers... are empty, I'm afraid. ||||
hc194|And take this time... to make sure you are [[fully prepared]] for the fight ahead. I do not think this situation... will resolve any time soon, and assaulting the Cradle... will be no easy task. ||||
hc195|Now, you should get going. I have... my own ((troubles)) to attend to.||||
p663|Got it. ||||
hc196|Good. you are dismissed. ||||
p664|What troubles?||||
hc197|Oh, it is a rather... ((delicate)) matter. If I am honest, your help... would be appreciated.||||
hc200|Oh, Confessor XVII. I have another... assignment for you. This one is of a more... ((delicate)) nature.||||
hc201|As you have no doubt noticed, there are tensions between this tribunal... and the wider Union. Both the Navy and my Inquisition superiors... have begun to ((question)) my loyalty to the cause. ||||
hc202|So they have asked me... to issue a command they know I will find... <<She inhales throatily, >> ((disagreeable)). ||||
hc203|There is a [[small house]] in the [[western forest of Hallowshire]], where our agents have stumbled upon a certain [[godlet]].||||
hc204|This tiny stunted god would be of little significance, only... my superiors ((know)) that in years past, it was in my care. That I was... ((fond)) of the thing. ||||
hc205|<<She is silent a moment.>> This is not the time... to arouse their suspicions. You must go to this godlet. You must... <<she swallows, slowly.>> ...((slay it)), on my orders. And then... we will continue as normal. ||||
p665|Okay, I'll kill it for you.||||
hc206|Thank you... Confessor. ##Remember: you will find it in the [[western forest]] of Hallowshire. ||||
hc207|Take this [[Void Scalpel]]. Only Voidsteel can harm a god. Use it to slit its throat. ||||
p666|Tell me about this godlet.||||
hc208|<<She slams the inside of the coffin.>> Does it ((matter)), Confessor? They are the shrivelled, pathetic forms of diminished gods. There have been thousands scattered around the skyrealms... since the God War.||||
hc209|The Inquisition destroys more of them... every day. ((This)) one is no different. ||||
p667|I refuse to do this.||||
hc210|If you do not have the stomach for it... I will find another. ||||
p667b|Fine by me.||||
p667c|About that godlet you needed killing...||||
hc211|I have heard a report... that the godlet is dead. ##<<She sighs.>> Thank you, Confessor. ||||
p668|I found...||||
p669|I was able to...||||
p670|I didn't... ||||
hc212|<<She slams a mechanical limb into the ground.>> I do not want to hear... the details, Confessor. I am grateful for your assistance, and that... is all. ||||
hc213|<<She lets the silence hang. But as you turn to leave....>>## Except... for one thing. That damned ((ghost)). Was she there? ||||
p671|She was there.||||
hc214|That accursed spirit has haunted me for years. I suspected... that she might try and stop you. ||||
p672|She hinted that you're... the same person.||||
hc215|Ghosts are nothing but... vestiges of trauma, singed upon reality. She is but an echo of my former self. Trapped in... naivety and idealism. ||||
hc216|<<She sighs.>> When I sailed with Vela, I wanted to use my Wikkan magic to heal this broken world. I thought there was always a... ((compromise)) to be found. ||||
hc217|But it took months of Inquisition torture, and many more confined in an anti-cipher chamber, for my shattered mind... to see the ((truth)). ||||
hc218|There is only one thing... myself and that ((spirit)) agree on. That Vela... must be stopped. But only ((I)) have the guts to see it through. ||||
hc219|<<She breaks into a coughing fit, that settles into wheezing.>> We did the right thing, Confessor. We are ((doing)) the right thing. ||||
hc220|<<The High Confessor's coffin is being escorted away by her own agents.>> ##Let go of me, you fools! <<She coughs uncontrollably.>> ||||
hc221|<<She sees you.>> ((Confessor))! There you are, you ((traitor)). Do you know... what you have done?||||
hc222|You think appeasing that damned ((spirit)) will stop this madness? That thing is not even ((real)). Just a shadow of my former self. A vestige of trauma... singed upon the skies. ||||
p673|I'm sorry.||||
p674|You deserved this. ||||
