NPC Name:|HallowQuests||||
yous5|This here's a Universal Steward... <<He kicks it in frustration,>> When it can be bothered. Standard arachnoid chassis, drudge configuration. Back home in the [[Clockwork Kingdom]] these do all the roughest jobs, so you or I don't have to.||||
yous6|But where are my manners? I'm Youssef, and that there's my lovely wife, Bina. I'm the finest engineer for hire in all Hallowshire, though not for much longer. We're taking the kids and leaving, soon as I get this bugger working.||||
yous7|<<A child's voice calls from inside the cart: "Baba! Ishtar keeps pulling my hair!>> ##<<The man shouts over his shoulder.>> Ishtar, you stop that right now or I'll come in there and explain linear algebra again! <<Another child laments: "Aw, Babaaa...!>>||||
p144|Youssef, can I ask you something?||||
p145|Tell me again about your stolen bottles.||||
p146|Sorry, I can't stop. Stay safe.||||
yous8|Well, my brain's more fried than one of Nour's attempts at breakfast. Time for a break anyway, and all the better with company.||||
yous9|I'm in no rush to get back to work. Was there owt else?||||
p147|What did you say that machine was?||||
yous10|This here's a Universal Steward... <<He kicks it in frustration.>> When it can be bothered. Standard arachnoid chassis, drudge configuration. Back home in the [[Clockwork Kingdom]] these do all the roughest jobs, so you or I don't have to.||||
p148|Did the Steward come with you from the Clockwork Kingdom?||||
yous11|<<He looks affronted.>> Now mind, we'd never steal from the Kingdom. I built this one myself after we left, out of scavenged bits and bobs. Wasn't sure I could do it from scratch, but I did it. <<He glances at it.>> I tried, anyway.||||
p148b|Okay, thanks for explaining.||||
p149|What kind of machines did you work on?||||
yous12|Mechanised farms, sowing and reaping on their own. Giant roving workshops on wheels, billowing smoke. Cipher shrines that summon bread straight from the bakery. Towers that send messages through the air on invisible wings. Things you can't imagine. And the Stewards, o' course.||||
yous13|They say some of it's based on old Emberian lore. You'd have to ask Bina about that, though. She's the scholar; I'm only a simple tinker.||||
yous14|The Union's machines are primitive by comparison, but at least there was a living in fixing 'em. Then the famine began, and anything more complex than a door lock became worth less for its mechanism than for the grain it could buy.||||
yous15|My parents came to the Kingdom from the Wikkanlaw when I was only wee. Baba was a rag and bone man, Ma a shroom picker. I thought, look at me now – an engineer! But now look at us all, just poor mice scurrying for cover.||||
p150|Are you all right? You look like you've seen a ghost.||||
p151|I have a question about your stolen bottles.||||
p152|That's all. Good luck with the machine.||||
yous15b|Ach, thank you for asking. We got held up by deserters a few days ago, and we had to hand over my stock of bottled visions. Ever since then I've been struggling to sleep at night, and feeling cold and shivery all day.||||
yous16|You ever try a bottled vision? Intoxicating fantasies, distilled from people's dreams. Only the Clockwork Kingdom knows how to make 'em. Not many letters or books get out anymore, so they're my best way of keeping in touch with home.||||
yous17|One of those stolen bottles was important. Really important. But, ach, there's nothing to be done.||||
yous18|Ach, so it goes.||||
p153|Why was one bottle so important? ||||
yous19|I... <<Youssef hesitates, unsure whether to tell you.>> I had a sister, back in the Clockwork Kingdom. [[Yasmeen]], her name was. And a niece. ##I don't know if they remember me. People who defy the King tend to get forgotten, somehow.||||
yous20|A few months ago, I saw Yasmeen again in a vision. Older, so much tireder. She seemed to recognise me. I called out to her, but you know how dreams are. You never get the thing you want.||||
yous21|It made me realise: if I could get a vision to ((her)), she'd at least know I'm alive. ##So I started learning to distil my own dreams. Once you have a vision pipe, it's not hard to reverse-engineer a collector. ||||
yous22|Anyway, now the bloody robbers have it.||||
p154|Whose dream was it?||||
yous23|No way to tell. Did they know my sister, or just pass her by on the street one day? It felt recent, though. Like she was still alive when the dream was distilled.||||
p155|Why not just send her a letter?||||
yous24|Ach, Yasmeen never could read too well. Plus, a letter could be stopped or censored. The King's advisers are paranoid about spies, see? But visions aren't checked so closely – everyone knows they're not real anyway.||||
p156|You can't make another vision?||||
yous25|Do you know how many nights it took to dream up something fit to send her? I could hardly give her a bloody nightmare... ##<<He looks sheepish.>> ...Let alone one of my dreams about Bina.||||
p157|Maybe I can help you get it back.||||
p158|I'm sorry.||||
p159|What do you know about the deserters?||||
yous26|You know the old classic: "Your money or your life." We didn't have much left, so we had to hand over my whole stash – either that or the Steward. They probably still have it, if they haven't used it all.||||
yous27|The [[deserters]] looked like former Inquisition, or maybe those Dark Star sellswords the Union's been hunting. Whatever it was, they'd grown sick of it. I overheard them talk about a base camp, by that old tower over yonder.||||
p160|What was it you needed me to do?||||
p161|Maybe I can help you get your bottles back.||||
yous28|Really? Are you sure? They're likely still in the hands of those [[deserters]]... but maybe you can handle a little trouble.||||
p162|I'll do what I can.||||
yous29|Thank you, pal. You're too good for these cursed isles.||||
yous30|If you can find the stash, don't bring it back to me. There's a sky pilot called [[Mikhail]] in Hallow town who could smuggle it into the Kingdom. He knows me: he's the one who smuggled us out.||||
yous31|Ask him to deliver the bottle marked '[[Yasmeen]]' to my sister in the Kingdom. Hopefully he can find her. The rest of the stash will more than cover his fees – visions from outside are rare over there.||||
yous32|I wish I could reward you, but we've nothing left to give. Maybe you can work something out with Mikhail. ##Please, pal. I miss my home. I miss my family.||||
p163|Sorry, I don't think I'm up to this.||||
yous33|<<His face falls, and he nods.>> I get it. Not everyone can face down hooligans like them. Well, if you come across a bottled vision marked 'Yasmeen', please keep it safe.||||
p164|I hope you sleep easier soon.||||
p165|Okay, that's all I wanted to ask.||||
yous34|Aye, alright.||||
care1|<<The old man sits whittling a block of wood. His eyes are buried behind bushy eyebrows and a thick moustache, and you wonder if he can even see his knife.>>||||
care2|Hmph. Looks like we got ourselves a tresspasser, hmm? ##So tell me, stranger - what's your business creepin' round islands that are of no concern to you?||||
p170|I like to explore. It's kind of my thing. ||||
care3|<<His knife stops.>> An' what gives you that right, hm? Some places are private. ((Forbidden)). ||||
care4|You give what you get, my old pa used ta' say. Sooner or later that freewheelin' attitude's gonna get you in trouble, mark my words...||||
p171|Sorry, I didn't realise this place was occupied.||||
care5|Pah! Well it is, you hear? For fifty years my family's looked after this manor. My father passed the duty to me, and I 'aint going nowhere. ||||
p172|I go where I want, old man.||||
care6|<<He carefully places his wood, then his knife, on the table.>> ##But ah, who am I kiddin'. This place is a wreck. Time ago I'd've kicked you clean off this isle, but these days I ain't got the goad.||||
care6-2|Just don't go snoopin' inside the manor, y'hear? Even though the Union are tryin' to sell it, this manor's still got an owner -  an' someday she's gonna return.||||
care7|Back again, eh?||||
p173|What is this place?||||
care8|Time was, everyone in Hallowshire knew the name o' this estate. So grand were its gardens, so sturdy its walls, that even nobles from Byonne would sweat at the sight o' it.||||
care9|But ah, that was before my time. Now it's a wreck, an' the lady of the manor has been gone so long, the damned Union have put it up for sale, the fools.||||
p174|So the manor is for sale?||||
care10|Aye, the Apostatic Union holds the deeds, these days. They're offerin' 'em to the highest bidder, over at the [[Union council building]] in [[Hallow Town]]. ##I tried to tell 'em it's still occupied, but the bastards won't listen.||||
p175|Who would buy such a dump?||||
care11|<<He eyes you with distaste.>> ##Summun would, I tell ye. Summun would.||||
care12|The Apostatic Union holds the deeds, these days. They're offerin' 'em to the highest bidder, over at the [[Union council building]] in [[Hallow Town]].||||
care13|Only... nobody can buy it just yet. On account of that developer bein' slow.||||
p176|Wait... did you say developer?||||
care14|Aye, that property developer. Fancy man from Lundel, put in an offer a while back, but looks like the deal might fall through.||||
p177|Okay, I get it.||||
care15|<<He says nothing, and returns to his whittling.>>||||
p178|What are you doing here? ||||
care16|I'm the [[caretaker]] of this island. I tend the grounds, maintain the house, only... ||||
care17|The manor's been empty a long time, y'see. The Apostatic Union's been tryin' to sell it, an' I ain't makin' it all pretty just on their account.||||
care18|Of course, I'm sure my old man is turnin' in his grave. My family's been looking after this isle for generations, see. An' here I am, just whittling the time away. ||||
p179|What are you whittling, there?||||
care19|<<He grins.>> These are Voyna figures. You know it? A game for two players, played on a large board. ||||
care20|Every now and again, an' old friend will come an' play me. Every... now an' again... ||||
care21|<<His eyes look past you, and he is silent for a long moment.>>||||
p180|I'll leave you to your whittling. ||||
p181|So wait, you said this manor has an owner?||||
care22|Aye. It was built by a lady called Ezra Thornwood, some two hundred years ago. When my father took over as caretaker, her ancestor - the current lady of the manor - left to travel the skyrealms.||||
care23|Someday she'll return and, with her family fortune, restore this place to how it used t' be. ##At least... if the damn Union doesn't sell it off. ||||
care30|<<The old man sits whittling a block of wood, but when he sees you - he slams his instruments down on the table.>>||||
care31|So ((you're)) the bugger who bought this land, eh? I've been waitin' for ye...||||
care32|You've made a mistake, y'hear? This manor ((has)) an owner. I may jes' be a caretaker, but the Thornwood family still own this land, and they'll be back!||||
p182|I paid good money for this place. It's mine now.||||
care33|Pah! So what if the Apostatic Union sold ye some fancy deed? This land ain't yours an' that's that!||||
p183|This place is clearly abandoned! ||||
care34|It ain't! I'm the caretaker of this 'ere manor, an' I'm tending the grounds 'till the lady returns!||||
care35|<<He slumps back in his chair.>> Ah, but I see there's no point in reasonin' with ye. You're here to stay an' that's that... ||||
care36|So let me give you some advice, fer yer ((own good.))||||
care37|Ezra Thornwood built this place some four hundred years ago, but she had... ((dangerous)) secrets. There are places on these grounds that are locked up tight, like the basement. Never unlock 'em. ((Never)) enter 'em. ||||
care38|Promise me this an' we might just get along. ||||
p184|Wait, what's this dark secret? You have to tell me!||||
care39|Nay. I've sworn a vow of silence to the Thornwood family. My lips are sealed. ||||
p185|I refuse to be locked out of my own property.||||
care40|((You're)) the one who's trespassing here. I don't care what kind of fancy slip  o' paper the Union gave you; the Thornwood family own this manor, and I've sworn to protect their secrets.||||
p186|Fine. You have a deal.||||
care41|An' I'm glad to hear it.||||
care42|Now begone with ye - enjoy your new ((purchase)). I'll even stick around and tend the grounds, just so long as ye heed my warning. ||||
care43|<<The old man sits whittling a block of wood.>> Hmph. I see our ((owner)) is back, eh?||||
care44|<<The old man sits whittling a block of wood.>> ##Greetin's. ||||
care45|<<He stares at you, his face contorted in rage.>> ((You!)) You've freed her, ain't ye? Ye broke the seal my father laid to trap that ((monster!))||||
care46|For all my life I've guarded her here, protecting the skyrealms from that foul parasite. Do you have any idea what evil you've unleashed?||||
care47|Well I'll not tarry here a moment longer. It's not safe, thanks to you. Next time you come 'ere, I'll be gone. We ((ain't)) gonna meet again.||||
care48|<<He stares at you for a moment.>> ##You killed her, didn't ye?||||
care49|I've guarded her all my life. She may have been a monster, but I swore an oath - to imprison her, but never to kill her. Such is the way of a kresnik.||||
care50|<<He sighs.>> But don't think I never considered it. Maybe it's for the best. Now we're ((all)) free of that parasite, I s'pose. ||||
p187|There's a monster in the basement! ||||
p187b|About the vierme in the basement...||||
care51|<<He takes a deep breath.>> Aye. No point in hidin' it no longer.||||
care52|Ezra Thornwood has owned this manor for two hundred years. Her, and only her. She's a ((vierme)).||||
care53|That means she's had a parasite in her, all this time. Turned her into a ((monster)) that feeds on people's dreams while they sleep. ||||
care54|An' myself? I'm a kresnik, like my father before me. I've kept her imprisoned here, for the good of everyone. ||||
care55|Or at least I did -  before you laid her to rest. ||||
p188|What's a... ((kresnik?)) ||||
care56|We're an ancient tribe of vierme hunters. We trace back to Slev, but many of us travel the skyrealms, hunting our quarry. ||||
care57|Most train all their lives for that single battle; to defeat a vierme in combat, so they can be imprisoned an' guarded.||||
p189|Why don't you just kill her?||||
care58|We kresnik swear an oath not to kill the vierme we hunt. They are still thinkin' folk, at the end of the day. ||||
care59|So we offer our own flesh to keep them alive. When a vierme feeds, you get a glimpse into their mind, their learnin'. Some kresnik even become... ((close)) to their vierme. ||||
care60|<<He shrugs.>> It's tradition. I don't expect ye to understand. ||||
p190|What if I were to free her?||||
care61|<<He shoots you a dark scowl.>> That would be a bad idea. A ((very)) bad idea.||||
care62|A vierme, 'specially an old one like Ezra, is a dangerous creature. You don't wanna be loosin' that on the world.||||
p191|So what, I live with a monster now?||||
care63|Hmph, I tried to warn ye, didn't I?||||
p192|Okay, I understand.||||
care64|Tell not a soul, y'hear?||||
p193|I wanted to ask about some... ((strange)) things in this manor. ||||
care65|<<He scowls>>. I told ye to be wary, didn't I?||||
p194|I've been having strange dreams; restless sleep. ||||
care66|<<For a moment he freezes, staring past you, trapped in some realisation.>> ##...Dreams, eh?||||
care67|An' who am I, some Wikkan soothsayer? I care not about yer dreams.||||
p195|I've found notes around the grounds. They speak of dark things.||||
care68|Aye, probably my father's. He was obsessed with the occult; wanted to protect folk from evil things in the night. ||||
care69|Pay 'em no mind. I should'a burned 'em, long ago. ||||
p196|There's a statue in the basement.||||
care70|Did I not tell ye to stay away? Ezra Thornwood collected dark things. ((Evil)) things. Just leave it be, for the love of the gods||||
p197|That's all.||||
care71|<<He grimaces, saying nothing.>>||||
p198|I want to upgrade the manor. ||||
care72|Hmph. If I were you, I'd leave it be... ##But I'll admit, seein' it all fancy, like it used t'be? Maybe that'd be somethin'. ||||
care73|The Union installed a [[Property Station]] nearby. It'll let ye commission upgrades for the manor, for a price.||||
care74|Only... don't let no workmen near the basement, y'hear? There are places that shouldn't be tampered with. ||||
p199|What are you doing here? ||||
care75|I'm the [[caretaker]] of this estate. I tend the grounds for the Thornwood family, only... s'pose I tend it for yerself now an' all. ||||
p200|I'll leave you to your whittling. ||||
clerk1|<<The clerk's desk is buried under ink pots and parchment. His arms move wildly; grabbing papers and scribbling with his quill. Occasionally he'll mutter an obscenity, throw a document to the floor and stamp on it.>>||||
clerk2|<<He notices you approaching.>> No, no no no! Never! Absolutely not! ||||
p211|Yes. Absolutely, undoubtedly, unequivocally ((yes.))||||
clerk3|No, I say! The neuron stars will all fizzle to dust before I do anything of the sort.||||
p212|Yes. A million times yes, you hear?||||
clerk4|A curse upon your house! May it sprout legs and run away. Begone!||||
p213|Wait - what are we talking about? ||||
p214|Uh, excuse me?||||
clerk5|I know your type. You have a look about you. A look that says you're a ((legal nightmare)).||||
clerk6|Maybe your house has drifted into a different principality? Your name contains letters that don't exist? Or your doppleganger claims ownership of your cattle? Whatever it is, I ((don't care)).||||
clerk7|So unless you've come here to purchase that dilapidated old manor house for an outrageous sum of money, please ((sod off)).||||
p215|I want to buy that manor house.||||
clerk8|<<The clerk's eyes widen and his quill snaps, splattering ink across his desk.>>||||
clerk9|((Ahem)). Yes, I believe I was saying that we have a ((luxurious)) new manor house for sale, at an entirely reasonable fee.||||
clerk10|It's yours, for a mere 200 coin. A ((steal)), really. ||||
p216|Tell me about the manor house. ||||
clerk11|It's a handsome manor with an entire island as its grounds. An historic property; post-World Rend, about 200 years old. ##The island is accessible by a wooden lift at the southern edge of Hallowshire.||||
clerk12|It is, uh, in need of a few... ((minor adjustments.)) But with a bit of coin you could have the whole thing refurbished in no time. ## Oh and there was another trifling detail...||||
clerk13|The land was recently reclaimed by the Apostatic Union, after it was found unoccupied - but some of the local rabble protested. Some nonsense about the owner still being... ((alive)). ||||
clerk14|Preposterous, of course. Pay it no heed.||||
p217|@@That's an outrageous price. I'll give you half. ||||
clerk15|%% <<He swallows nervously.>> Yes, I suppose it is in need of a... few repairs. Okay, then. Half price. ##<<He snatches the purse from you.>>||||
clerk16|&&Quite preposterous! This is an historic manor, older than the mushrooms of these isles. Full price, and not a penny more.||||
p218|Okay, I'll take it. Here's the money. ||||
clerk17|<<He sighs.>> It looks like you don't have enough. Please return when you have a ((serious)) proposition. ||||
clerk18|Splendid, splendid! Let me just take that from you... my, this purse has some heft to it, eh?||||
p219|Actually, I've changed my mind.||||
clerk19|I see. Please, don't waste my time with idle inquiries. ||||
p220|I'll just be going.||||
clerk20|<<The clerk is still busy with his mountain of paperwork.>> ##Hm, you again? Please, make it quick. ||||
p221|I have questions about the manor I bought. ||||
clerk21|Ah yes, that old -- uh, I mean that wonderful thing. What did you want to know?||||
p222|Tell me about the manor. ||||
p223|You sold me a property owned by an ancient monster! ||||
clerk22|<<The man stares at you for a second, then bursts out laughing.>> ##My, I've heard some tall tales in my time, but nothing quite like that.||||
clerk23|I'm afraid the deal is done, no matter what nonsense you care to make up. ||||
p224|How do I maintain my property, again?||||
clerk24|Now that you're in possession of such an... ((esteemed)) property, you may want to consider certain refurbishments.||||
clerk25|On the property grounds you will find a [[Property Station]]. You can use it to [[upgrade]] and [[decorate]] a property.||||
clerk26|There is also a [[caretaker]] who lives on the grounds. We do not pay him; in fact, we have asked him to leave numerous times. Perhaps you will have more luck.||||
p225|How do I upgrade a property?||||
clerk27|Use a [[Property Station]] to see available upgrades. Any upgrade will have a cost attached; in both [[coin]] and [[resources]].||||
clerk28|The first stage of any upgrade is usually to [[build]] it. You might want to build a [[Library]] annex, for instance - but you must pay the construction cost and wait for it to be completed.||||
clerk29|The second stage of an upgrade is to [[furnish]] it. This will provide furniture, trophies and - in some cases - special equipment. ||||
clerk30|All upgrades will share the same [[decorative style]] as the rest of the property. ||||
p226|How do I decorate a property?||||
clerk31|You may [[decorate]] your property in various styles. These styles must be unlocked by purchasing them; [[Apostatic Union decorations]], for instance, can be purchased from the [[tailor]] in town.||||
clerk32|Only one [[decorative style]] can be applied to your property, and it will only take effect on parts of the property that have been [[furnished]]. You can't decorate if there is no furniture! ||||
clerk33|Certain [[special objects]] may change, along with the furniture. Experiment with different styles to see what I mean. ||||
p227|How do I display trophies and artwork?||||
clerk34|Once a part of your property has been [[furnished]], various [[trophy mounts]] will appear. Interact with them to change the type of trophy displayed.||||
clerk35|Though trophies must be [[unlocked]] before they can be displayed. ||||
clerk36|As to the manner in which you can discover them? I cannot say. ##I once knew a fellow who won a drinking contest, and thereafter his house was filled with gaudy paintings of beer mugs. ||||
p228|Thanks, I think I've got it.||||
clerk37|Yes, yes. Was there anything else?||||
p229|Goodbye.||||
vierme1|<<The creature stares at you with a chilling intensity. Its words hiss through sharp teeth, but it speaks slowly - methodically.>> ||||
vierme2|Greetings, trespasser. I have been watching you for some time; trampling on my grounds, desecrating my home, erecting your petty trinkets. ||||
vierme3|And I have watched you as you sleep. I have savoured your flesh; drunk from your blood; tasted your dreams. ||||
vierme4|I thought you would flee in terror, but still you linger where you do not belong. So I ask you, trespasser - why do you torment me so? ||||
p240|((I'm)) tormenting ((you?)) There's a monster in my basement!||||
vierme5|<<The creature releases a guttural sigh.>> Monster, indeed. It has been many a century since I could hold my own gaze in a mirror. ||||
vierme6|But monster or no, this is ((not)) your basement. ||||
p241|I'm no trespasser, I bought this house fair and square.||||
vierme7|Oh? And what thief brokered this deal? ||||
p242|Prepare to die, parasite. ||||
vierme8|Would you be so quick to slaughter another living, breathing soul? Listen but a moment, trespasser, before you draw your blade. ||||
vierme9|These grounds are my prison; but they are also my home. I saw these timbers raised some two hundred years ago and I have dwelled here ever since. ||||
vierme10|You may have purchased a scrap of paper for a considerable sum. Perhaps it bears the signature of some foppish noble? I care not. These lands are mine.||||
vierme11|<<She takes a deep breath.>> ((But)). There are things more valuable than even a home. Such as one's ((freedom)).||||
vierme12|I am shackled here, trespasser; held captive within my own grounds, by powerful cipher magic. If you would help me win my freedom, I would recognize your claim to this manor. ##What do you say? ||||
p243|You attacked me while I slept! Why should I trust you? ||||
vierme13|I admit we may have got off to a wrong start. But remember, trespasser, that you cast the first stone. It is natural to act rashly when threatened. ||||
p244|Let's say I ((do)) help. Will you leave me alone? ||||
vierme14|Alas, there are few places for a creature like me to live safely. If you grant me freedom, I would permit you governance of the manor, staying myself in these underhalls.||||
vierme15|But oh, what wonders freedom would bring! I would be much enriched by my travels, and would grant you great boons after feasting on your flesh. ||||
p245|Hold on - you'd still drink my blood?||||
p246|You really are a monster! ||||
vierme16|Oh, the kiss of a vierme is nothing so crude as merely ((sucking blood)). It is a tender union of two souls. ||||
vierme17|My worm-tongue bonds with your nervous system, and for a beautiful moment our minds are as one. The dreams you have seen? They are my own. A gift, in exchange for sustenance. ||||
vierme18|With my freedom, in exchange for a portion of your [[Health]] - you would be [[invigorated]] after waking here. Your senses heightened; your reflexes sharpened. ||||
p247|Very well, I'll help.||||
vierme19|Excellent. Here is what you must do.||||
vierme20|In the forest of [[western Hallowshire]] there is a decrepit house, not dissimilar to my own. I once frequented that place; [[this key]] will unlock it. ||||
vierme21|A vierme lived there, once; I do not know if they remain. But I know this; that they were captive like me, and cast off their oppressor. Recover their [[spellbook]] and I might do the same. ||||
p248|Okay, but I have some questions first.||||
vierme22|By all means. ||||
p249|I'll get going, then.||||
vierme23|Thank you, and good luck.||||
p250|And what if I say no?||||
vierme24|Then I suppose we would settle this matter as animals, with tooth and claw. But beware, trespasser; my bite is more dangerous in your waking hours. ||||
p251|No deal, monster. Prepare to die. ||||
vierme25|So be it. Savour these moments, trespasser, for they are your last. ||||
vierme26|You have returned.||||
vierme27|It is good to see you again, my friend. ||||
p252|Tell me again how I can free you. ||||
p253|Where can I find that spellbook, again? ||||
p254|I've brought the spellbook.||||
vierme28|I had worried it was lost. This is an exquisite gift, mortal. ||||
vierme29|<<The vierme flicks to a certain page of the book and tears it free. She speaks a flurry of cipher and the air turns cold. A sound reverberates in your mind like a thousand glasses smashing.>>||||
vierme30|Oh, I feel it already - a great weight has been lifted! ##I have my freedom, and you have my sincerest thanks. ||||
vierme31|I will fly through the skyrealms once more, to take in wonders and beauty both. The kiss of a free vierme is a wonderful thing, mortal; you will share in my euphoria when you wake in your bed.  ||||
p255|Uh... thanks.||||
p256|My pleasure.||||
p257|How does it feel to be free?||||
p258|What sort of creature are you? ||||
vierme32|I am a vierme - named after the parasite that lives inside me. It hungers for more than just flesh. Human thoughts, feelings, emotions - these are its sustenance. And so my kind stalks through the night, feeding on dreams. ||||
p259|I think I'm a vierme, too. ||||
vierme33|<<The vierme sniffs the air with a quizzical look.>> Ah,  yes; I can smell it now. Very faint; you must have been infected recently... ||||
vierme34|A word of advice. If you can find some way to rid yourself of it, do it quickly. Over the years it will merge with your flesh, until the mortal and the monster are one.||||
vierme35|Look at me, young vierme - look at your wretched fate. You do not want this. ##Grow old, and happy, and die with pride. ||||
p260|Tell me about this parasite. ||||
vierme36|The vierme parasite is a long, serpent-like maggot. It festers in unseemly places and drops on its prey - quickly forcing itself inside their mouth. ||||
vierme37|It slithers down their throat and lodges in their bowels. Its toxins cloud their mind, veiling the latent horror with a false euphoria. ||||
vierme38|The parasite cannot survive on normal food; it will force its host to choke it back up. Instead, in the dead of night, they crave the warmth of human skin. When the parasite feeds, it emerges from the host's mouth and uses its own teeth. ||||
vierme39|For the first century or so, the host appears not to age. But with time, the parasite merges with its host, until the two become one, and they look like... me. ||||
p261|What sort of life have you led?||||
vierme40|I have lived for four hundred years; but I was not always the twisted vierme before you. Long ago I was a human girl, not so different from any other. ||||
p262|Tell me about your 'youth'. ||||
vierme41|As a girl I was called... Ezra Thornwood. I have not spoken that name for a long time.||||
vierme42|My parents and I were refugees from the World Rend, if you can believe such a thing. We were lucky enough to be aboard an Emberian skyship which crashed on these isles. I was five years old. ||||
vierme43|Few remember it now, but Hallow Town started as a camp of those survivors. As a young girl, my parents gave me a harp and taught me the old Emberian songs. Beautiful stories of the great cities that I, nor anyone else, would ever see again. ||||
vierme44|It was in the woods that it... entered my throat. The parasite. I choked, retched - but to no avail. My parents would not consult the local Wikkans, as the Emberians were proud, secular folk. That night they found me feeding on my mother, the parasite half-emerged from my mouth.||||
vierme45|I fled, and never saw my parents again. ||||
p263|Tell me about your life as a vierme.||||
vierme46|I travelled the skyrealms for a long time, moving from island to island. When I returned to my childhood home of Hallow Town I was more than a century old, though I looked not a day over twenty.||||
vierme47|Everyone I knew was dead. I remember sitting at the graves of my parents for days, trapped in a silent grief. ||||
vierme48|I found my old harp for sale - an antique. I bought it and played at the tavern, but everyone had forgotten the old songs. Folk followed the Wikkan ways; the Emberian cities had faded into myth. ||||
vierme49|I doubt you can understand what it feels like to be a stranger in your own home. ##But I settled here, in Hallowshire. Made my fortune. Built this manor.||||
vierme50|With time the parasite merged with my body. I was human no more; an elder vierme. ##It was harder to hide, and eventually, that damned kresnik found me here. ||||
p264|Thank you for your story. ||||
vierme51|That's quite alright. If I am honest, I enjoyed telling it to someone. Thank you, for that. ||||
p265|That's all I wanted to know.||||
vierme52|Very well. ||||
p266|How did you become imprisoned here? ||||
vierme53|You may have met the... ((caretaker)) that skulks on my grounds. Do not be fooled; that man is a [[kresnik]], a hunter of my kind.||||
vierme54|They claim to hunt parasites, but there is irony in that. For they do not kill their quarry but entrap them; bind them in their homes and live in their place.||||
vierme55|It is more than simple theft. The kiss of a vierme is coveted by some. He comes to me, often enough - offering his flesh so this farce may continue. ||||
vierme56|It has been fifty years now. First his father, who passed it to the son - they hunt in packs, you see. This infernal cipher seal prevents me from harming him, and the further I move from it the weaker I become. If I were to leave this island I would surely die. ||||
vierme57|That infernal cipher seal prevented me from harming him, and the further I moved from it, the weaker I became. But with your help -after thirty years of entrapment - I am finally free. ||||
p267|Farewell. ||||
FrostFix1|<<You wake up breathless and drenched in sweat, your thoughts racing. You know where you must go.>>||||
FrostFix2|<<You know from the vision; from flying over the [[Corrupted Lands]] with Vela. Past the [[abandoned diggers]], down to the very [[south-eastern tip]]; to the [[Lost City of Progress]]. ((That)) is where Horace's memories lie.>>||||
SkiffHinter1|<<The man, dressed in elegant fineries, is grumbling over a weathered map .>> ##...This thing is more useless than a ((bloated god-corpse...))||||
SkiffHinter2|<<Suddenly he notices you.>> Ah! You there! Perchance could you help a ((humble)) merchant in his time of need, eh? ||||
SkiffHinter3|II have a sizeable delivery of Scryshroom Tea, bound for the Clockwork Kingdom. ##Now before you say it, I know, I know - the border crossing is [[locked up tight.]] But you see, I've been in contact with the only fellow around here who has an [[import permit]] for this bloody kingdom of cogs, or what-have-you. ||||
SkiffHinter4|What was his name - M... Mika? Makka? Ah, it escapes me. ##But, the point is I can't bloody well ((find)) him, can I? This old map is all wrong! ||||
SkiffHinter5|So, if you've seen the chap, will you let me know? There'll be coin in it for you. ||||
p301|Mikhail? Yes, he's due south of here - along the cliffside. ||||
SkiffHinter6|Ah, my saviour! Fat lot of good this map did me, eh? They should get ((you)) to pen the bloody things.||||
SkiffHinter7|As promised, here's some [[coin]] for your trouble - well earned, I must say. ||||
SkiffHinter8| Now, since my assistant has left me in the lurch, I suppose I'll have to shift this cargo myself. <<He pauses.>> ## ...Ah, ((godsdamnit...))||||
p302|Sure, I'll let you know if I see him. ||||
SkiffHinter9|<<He nods.>> You are most kind. In the meantime, I'll return to deciphering this ((blasted)) map...||||
p303|Hold on - do you think he can get ((people)) into the Kingdom?||||
SkiffHinter10|<<The merchant frowns.>> Well, I dare say there isn't any ((other)) way to get into that blasted place - if you were desperate, it'd be worth a punt.||||
SkiffHinter11|But why ((anyone)) would want to go there is beyond me. By all accounts, the King's policies have plunged the kingdom into turmoil. A loaf of bread is said to be worth more than a skyship! Why do you think I'm trying to flog this tea?||||
SkiffHinter12|Ahem. Anyhow, do let me know if you see him, won't you?||||
p304|I'm not some hired hand. ||||
SkiffHinter13|<<He looks you up and down.>> Hmph. No, I ((suppose)) not. ##Well, good day to you. ||||
SkiffHinter14|Ah, we meet again. I don't suppose you've caught sight of that fellow with an [[import permit to the Clockwork Kingdom]]?||||
p305|No, not yet.||||
SkiffHinter15|<<He nods.>> I see, I see. Well, back to the map, I suppose. Maybe it's upside down...||||
cwkGatebridge1|Greetin's traveller. I'm sorry, but if you're a Clockwork citizen lookin' for refuge in the Apostatic Union, y'er gonna need an [[Apostatic Union Passport]] to cross this gatebridge. ||||
cwkGatebridge2|Y'see, lots'a folk have been tryin' to flee the chaos of the Clockwork King, 'an this gatebridge 'as been designated to help Union folk - an' ((only)) Union folk - make the crossing. Nobles in Hallowshire reckon the place has enough problems without an influx of refugees. ||||
casSurvivorA1|Have you come from outside? It's not safe out there!||||
casSurvivorA2|There's...things out there, I saw them out my window. They were like...like... ||||
casSurvivorB|<<The woman gives a series of sputtering, rattling coughs. >>##Augh...I'd stay back, if I was you. I'm...##<<The rest of her words are unintelligible, lost again in a spasm of coughs.>>||||
casSurvivorC1|It's so clear out here! So clean!##You...you were the one who came from outside...did you do this? ||||
casSurvivorC2|Thank you, then! A thousand thank yous!##Here, take this.||||
casSurvivorC3|But, if you don't mind my asking.. how did you do it?||||
