NPC Name:|Endless||||
ghlem19|This archipelago, with [[Hallowshire]] at its heart, is known as the [[Oneiric Isles]].||||
ghlem20|To the east of Hallowshire lies Kardova - more recently known as the [[Clockwork Kingdom.]] To the west is the [[Endless Realm]], where my kind originates. ||||
ghlem21|But these islands have not always existed together. Islands in the skyrealms drift with the current, and if you go back a hundred years or so - neither Kardova or the Endless Realm were part of this archipelago.||||
p121|What about Hallowshire?||||
ghlem22|For many years, Hallowshire has existed as an independent territory; in league with the Wikkan cult of the worm, who worship the fertility god [[Paeguth]]. ||||
ghlem23|But recently it has been absorbed into the Apostatic Union's borders; making it the southernmost territory of the Union.||||
ghlem24|As you have no doubt noticed, there is a great deal of friction between the locals and the Apostatic Union's soldiers. When townsfolk have relied upon a god for so long, they don't take kindly to having that god suddenly outlawed.||||
p122|Okay, I think I get it. ||||
ghlem25|Assuredly. ||||
p123|Can you tell me about the Erudite Academy?||||
ghlem26|The [[Erudite Academy]] is over two hundred years old. Unlike the other universities in the Apostatic Union, it is not tied to a single state; it exists independently.||||
ghlem27|For much of its history it was a fringe establishment, refusing to align with gods or Wikkan covens. In fact, many of the treatises and polemics that laid the ground for the God War originated from this very establishment.||||
ghlem28|And so, it should come as no surprise that - since its inception - the Union has favoured the Erudite Academy with high profile commissions and secretive projects. ||||
ghlem29|As you can see, the Academy exists on a flying island. It moves between territories, to where it is needed most. We have been stationed on these Oneiric Isles for about a year now.||||
p124|Can you tell me about the distant past? ||||
ghlem30|Well, that is quite a question. I will try to be brief.||||
ghlem31|For most of human history, civilisation thrived far below - on the world's surface. Feudal kingdoms flourished, under the patronage of powerful gods, and the Wikkans mediated between mortals and the divine. ||||
ghlem32|But advances in magic and technology led to the rise of the Emberian Empire. Huge cities spread across the world, linked by unfathomable spells, and the Wikkans fled to the skyrealms.||||
ghlem33|But then, of course, we had the World Rend - four hundred years ago. We cannot say exactly ((what)) the World Rend was - only that it destroyed the world's surface, and forced humans to flee to these skyrealms. ||||
ghlem34|Believe it or not, I was alive during the World Rend. I remember an intense flash, a burning heat - and a terrible sound like a thousand screams. Our island crashed into another during the commotion. I have known nothing like it. ||||
p125|That's all I wanted to know.||||
ghlem35|My pleasure, mortal.||||
p126|Have you heard of anything... ((untoward)) going on here?||||
ghlem36|Oh, this place has secrets, that's for sure. There's a [[chamber]] underneath this building - accessible from the garden outside - that I've seen someone entering in the dead of night. ||||
ghlem37|There's no doorway, though I've seen a number of [[suspicious candlesticks]] around the Academy. Mortal wizards do ((love)) to hide their dirty little secrets with enchanted candles!||||
herb1|<<The man mumbles to himself as he grinds a mortar and pestle. He seems oblivious to your presence, until he mutters...>>##I'll be just a moment, young'un.||||
herb2|<<He stares at the concoction of herbs, frowning. Suddenly, he hawks a gob of phlegm and spits it into the bowl, grinds, and sets it aside; seemingly satisfied.>>||||
herb3|Now then. I'm Dohn Ghee, Prime Alchemist of this old Academy. What can I do for you?||||
herb4|<<Dohn Ghee's eyes glint from beneath his bushy eyebrows.>> Back again, eh?||||
herb5|<Dohn Ghee scowls at you from behind the bars.>> ##Damn these Inquisition bastards. I wasn't hurting a soul, y'hear?||||
p131|Can you teach me about alchemy?||||
herb6|Better than most, I'd wager. ##With alchemical equipment, you can combine ingredients to make new concoctions. Feel free to use the equipment in my study.||||
herb7|Now, the Academy has been floatin' over these Oneiric Isles for about a year now, and I've gotten a flavour for the herbs that grow here.||||
herb8|Brew two [[Eyes of Paeguth]] for a potent [[Health]] potion. Just the same, [[Paradoxicus]] revitalises [[Mana]] and [[Jitterseed]] will restore [[Stamina]]. ##But there are plenty more potent combinations, mark my words. ||||
p132|Are there any... rarer herbs?||||
herb9|<<He betrays a sly grin.>> ##Ah, well that depends who's askin'. That damned Inquisition have banned the use of some of the most potent alchemical herbs, to the chagrin of those who know better.||||
herb10|<<He leans closer.>> ##But to those who know where to look, you can still find [[Death's Veil]] around these parts. It's a shroom that grows from the cursed remains of a corpse. Macabre stuff, but extremely useful.||||
herb11|Combine it with an [[Eye of Paeguth]] for an [[Elixir of Restoration]]. You could be on death's door, but one o' those would fix you right up.||||
p133|Is it possible to make poison?||||
herb12|Of course. Mix an [[Eye of Paeguth]] with [[Jitterseed]]. The latter reverses the healing effects of the former; making a concoction that'll eat through skin. Coat your weapons with that an' your enemies will be sorry.||||
p134|Can you combine ingredients other than herbs? ||||
herb13|You can. When an alchemical experiment fails to produce something useful, you'll often get a type of alcoholic [[spirit]]. Mix these with herbs and you can make all sorts of beverages. They'll get you right plastered, too. ||||
herb14|The ancient alchemists write of refining base metals into gold, but the art has been lost forever, erased from existence itself. Such powers were deemed too dangerous and unstable.||||
p135|Thanks for the information.||||
herb15|Any time.||||
p136|How did you become the Prime Alchemist? ||||
herb16|<<He is silent for a moment; looking past you in contemplation.>> ##I come from Lundel. A beautiful and wild place, where the wind and rain will shape a man.||||
herb17|My father was the court alchemist for the King. He worked with the Wikkans and the local gods to ensure the prosperity of the realm. It was a noble position, and one I inherited on my two-and-twentieth year.||||
herb18|<<He sighs.>> But my tenure was cut short by the God War. Lundel fell into civil war, and my liege was slain. The Wikkans became traitors, my gods became outcasts. ||||
herb19|I fled to this Academy - and good thing I did. My... past allegiances would've seen me hung by this newfangled Union, were it not for the protection of this place. I warrant there are still some who would wish that fate upon me, even now. ||||
p137|Do you know of any... ((unsavoury)) happenings in the Academy? ||||
herb20|Well, if there's any wrongdoing, it'll be that blasted engineer up above me. I can always hear her banging an' clattering. Tell me, what can possibly be so important as to warrant so much damned noise?||||
p150|I found the god you've been hiding.||||
god1|<<He grimaces.>> I clearly didn't hide it well ((enough)). ##Its name is Xanarrib. Must be one of the last gods on Union soil, I suppose.||||
p151|What were you doing with it?||||
god2|Oh my. It's ((fascinating)) research, if I do say so myself. ##As you are no doubt aware, gods draw power from human belief. A devout follower is like a source of ((food)) to them.||||
god3|So I have been examining this process. Gods do not have organs; simply a nucleus surrounded by strange matter. This turns out to be remarkably similar to the human mind; full of neural synapses. The implications are astounding!||||
p152|Is it ((safe)) to harbour a god? ||||
god4|Ah, quite safe, I assure you. Before the God War, Xanarrib was a god of revenge for a nearby village - but I have muted its power with cipher wards.||||
god5|Just last week, that oaf Giovanni lost my favourite pen. Not a moment after I found out, he stubbed his toe and was in quite a lot of pain. If Xanarrib was at its full strength, I'm sure Giovanni would have fallen out a window to certain death, or something.||||
god6|In fact, thinking of it, maybe I muted its power a little ((too)) much...||||
p153|I found your journal. It's fairly... ((incriminating)).||||
god7|Hmph. Yes, it's true. The Apostatic Union has outright banned this kind of research, even in this Academy. ##The fools! Do they realise what could be achieved if they did not ((run)) from what they fear? ||||
god8|Please, I would ask you to return the journal to me - and forget this whole business. If the Inquisition were to get their hands on that journal, they would punish the whole Academy for my deeds. ||||
p154|Okay, have the journal.||||
god9|<<He grabs the book hastily.>> ##You have my sincerest thanks. I will see to it that Xanarrib is relocated - just as soon as I've finished my study. ||||
p155|I think I'll hold on to it, actually. ||||
god10|I do hope you reconsider. The Academy should not be punished unduly. ||||
p156|Okay, I've heard enough. ||||
god11|Indeed. But please, I would ask for your discretion in this matter. ##Now, was there anything else? ||||
god12|<<Jerome scowls at you.>> ##Damn these Inquisition bastards. They won't even let me ((piss)) if a guard's not in there with me. ||||
god13|I've been assigned to guard this old fool, until his case can be brought to trial. ##What does he even ((do)) with all this junk? ||||
god14|A god, right here in a Union institution? What in the ((realms)) were they thinking? ||||
god15|This academy is now under Inquisition occupation. We've got our eyes on you. ||||
pwyllCarto1|<<The scholar has one eye pressed to his looking glass. As you approach he squints, takes a deep breath and is suddenly still.>> ##Aaaah...||||
p181|Uh, are you okay?||||
p182|Pleased to meet y-||||
pwyllCarto2|((-CHOOOO!))##<<As the scholar sneezes, he sprays a thick globule of mucus over his looking glass lens. He wipes his face and looks perturbed.>> ||||
pwyllCarto3|These... <<sniff,>> ((bloody)) mushroom spores! Why did I have to be sent to Pwyll, of all places, to make this [[damned map]]?||||
pwyllCarto4|<<The scholar wipes his nose with his sleeve.>> If only that beady-eyed creature hadn't run off with my handkerchief... ||||
p183|So, what landmarks do you need for this region?||||
pwyllCarto5|<<He sniffs, wipes his nose on his sleeve, then points to the towering fortress behind you.>> ##Well, the first one I was supposed to chart was the old God War fortress over there, called the [[Blinding Light.]] Only... I heard it's infested with ((pirates)) and ((smugglers)), so... I was going to wait until I felt better... <<He looks sheepish.>>||||
pwyllCarto6|Then there's ((another)) fortress to the south-east of the island, but... <<he sniffs.>> Have you seen the [[huge creature]] that's floating above it? No, no - that one will have to wait. ||||
pwyllCarto7|And finally there's the [[Sacred Shroom]], as the locals call it, to the north-west. Only... that's the largest mushroom I've ever seen, so it would surely ((destroy)) my sinuses... ||||
p184|Can you tell me about this island?||||
pwyllCarto8|<<He swallows and rubs his bloodshot eyes.>> Oh, you mean [[Pwyll]]? Well... it's the northern-most island of these Oneiric Isles. ##The local neuron star, that orbits all the islands every twelve hours or so, is brightest when it passes Pwyll. ||||
pwyllCarto9|Decades ago, the locals had a particularly nasty god - which meant they were more than willing to take up arms in the God War. <<He sniffs.>> This place became a frontline in the fighting; that's why there are so many old fortresses about.||||
pwyllCarto10|Of course, when the war ended it went back to being a sleepy sort of place. Though it's technically part of the Apostatic Union, you'll find that few in the heartlands have really heard of Pwyll - unless they're particularly fond of the [[scryshroom tea]] they make here. ||||
pwyllCarto11|If you want to meet the locals yourself, I'd head up to [[Pwyll Village]] above us. But if you'd rather be in ((civilisation)) - and I wouldn't ((blame)) you - take the road north to [[Hallowshire]] where the Apostatic Union has a larger presence. ||||
pwyllCarto12|And more than anything, as I'm sure you've noticed, Pwyll is ((covered)) in blooming mushrooms! The spores stick to your clothes, they get in your hair, your nose - it's enough to make anyone... ||||
pwyllCarto13|<<He pauses and suddenly becomes very still.>> ##...((I think I'm going to sneeze...))||||
