NPC Name:|Endless||||
thaw28|I have a low opinion of royalty. Useless, for the most part. And the Queen isn't necessarily an exception, but she did give me this sanctum and the freedom to experiment as I please. So she suits my purposes, and if anyone challenges her, I will quite happily destroy them.||||
p221|How did you become an Endless?||||
thaw29|Unlike the rest of the walking cadavers you've no doubt met, I only arrived here two centuries ago. I was dying of some embarrassing, incurable malady that made me cough and splutter like an idiot. I requested to be made one of the Endless, but they denied me.||||
thaw30|Well, first they tried to eat me, but I kept them at bay with magic. ((Then)) they denied me. But they were impressed by my spells, and allowed me to stay in the kingdom for a while.||||
p222|How did you persuade them? ||||
p223|What did you do?||||
thaw31|Over the next year, clinging to life by a thread, I secretly created the first of the flesh-farms. And I told the Queen that I could make more, enough to sustain the whole kingdom without need for bloodshed... But I was going to die soon, and I'd take my secrets with me.||||
thaw32|Well, I was made an Endless pretty quickly after that, I can assure you.||||
p224|Lord Rhydder doesn't seem to like you.||||
thaw33|Of course he doesn't. When I came along, I promised him I'd make him magical weapons of war that could turn a whole island into a crater. He gave me all the funding and equipment I asked for.||||
thaw34|Instead of a weapon, I made the first flesh-farm, and destroyed the whole reason that the Endless were crusading in the first place. Lord Rhydder's power was shattered overnight.||||
p225|I want to ask about something else...||||
thaw35|Go on, go on, but make it quick. I'm growing bored.||||
thaw35a|Hmph. Well are you going to natter about anything else?||||
p226|Goodbye.||||
thaw36|Mmm.||||
p227|About those vats of flesh down there...||||
thaw37|The flesh-farms. A fine invention, if I do say so myself. ||||
p228|You created the flesh-farms?||||
thaw38|Oh, yes. I've always been interested in transgressing the boundaries of the flesh. The Endless needed life-force, you see, and they were getting it through the most barbaric means...||||
thaw39|First they ate their fellow countrymen, then when they ran out of mortals, they started attacking other islands.||||
thaw40|Then I arrived, and I put a stop to all that. The magic was quite complex, so I won't go into it, but the flesh-farms are non-sentient, and provide enough life-force for the Endless to gorge themselves sick. And all without hurting a single soul.||||
p229|Lord Rhydder knows that the flesh-farm is sentient.||||
thaw41|Well, that's it, then. I was hoping we wouldn't have to do this, but... Here you go. ##<<She hands you a bundle of strange orbs.>>||||
thaw42|These are phage-spider eggs. Enough of these things can skeletonize an entire village in a matter of hours. They'll destroy the flesh-farm and leave no trace, once they hatch.||||
thaw43|Just deposit the eggs on top of the flesh-mass and leave as quickly as you can. Once they hatch, the spiders will devour the flesh in about thirty-five minutes.||||
p230|You expect me to annihilate a totally unique life-form?||||
thaw44|For the good of the whole world, yes. If the Endless can't feed on flesh-farms, we'll launch a second Cadaver Crusade. Maybe not today, maybe not tomorrow, but when we get hungry enough, Lord Rhydder will start to sound very convincing...||||
p231|How bad would that be?||||
thaw45|The first one killed tens of thousands of human beings. Do you want that on your conscience?||||
p232|There must be another way.||||
thaw46|The only other way is to continue to feast on the flesh-farms. Keeping them in captivity, even though we know they feel pain. It's just a different flavour of atrocity.||||
p233|Fine, I'll do it.||||
thaw47|I'm so glad that you understand the severity of the issue. Now, off with you.||||
p234|I refuse to be a part of this.||||
thaw48|That's the problem with you mortals. You're not practical. Now begone.||||
p235|Did you know that the flesh-farm is becoming self-aware?||||
thaw49|Interesting. Elaborate.||||
p236|I conducted a lengthy conversation with it inside my head. ||||
p237|It can only speak to the living, but it can speak.||||
p238|No.||||
thaw50|...You are the most vexing mortal I have ever met, did you know that?||||
thaw51|What level of intelligence are we talking about here? Did it exhibit any unusual traits or particularly alien preferences?||||
p239|It seems to have become obsessed with feeling pleasure... somehow.||||
thaw52|A hedonist. Hmmm. Not good. Anything else?||||
p240|It seems to have become obsessed with amassing power... somehow.||||
thaw53|A megalomaniac. Hmmm. Not good. Anything else?||||
p241|It seems to have become obsessed with seeking knowledge... somehow.||||
thaw54|A scholar. Hmmm. Well, that's not too bad. Anything else?||||
p242|Only that it doesn't want to be used as a food source.||||
thaw55|I suppose that makes sense. I wouldn't either.||||
p243|It's lonely.||||
thaw56|Understandable, I suppose. You're probably the first person it's spoken to. Ever.||||
p244|It seems remarkably intelligent, for a lump of flesh.||||
thaw57|That's worrying.||||
thaw58|Listen, mortal. What you're saying should be impossible...||||
thaw59|But if you're telling the truth, we have a problem. If the flesh-farms are becoming sentient, and don't want to be eaten, then... Well, the Endless will no longer have a moral way to sustain themselves. It could mean a return to the bad old ways.||||
p245|The bad old ways?||||
p246|What do you mean?||||
p247|Oh no... ||||
thaw60|Oh, yes. ||||
thaw61|Before I came along and created the flesh-farms, the Endless sustained themselves by waging bloody war on other islands and eating their enemies. It was called the Cadaver Crusades.||||
thaw62|Ever since they stopped, a few mad old bastards like Lord Rhydder have been pushing for them to return.||||
p248|Why would anyone want to go back to that?||||
thaw63|Bloodlust. Arrogance. Power. Take your pick.||||
p249|But surely the Endless have changed since then?||||
thaw64|Circumstances change. People don't. And if circumstances go back to how they were...||||
p250|It's still easier to eat the farmed flesh, though, right?||||
thaw65|But is it more ethical? Lord Rhydder will argue that it's an atrocity. That it's far better to go out and hunt our food honestly, rather than keeping a sentient being in slavery and torture. And he might even be right.||||
p251|What should we do, then? ||||
thaw66|Most importantly, we need to kill the flesh-farm that's developed sentience. It might be the only one. There are dozens of flesh-farms in the kingdom, buried under the mausoleums - and we don't want this infection to spread to any more of them.||||
p252|But surely it has a right to life?||||
thaw67|It's a lump of inanimate flesh, we'd be doing it a favour.||||
p253|That's murder!||||
thaw68|What are you, a lawyer?||||
p254|Good idea. ||||
thaw69|In addition, we need to ensure that Lord Rhydder never hears about this. Have you told anyone else?||||
p255|Only Maggotson.||||
thaw70|You fool. You need to go check on him, at once. Go!||||
p256|No, not yet.||||
thaw71|That's a relief. If you had, and they went around blabbing about it, they would be in terrible danger. Now, begone.||||
p257|So all along, you knew the identity of the Entombed One?||||
thaw72|I am a mage, mortal. I hoard secrets like a miser hoards gold. And do you know the fastest way to run out of secrets? To tell everybody about them!||||
p258|I heard it was the Entombed One who made you into an Endless.||||
thaw73|Yes, that's right. The Entombed One is the living remnants of the initial botched spell, mingled with a vengeful ghost. A particularly toxic combination.||||
thaw74|But useful for me. Since the spell had lingered, I was able to benefit from its full effects.||||
p259|Can the Entombed One be stopped?||||
thaw75|Anything is possible. But this one's tricky. The spell-ghost is deeply unstable, and it has embedded itself so thoroughly into the magical fabric of the landscape that simply attacking it could tear the kingdom apart.||||
thaw76|I recommend diplomacy. The Queen is a reasonable woman. Surely her ghost is reasonable too?||||
p260|But what if diplomacy fails? ||||
thaw77|I have a contingency in mind. ## <<Penitent rummages around in her shelves. Finally, she returns with a slender vial in her hand.>>||||
thaw78|This is a condensed potion of the happiest memories I've harvested from mind-slurry. I'd hoped to keep it for, uh, personal use... But perhaps it will be of use in persuading the Entombed One that this place is worth saving.||||
p261|Are you loyal to the Hooded King?||||
thaw79|Before my time. When I arrived in the kingdom of the Endless, the King had already been missing for a century. Why do you ask?||||
p262|A magic door is asking me for loyal blood.||||
thaw80|Hmm. Is that all? If you don't mind waiting a bit, I'm sure I could whip up a convincing sample of counterfeit loyalty...||||
p263|I don't mind waiting.||||
thaw81|Give me your arm, then.||||
p264|Sorry, I'd rather not risk it.||||
thaw82|Suit yourself!||||
p265|I've changed my mind. I want that counterfeit blood.||||
thaw83|<<Thaw grabs your arm and sticks a needle into it. Once she's taken what feels like an entire pint of your blood, she begins bustling around her sanctum, whistling tunelessly.>>||||
thaw84|<<First, she pours your blood into a cauldron. Then, she mutters some spells over it. Finally, she tips in a number of extra ingredients: a blue flower, a tuft of hair, a live goldfish.>>||||
p266|((Wait.))||||
thaw85|<<After some time, the mixture is complete. She hands you a bottle of sloshing red liquid.>>||||
thaw86|Here you go. Blood of convincing loyalty. Should pass muster under all but the most rigorous of spells.||||
p267|Thank you, Penitent.||||
thaw87|Begone.||||
p268|How can I be sure it will work?||||
thaw88|I made it. It'll work. ##Now begone.||||
p269|How can I repay you?||||
thaw89|By leaving me in peace for a while.##I've wasted too much time on you already.||||
p270|I've dealt with the... situaton.||||
thaw90|So, the flesh-farm has been destroyed? Good; it is easily replaced. You've done well, mortal. ||||
thaw97|Rhydder will need proof to start this new crusade of his... and he shall find none.||||
thaw92|I suppose I can spare a few coins, for your trouble. Take these and begone.||||
thaw91|You utter fool, mortal. Do you know what you have done? With this proof, Rhydder will start another crusade...||||
thaw91b|Still, in the end - it is your kind who will suffer, mortal. I hope you are satisfied with your pathetic display of short-sighted ((morality)). ||||
p270b|I destroyed the eggs. The flesh-farm will live.||||
thaw93|Hmph, foolish mortal. By the time I can concuct another means of destroying that thing, Lord Rhydder will have gathered his allies...||||
thaw94|Yes, there's no stopping it now. There'll be another Crusade. ##This will set my research back years. ((Years!))||||
thaw95|Though, I suppose I have gained a new test subject... <<Her frown relaxes, and a thin smile spreads over her face.>> ##Yes... the flesh-farm can keep its sentience, so long as it proves useful in... other ways.||||
thaw96|Now begone, mortal. You've wrought enough havoc.||||
queen1|<<As the Queen casts her gaze upon you, you are overcome with a wave of melancholy so profound it almost drives you to your knees.>>||||
queen2|Oh... Hello. I am afraid I am not receiving visitors at the moment. Please talk to my Seneschal, he will attend to you faithfully.||||
p300|@@What seems to be the matter, your Majesty?||||
queen3|%%<<Ragged lips peel back from long yellow teeth. She seems to be attempting a smile.>>##You are a curious one, aren't you? But I can assure you there is nothing out of the ordinary.||||
queen4|Put quite simply, I am feeling the same as I did yesterday, and the same as I will tomorrow. Two hundred years ago you would have found me in this same castle, in this same seat, feeling the same as I do now.||||
p301|That's awful.||||
queen5|I have adjusted to it. I exist now in tranquility, and have no desire for your pity.||||
p302|Sounds boring.||||
queen6|I left boredom behind a long time ago. I exist now in tranquility, and have no desire for your pity.||||
p303|Oh, how tragic, you have to live in a giant luxurious castle surrounded by generational wealth.||||
queen7|<<She pauses for a moment, shocked. Then something like a laugh escapes.>>||||
queen8|You are a bold one, little mortal. And you are right. I face no great hardship.||||
queen9|&&<<Ragged lips peel back from long yellow teeth. She seems to be attempting a smile.>>||||
queen10|It is not of your concern, mortal. Please understand that I mean no disrespect. But one so young, so alive, cannot understand my plight.||||
p304|But I came here to talk to you, not your lackey.||||
queen11|<<She is still and silent for what seems like a very long time. Then she sighs.>>||||
queen12|Very well, mortal. I cannot bring myself to summon my guards. In fact, I'm not even sure if I have any guards, any more. Say your piece.||||
p305|My apologies for disturbing you. ||||
queen13|It is quite alright.##<<She resumes gazing at nothing.>>   ||||
p306|...I am sorry for calling your Seneschal a lackey.||||
queen14|He would be heartbroken to hear himself described in such a fashion. The poor fellow, the only thing he has left in the world is his dignity.||||
p307|I hope we haven't gotten off on the wrong foot?||||
queen15|I take no offence. Or rather, I take some offence, but cannot muster the enthusiasm to express it.||||
p308|I'm so ((honoured)) that you deign to speak to me.||||
queen16|You mortals are so fond of sarcasm. It comes with being young. Conversation is already so exhausting to the old, the repetition of these same tired old words and phrases, that we feel no need to wrap our barbs in pretty paper.||||
p309|It sounds like you don't exactly have a busy schedule.||||
queen17|This is true. Yet my time is my own, even if it has little value, so I ask you not to waste it.||||
p310|You'd be surprised, I think.||||
queen18|I haven't been surprised in two centuries, mortal.||||
p311|I have many questions, your Majesty.||||
queen19|Oh. Good.||||
p312|I will waste no more of your time.||||
queen20|Greetings, mortal. Did you have more questions?||||
p334|I had other questions, your Majesty...||||
queen33|I see. Well, you may go ahead.||||
p317|Goodbye, your Majesty.||||
p313|Some of my questions are of a more personal nature...||||
queen21|If you must.||||
p314|Do you have heirs?||||
queen22|No need for heirs. I will be here forever. And the Endless cannot have children.||||
p315|When was the last time you interacted with a mortal?||||
queen23|Let me see... Some years ago, I forget how many, a mortal came to the Castle of Ribs seeking to become Endless himself. The Seneschal was not able to dissuade her; she barged into the throne-room, much like you have.||||
queen24|I turned her away, as I turn all such pilgrims away. We will add no more to our number. Thaw must be the last.||||
p316|Tell me about your father.||||
queen25|My earliest memory is of him sitting atop his throne, looking so grim, while I sung for him. Then as I hit a particular high note, his dour face broke into such a broad smile. It was like magic. Like the sun had risen over a cemetery.||||
queen26|In those days, I would kneel beside my bed, and pray to a goddess whose name I have now forgotten that my father would never die. I was too young to know that gods pay no attention to the prayers of their people.||||
p318|The Seneschal saved your life, didn't he?||||
queen27|<<She casts a piercing gaze upon you, then the passion melts from her like snow in spring. She resumes gazing dully into the distance.>>##That's right. Against my wishes.||||
p319|So you sacrificed yourself willingly?||||
queen28|My father persuaded me to do it, for the good of the kingdom. He told me that I couldn't hope to rule as strongly or as wisely as him, but I could at least ensure he remained on the throne. He told me that what I was doing was noble.||||
p320|Surely you're glad he saved you?||||
queen29|I know the Seneschal meant well, and I never had the heart to admonish him for it. But he brought a terrible curse upon the kingdom.||||
p321|Your father sounds like a monster.||||
queen30|I don't think he was a monster. I think he was terribly, terribly afraid.||||
p322|It's a shame the ritual didn't succeed.||||
queen31|Yes.||||
p323|I would have done the same, in the Seneschal's shoes. ||||
queen32|I'd hope you would have intervened earlier, when you could have done some good. The Seneschal truly left it to the last possible moment before he dared to defy my father.||||
p335|Can I ask you about the Endless?||||
queen34|My kingdom? I will oblige.||||
p336|Where are your attendants? Your court?||||
queen35|No attendants. No court. I sent them away long ago.||||
p337|How long have you ruled over the Endless?||||
queen36|Hundreds of years. I forget the exact number. Those earliest days were all fire and war.||||
queen37|Blood-red grins in the black of night. Hushed meetings over crudely-drawn maps. We were young, then. We did not call ourselves the Endless... All we knew was that we were hungry.||||
p354|Are you a follower of the Ferryman?||||
queen59|No. I don't trust this upstart god. Where did he come from? Why don't we have any records of him from before the Endless were created? Where was he during the God War?||||
queen60|Something is deeply wrong here, but my citizens are desperate enough to blindly worship any entity that promises them salvation.||||
p355|Is it true that Lord Rhydder used to be the power behind your throne?||||
queen61|Power. Hmph. Yes, I used to let him sally forth to other islands and fight his little Cadaver Crusades as he pleased. No doubt he thought himself quite the puppetmaster, but the truth is that I just didn't care.||||
p338|That's all for now.||||
queen39|I should hope so.||||
p339|How were the Endless created?||||
queen40|A ritual, masterminded by my father. Ancient history. I wouldn't want to bore you with it.||||
p340|@@No, please. Tell me everything.||||
p341|Perhaps another time, then. ||||
queen41|Yes. Perhaps.||||
queen42|%%My father was a healthy man. Never ill. Never tired. He seemed to shrug off accidents that would leave a lesser man with broken bones.||||
queen43|So it was strange, how terrified he was of death. The very idea shook him to his core.||||
queen44|As I was nearing adulthood, he gathered a legion of mages and theurges and priests from across the skyrealms, and tasked them to find the secret of immortality.||||
p342|That old chestnut. ||||
queen45|Indeed.||||
p343|Judging by the fact you're still around today, it seems to have worked.||||
p344|And did they?||||
queen46|In a manner of speaking, yes.||||
queen47|After numerous failed efforts, they devised a solution. It would require dozens of mages casting a spell simultaneously; extensive construction of ceremonial shrines, braziers and idols across the kingdom; a bargain struck with an ancient god; and a sacrifice.||||
p345|Can you tell me about the sacrifice?||||
queen48|I... don't feel like getting into that now.||||
p346|What was the name of the god?||||
queen49|I do not know. Once I heard my father refer to it as a shadow of a dream, or the dream of a shadow. I forget which.||||
queen50|Long story short, the ritual failed. It created a twisted parody of immortality, afflicted with hunger and decay. And instead of affecting just my father, it cursed half the kingdom.||||
p347|Only half?||||
queen51|Half of the kingdom were Endless, and hungry. The other half did not last long. ##The Great Devouring commenced.||||
p348|What happened after that?||||
queen52|The Great Devouring commenced.||||
p349|And what happened to your father?||||
queen53|I don't know. Perhaps he was one of those who remained mortal. The universe is cruel that way.||||
queen54|&&I'm sorry, but it's not a tale I am fond of telling. Ask me something else.||||
p350|What do you know about the Entombed One?||||
queen55|I believe it is my father. After the ritual to grant him immortality went wrong, he fled beneath the castle, and got lost within the twisting passages.||||
p351|Shouldn't you do something?||||
queen56|Do what? Send guards down there? I have done so; they do not return. Go down there myself? Never. I cannot bear to see him again.||||
p352|Are you sure it's him?||||
queen57|I know it in my bones.||||
p353|What if I went down there and tried to stop him from shaking the island apart?||||
queen58|You are welcome to try; I believe my Seneschal has the key. But I don't expect you to succeed.||||
p356|The Entombed One is a ghost created by your sacrifice, your Majesty.||||
queen62|Yes. I know.||||
p357|You knew this already?||||
queen63|I did.||||
p358|But you told me the Entombed One was your father.||||
queen64|I was not lying. I see more of my father in that ghost than I see of myself.||||
p359|How did you find out?||||
queen65|I have known that she was there from the very beginning of my reign.||||
p360|Why didn't you tell me?||||
queen66|For obvious reasons, I keep my ghost's existence a secret. If my subjects ever found out that a shade of their own Queen was trying to destroy them...||||
p361|When was the last time you saw the Entombed One yourself?||||
queen67|I last saw her two centuries ago, when I took Penitent Thaw down there to become one of the Endless.||||
p362|Penitent knew about this too?||||
queen68|She is the only other who knows. It was unavoidable - the only way that I could grant her request to become an Endless.||||
p363|Why did you lock her up down there? ||||
queen69|I didn't lock her up. She could escape easily if she wanted to, but she refuses to stop haunting my father's bones.||||
p364|What exactly is she?||||
queen70|She is both spell and sacrifice. Partly a ghost, and partly the lingering remnant of the spell that turned the whole kingdom into Endless. That's one reason why she is so powerful, and why I needed her help to turn Penitent into an Endless.||||
queen71|But her power is growing, far beyond what she used to be capable of. I think she is being fuelled by my subjects' growing faith in the Ferryman. ||||
queen72|Their scripture tells them to look forward to death, and their prayers for their own self-annihilation are like fuel to the Entombed One's flame.||||
queen72b|She could escape easily if she wanted to, but she refuses to stop haunting my father's bones.||||
p365|How can I persuade her not to destroy the kingdom?||||
queen73|I can think of one thing...##<<The Queen places something in your palm. A topaz necklace. The gemstone is incribed with a complex sigil.>>||||
queen74|This was the necklace I wore during the ritual. Perhaps it will remind her that a Queen's purpose, above all, is to serve the needs of the kingdom.||||
p366|The Entombed One has stopped her efforts to destroy the kingdom.||||
queen75|Excellent work, mortal. I never thought I'd see the day. What persuaded her, in the end?||||
p367|Hope for a better future. ||||
queen76|The Entombed One wanted to destroy the kingdom, yet she secretly still held a kernel of hope. Remarkable. Hope feels so foreign to me.||||
p368|Happiness.||||
queen77|Ah. You must have searched high and low, to find that.||||
p369|Substance abuse.||||
queen78|Well... As long as it worked.||||
p370|In all honesty, I told her a pack of pretty-sounding lies.||||
queen79|Whatever it takes, mortal. To preserve a kingdom is not always painless.||||
p371|Not your necklace, that's for sure.||||
queen80|Sacrifice. That's what we must do. Again and again and again, to keep this rotten place from falling apart.||||
queen81|<<The Queen of Silver sighs, settling back into her throne.>>##And so, we buy another few years of our endless existence. Joy.||||
p372|The Entombed One is ready to call a truce, but she needs to speak to you in person.||||
queen82|Excellent work, mortal. I will head down to speak to her at once.||||
p373|Are you still loyal to your father?||||
queen83|No. I am loyal to nothing and no-one, except my kingdom.||||
queen84|Oh... hello. Do I know you?||||
p374|What happened to you?||||
queen85|I don't know. All I can remember is a bright light, and a hand in my head.||||
p375|Did you speak to the Entombed One?||||
queen86|Who's that? I'm sorry. Everything's fuzzy.||||
p376|You remember that you're a Queen, right?||||
queen87|I am? That's nice.||||
p377|Goodbye, your Majesty.||||
queen88|Goodbye.||||
ent1|<<She floats above you, imperious, furious, bristling with disdain. She resembles the Queen of Silver, but aflame with inner light.>>||||
ent2|Bow, mortal. Bow before your Queen.||||
ent0|Hello, mortal.||||
p401|((Bow.))||||
p402|((Stay standing.))||||
ent3|<<She extends a hand, and her eyes flash and sparkle like fireworks. The chamber around you begins to shake, so violently that you are forced to drop to your knees.>>||||
ent4|Better. Now tell me. Who is it who dares to trespass within my domain?||||
p403|I am merely passing through, your Majesty.||||
ent5|Liar. I can hear the hesitant beats of your filthy, pulsing, lying heart. Tell me the truth or I shall crush it within my fist.||||
p404|I expected to find the Hooded King down here.||||
ent6|My father? My fool of a father? You found him. ##<<She gestures dismissively at the pile of bones sitting forlornly in the middle of the floor.>>||||
ent7|There lies the Hooded King. The man who sacrificed his daughter for immortality. You should have seen him squirm and weep.||||
p405|I am no-one, your Majesty.||||
ent8|Correct.||||
p406|So you're the Entombed One?||||
ent9|I am the Queen. The true Queen. Not a sad old relic, like the Queen Above.||||
ent9b|My kingdom rots. Soon, I will destroy this entire island... along with all of my subjects. ##I will end this wretched curse, and finally grant my subjects the eternal peace they crave.||||
p407|Where is the Hooded King?||||
p408|How long has the King been dead?||||
ent10|Three centuries, and I still cherish the memory of murdering him. He begged, he wept, he threw himself upon my mercy. Instead of mercy, he found a hand around his windpipe.||||
p409|You're a ghost of the Queen of Silver. An echo of her trauma.||||
ent11|I was born when she walked herself into quicksilver and drowned at the bidding of her father. I am her bitterness. Her resentment. Her rage.||||
p410|You're the one causing all these earthquakes?||||
ent12|Of course. Someone needs to give this kingdom a good shaking. I am weakening the island's foundations. Soon, it will shatter.||||
p411|Why do you want to destroy the kingdom?||||
ent13|It would be a mercy. The kingdom is stagnant. It was born wrong - a botched ritual, a filicide, a broken contract. And ever since then, it has been cursed.||||
ent14|This place, these people, have lingered for far too long. Let's give the Endless an ending, at last!||||
p412|What if your subjects don't want to be killed?||||
ent15|They do. There are thousands of rotting men and women out there, ravaged by hunger and pain, huddled within Mausoleums and waiting for death. They are calling for my mercy. I can hear them in my heart, begging to be freed from their suffering.||||
p413|How is a ghost powerful enough to do all this?||||
ent16|Anger has its own power, mortal. And my anger is... Endless.||||
p414|How can I persuade you not to do this?||||
ent17|You cannot. I am as inevitable as death itself.||||
p415|I have questions...||||
p416|I have other questions...||||
ent18|And I have limited patience. ||||
ent18b|And I am glad of it.||||
p417|Farewell, ghost.||||
p418|See this necklace, your Majesty? Do you remember why you sacrificed yourself in the first place?||||
ent19|<<For a moment, the Entombed One stares at the topaz necklace with something like yearning on her face. Then her eyes harden. She grabs the necklace from you and crushes the topaz to dust between two fingers.>>||||
ent20|Sacrifice.' Ha. ##The Queen Above thinks she can remind me of what it means to serve the kingdom? I ((am)) serving the kingdom, far better than she ever did while sitting depressed in her throne room!||||
ent21|This kingdom is ((begging)) to be destroyed! Its people are miserable, and they call to me to bring their long lives to an end!||||
p419|Before you go further... Please, drink this.||||
ent22|Are you thinking to poison me? Foolish mortal, it will have no effect. Here; bear witness.||||
ent23|<<The ghost drinks the potion in one quick gulp. After a moment, she begins to fray at the edges, like an oil painting that's been soaked in a bathtub.>>||||
ent24|Oh... Oh, my... All this... So beautiful...||||
p420|What are you seeing?||||
ent25|I'm dancing with a sweetheart on a brisk autumn evening. I'm peering through a telescope and discovering a new star. I'm bowing after the big performance, my face flushed with sweat. Oh my... It's joy... So much joy! I had no idea!||||
p421|Surely you understand, now, that there are still moments of the Endless' lives that have meaning? ||||
p422|And you would destroy all this, thinking it's what they want.||||
p423|A moment of pure joy is worth more than a century of misery, is it not?||||
ent26|Your words have a weight to them, mortal.||||
ent27|<<Before your eyes, the burning rage roiling just beneath the Entombed One's skin starts to dwindle and dim.>>||||
ent28|Leave me be. You've given me much to think about.||||
p424|You're right. I'll help you destroy the kingdom of the Endless.||||
ent29|You'd truly help me destroy this place? You surprise me, mortal, in the best of ways.||||
ent30|Your task is simple. All I ask is that when you return to the surface, you tell the Queen of Silver to come down here and meet me in person. Then, the destruction will begin.||||
p425|It shall be done.||||
p426|Let's bring this kingdom down.||||
p427|On second thoughts, maybe this isn't the right path...||||
ent31|Don't hesitate, mortal. Heed the call of the void.||||
p428|@@Don't destroy this land, your Majesty. You know there is still hope.||||
ent32|&&No. There is no hope. There is only failure and stagnation.||||
ent33|%%Oh really? And how do you know that?||||
p429|You know it yourself. ||||
p430|I can prove it.||||
p431|Because there's always hope. And besides...||||
ent34|<<She casts her eyes over your face, worried by the certainty in your tone.>>##Well?||||
p432|Is your desire to destroy this kingdom not borne of love? You still care for your subjects.||||
ent35|Of course. I would undo their suffering.||||
p433|But not all of them want this. You are condemning innocents to death.||||
p434|If you obliterate your subjects, you are failing them as their monarch. ||||
p435|When the Queen came to you with Penitent Thaw, you agreed to help. You turned her into an Endless.||||
ent36|Of course I did. The flesh-farms were a marvel. Overnight, our kingdom was rescued from being a land of marauders and murderers.||||
p436|If the situation was truly helpless, why would you have helped?||||
p437|Another invention like that could be right around the corner.||||
p438|The kingdom could be rescued again. One day.||||
ent37|<<She considers this for a long time.>>||||
ent38|Your words have a weight to them, mortal. The weight of the years is already immense... What does a few more matter? Perhaps things will get better.||||
ent39|<<Before your eyes, the burning rage roiling just beneath the Entombed One's skin starts to dwindle and dim.>>||||
ent40|Leave me be. You've given me much to think about.||||
p439|You can't decide that on their behalf.||||
p440|You're just another mad ghost in a kingdom that's full of them.||||
p441|Maybe you're right...||||
ent41|<<The Entombed One turns to you, her skin blazing with inner light.>>##Please. Mortal. Consider my side of the argument. I know I ask a lot - I ask for the destruction of an entire kingdom. But no new souls have been born here for centuries.||||
ent42|No children, no youths. The only great changes to the status quo have been spurred on by mortals. First, Penitent Thaw... And now, you. The Endless themselves are tired, and bored, and rotten. They hide inside Mausoleums and do nothing, pretending to be dead.||||
ent43|They hunger for mortal flesh, and if the flesh-farms failed, they would resume their Crusades in an instant. They lack the courage to end themselves, but they yearn for it.##Listen to my plea, mortal. Help me destroy this accursed kingdom.||||
ent44|I am glad you are here, moral, to witness my final moments.||||
p442|What do you mean?||||
ent45|I am almost finished unravelling the spell-threads that bind me together. Soon, the spell that created the Endless shall fall apart entirely. Without it, my ghostly form will dissipate on the wind, like salt in a stream.||||
p443|Why are you doing this?||||
ent46|Ghosts are creatures of habit. If I don't do this, I'll soon forget about the spark of hope you nurtured in my heart. I'll go back to my old ways.||||
p444|Surely there must be another way?||||
ent47|I could hold out hope for the kingdom or for myself, mortal. I can't do both. It's not in my nature.||||
p445|What even happens to ghosts when they die?||||
ent48|I suppose I'm going to find out.||||
p446|So how long will this take?||||
ent49|Not long at all. A few more moments, that's all.||||
p447|Please, hold on a moment.||||
p448|This kingdom has seen enough sacrifice, your Majesty.||||
p449|Good riddance.||||
ent50|Goodbye and good luck, mortal.||||
ent51|<<The Entombed One closes her eyes and faces the ceiling. With a sigh, she dissolves into dust and scraps of parchment.>>||||
ent52|Hello, mortal! Come to admire my handiwork?||||
p450|You destroyed the entire castle?||||
ent53|Yes. And this is only the beginning. Rejoice, mortal! Rejoice, for the end has come to the Endless!||||
p451|What happened to the Queen of Silver?||||
ent54|Oh, don't worry. I didn't kill her. I just took her mind from her and made it my own. Now I'm thinking more clearly than ever before!||||
p452|Is it too late to stop you?||||
ent55|Too late now, mortal! I am as sure as the sunset!||||
ent56|<<With a peal of laughter, the Entombed One raises her hands. Her eyes flash and spark, and a crack splits the ground. The world seems to shift underfoot, groaning.>>||||
ent57|Better fly away from here, mortal! This island doesn't have long left!||||
ent58|<<The ghost does not reply. She is staring blankly into the distance.>>||||
fang1|<<The door smiles, and extends its fangs.>>##Only those loyal to the King may pass.||||
fang2|Only those loyal to the King may pass.||||
p501|((Allow it to drink from your wrist.))||||
fang3|<<The door sinks its fangs into your wrist. It drinks, and drinks, and drinks, until your legs feel weak and your arm is numb. Finally, it releases you.>>||||
fang4|Your blood is tainted by treachery. You may not pass.||||
p502|((Offer it the Bottle of Blood.))||||
p503|((Offer it the Bottle of Lord Rhydder's Blood.))||||
fang5|<<The door lunges for your arm, but you manage to position the blood-bottle beneath one fang instead. The door eagerly drinks, until the bottle is empty.>>||||
fang6|Satisfactory. You may pass. All hail the Hooded King!||||
fang7|<<The door swings open.>>||||
p504|((Back away.))||||
fang8|<<The door's fangs retract, with a sound like silk gliding over stone.>>||||
rhy1|<<His voice rings from behind his golden mask like a freshly-struck bell.>>||||
rhy2|Abase thyself, mortal. You stand before Lord Rhydder. Champion of the Black Trenches. First over the abyss at Mansechor's Fall. Destroyer of the Treborian Fleet. ||||
rhy2a|You stand before Lord Rhydder. Champion of the Black Trenches. First over the abyss at Mansechor's Fall. Destroyer of the Treborian Fleet. Need I go on?||||
rhy3|Give me a reason why I shouldn't render you unto carrion. You have five words to argue your case.||||
p601|I work for the Inquisition.||||
rhy4|All the more reason to end you, little maggot. The accursed Union think themselves so powerful! It amuses me to imagine how, two centuries ago, my Crusaders could have torn the whole lot to shreds and feasted on the aftermath. Oh, those were the days...||||
p602|One wrong move, you die. ||||
