Dialogues:|Clockwork||||
olwen2|<<She mutters under her breath:>> Flames, oh the ((flames))! We have to douse the ((flames))...||||
p200|Uh, is everything okay?||||
p201|((Say nothing)).||||
olwen3|<<She continues to mutter to herself, shaking her head to and fro, until she startles herself awake.>>||||
olwen4|Ahh! <<She looks at you with a frenzied intensity to her gaze.>> ##What are you doing? You've got to get ((out)) of here! The nautilob will ((burn you alive))!||||
p202|What are you talking about?||||
olwen5|Can't you ((see)) it? The monster rising above the flames? Oh, the ((horror...)) We have to...||||
p203|Nothing's on fire, lady. ||||
olwen6|You fool, even ((you)) are ablaze! Oh, how the skin melts from your bones! We have to...||||
p204|Not the ((nautilob))! Whatever's next - the ((phlanganip))?||||
olwen7|You ((jest)), but the giant nautilob is no ((joke))! What do you think caused all this devastation? We have to...||||
olwen8|<<She stops mid sentence and blinks, slowly. After a moment she says,>> ##...Nothing's on fire, is it?||||
p205|No.||||
p206|Are you kidding? I'm burnt to a crisp.||||
olwen9|Oh, how ((embarrassing))! I'm terribly sorry, you caught me in the middle of a divination. ##My name is [[Olwen]], mayor of this humble village of Pwyll. How do you do?||||
p207|Did you say ((divination))? Are we going to die?||||
olwen10|<<She chuckles nervously.>> Oh, by the Skyrealms, not at all! There is only a distinct ((possibility)) we will be burned alive.||||
p208|Are hallucinogenic drugs part of your mayoral duties, or...?||||
olwen11|<<She blinks at you.>> Well... of ((course))! Hallucinogenic drugs are our main export here in Pwyll. It would be remiss of me not to partake!||||
p209|Pleased to meet you.||||
olwen12|<<She performs a short curtsy.>> Thank you for your understanding. I've been rather anxious about the future, as you've no doubt observed...||||
olwen13|You see, I have found myself presented with quite the ((dilemma)). It's really ((nothing)) to worry about, so please don't cause a fuss! I have the whole thing ((quite)) under control.||||
olwen14|I was merely indulging in a scryshroom meditation to divine what manner of threat this [[giant monster]] could pose. And, uh, it turns out it's really not much of a problem at all. <<She gulps.>>||||
p210|Wait, what's this about a ((giant monster))? ||||
olwen15|Oh, so it's not common knowledge? <<She looks genuinely relieved.>>##I thought the whole town would be talking about it by now... ||||
p211|How ((reliable)) are these divinations?||||
olwen16|Oh, in Pwyll we pride ourselves on our scryshroom divinations ((always)) being reliable. Except, uh, for when they're not. ##Sometimes the drug can exacerbate the user's hopes and fears, making the vision more... ((fantastical)) than prophetic. ||||
p212|Well, you seem like you have the situation firmly under control.||||
olwen17|Wait! ##<<She screams the word, then laughs nervously.>> I mean, when I say it's not ((much)) of a problem, I was perhaps, ah, honey-coating the situation a little...||||
olwen18|You see, a small mercenary band has made certain, um, demands. No, I don't mean Vela's Dark Stars - this lot are much less, uh, ((accomplished)) - which makes it all the more puzzling how they've got their hands on a [[giant nautilob]]. ||||
p213|What's a nautilob, exactly?||||
olwen19|<<She waves her hand dismissively.>> Just a Skyrealms mollusc that you find around these parts - easily recognisable by their shells. But, I had absolutely no idea they could get this ((big))!||||
p214|So what - you want ((my)) help?||||
olwen20|Oh ((no))! I never said anything like that - as mayor of this place, I have everything completely under control. ##<<She narrows her eyes.>> Of course, that being said... ||||
olwen21|Those mercenary scoundrels are threatening me with their huge nautilob. They claim they'll sack the town if I don't comply with their absurd demands. I ((really)) don't want to cause a panic in the town, so I'm at a loss at what to do. ||||
olwen22|But, If ((someone)) could sneak into their fortress to the [[south-east]], and ascertain whether this [[nautilob]] thing has any [[weakness]] we could exploit... well, let's just say that person would find themselves firmly within my favour. ||||
p215|I'll see what I can do. ||||
olwen23|<<She gives you a sly smile.>> Very well. ##Now, was there anything else? ||||
p216|What if those mercenaries were to ((disappear?)) ||||
olwen24|Oh! Well that would be quite the tragedy. The idea of more blood being spilled on Pwyllian soil is a ((horrible)) thought.||||
olwen25|<<Her eyes narrow.>> But of course, it ((would)) rather solve the problem here, wouldn't it? And with so little funds to hire guards, it would be ((awfully)) hard to catch the perpetrator of such a crime... ||||
olwen26|<<She smiles suddenly.>> Oh, but pay me no mind! I'm merely thinking out loud. Now, was there anything else?  ||||
p217|I'll have nothing to do with this. ||||
olwen27|<<She winks.>> Oh, of ((course)) you wouldn't. - I'd never dream of it! ##Now, was there anything else? ||||
olwen28|Ah, you're back. <<She sighs.>> I suppose I have a few moments to talk.||||
p218|The mercenaries say you never paid them.||||
olwen29|Well, I never paid them the full amount, no. But that's because they made a ((ghastly)) mess of the whole thing!||||
olwen30|I hired them to clear out a few nautilobs from the surrounding forest. They managed to kill a measly ((three)), and then had to retreat because one of their men tripped and fell on his own spear. I mean, what kind of idiots ((are)) they? ||||
p219|You won't have to worry about that giant nautilob anymore.||||
olwen31|Oh, really? Why, this is ((splendid)) news! Please, tell me the details...||||
p220|Well, I killed their leader. I doubt they'll be troubling you any more. ||||
olwen32|Ah. Oh. Oh dear. ||||
olwen33|I mean, it's good that the problem has been resolved. Very good indeed. But just to be perfectly clear - I never ((asked)) you to kill anyone, correct?||||
p221|Actually, you strongly hinted that I could.||||
olwen34|Ahah. Hah. Well, that's ((your interpretation)) dear. Let's leave it at that, shall we? ||||
p222|Well you didn't say I ((couldn't)).||||
olwen35|That's an interesting interpretation of my request. Let's just speak no more of the matter, shall we? ||||
p223|Oh and, another thing - that giant nautilob? It was an illusion.||||
olwen36|<<A maniac smile spreads across her lips.>> Oh! That's just wonderful. We've butchered a bunch of mercenaries and it turns out they're ((innocent)).||||
olwen37|I'll tell you what- I'm going to give you this [[reward]]. A truly well-earned reward for a job thoroughly well done. And as ((part)) of this reward, yes, we're going to never speak about this ((ever)) again, correct?||||
olwen38|<<A deadly serious expression engulfs her face.>> Not. To. ((Anyone)). ||||
olwen39|<<She breaks into a jolly smile.>> Well, that's settled then, yes? ||||
p224|The nautilob was an illusion, nothing more. ||||
olwen40|Oh! Oh my! ((Really?))||||
olwen41|...I can't believe I didn't think of that! So the town is saved? We're not going to burn alive? Hurrah!||||
olwen42|Anyway, please take this [[reward]] along with my heartfelt thanks. You've done Pwyll a fine service today. ||||
p225|About this giant nautilob...||||
olwen43|Oh, yes... I'm presuming it's still ((there?))||||
p226|I'm looking for Dark Star mercenaries.||||
olwen44|Oh ((please.)) If I hear one more word about those bloody ((Dark Stars...)) <<She shakes her head.>>||||
olwen45|We've always had our fair share of miscreants attracted to Pwyll - It turns out it's not only ((poets and horticulturalists)) who are attracted to the solitude of the countryside...||||
olwen46|But when that wretched ((Vela Callose)) moved in with her cohorts, you wouldn't ((believe)) the type of scoundrels we had prancing up and down our idyllic cobbled streets. ##<<She sighs.>> And now, on top of everything else, we have the ((Inquisition)) raiding the island! ||||
olwen47|So I'm sorry, but if you have dealings with those ruffians, I really can't help you. Maybe you'll have better luck with someone else around town.||||
p227|Do you know about any ((Wikkan worship)) going on?||||
olwen48|God-worship? In ((Pwyll))? Surely not. Most of the villagers who are old enough to remember actively ((relishing)) the death of their former god Aenguin, for all the horrible things he did. ||||
p228|I met your son, Lludd. ||||
olwen49|Oh! Yes, my ((darling)) boy. Was he just loitering around on the path again? I can never get that boy to pursue his ((studies)), no matter how hard I try... ||||
olwen50|<<She sighs.>> But, I shouldn't be too hard on him. There aren't any other children his age in Pwyll, and my mayoral duties keep me ((so)) busy...  ##((Oh, that reminds me - it's nearly time for my invigorating intonations...))||||
p229|About your son...||||
olwen51|Oh, so ((you're)) the vigilant stranger who saved my son? I really ((cannot)) thank you enough - I don't know what I would have done, had he... ||||
olwen52|<<She sniffs, tears in her eyes.>> I know I can be ((distracted)) sometimes, but it's only because I want Pwyll to be a perfect ((home)) for Lludd. I suppose I took it too far, considering what he tried to ((do))...||||
olwen53|Please, I want you to have the most valuable thing I possess...||||
olwen54|...these [[healing herbs]], from my garden. There really is nothing more precious than ((nature's bounty)),||||
olwen55|Oh, so you heard about his... passing? <<She sniffs, tears in her eyes.>>||||
olwen56|I just never expected he would ((do)) such a thing. Everything I've done here in Pwyll was for ((him)). To lose him like this, it's just so...||||
olwen57|<<She wipes away tears.>> I'm sorry, but I need a moment... to myself... ||||
p230|I had questions about this town.||||
olwen58|<<She sighs.>> As Pwyll's mayor I am of course ((exhaustively)) busy, but... <<She mumbles to herself.>> ...((I suppose I can postpone my meditative dance until later.))||||
p230b|What's the story of this place?||||
olwen59|Well, before the [[God War]], Pwyll worshipped a deity named Aenguin. I must admit, this was all rather before my time - but I've heard it said that he was particularly ((cruel)) - probably why the villagers committed deicide by impaling the bugger with a voidspear. ||||
olwen60|After the war, the nearby fortress fell into ruin and proved the perfect staging ground for brigands and mercenaries. Pwyll got caught up in a whole load of ((illicit)) business, culminating in the previous mayor getting imprisoned on extortion charges...||||
olwen61|You see, he pilfered a Wikkan artefact and grew six limbs, just as the inquisition were really cracking down on ((extortion)). ||||
olwen62|And that's when ((I)) happened to be passing through. The villagers of Pwyll had decided that a new mayor would be decided by a contest of horticulture. I cultivated a small garden of hymnal hydrangeas that could sing in three octaves, and ((that)) was ((that)).||||
olwen63|Oh, Pwyll has a long and compelling history. Did you know that in all of the Apostatic Union, we have won ((by far)) the most agricultural competitions for the ((quality)) of our produce? Or that, though small, our scryshroom farms can rival the orchards of Byonne in yield?||||
olwen64|<<She waves a hand.>> Oh, and there's also the drama of Pwyll's [[terrible god]] who was killed by his own worshippers - but it's all rather before my time, so you'd have to ask [[weighmaster Culwych]] about that I'm afraid.||||
olwen65|You see, I became mayor of this place somewhat by ((accident.)) I was passing through just as the villagers were electing a new mayor - for the last one had been suddenly - if not ((unexpectedly)) - imprisoned on extortion charges.||||
olwen65b|The mayoral contest was one of horticulture. I cultivated a small garden of hymnal hydrangeas that could sing in three octaves, and ((that)) was ((that)).||||
p231|So wait, you're not actually ((from)) Pwyll?||||
olwen66|Oh, not in the least. I'm from a really rather important family in Lundel, and was only travelling around the Oneiric Isles to escape the frightfully ((dreary)) star cycles we have there. ||||
olwen67|I can't say it's traditional for a village such as Pwyll to elect an outsider, but I think they've taken to the idea rather well. Only occasionally do I get a nautilob thrown through my window or a laxative spell nailed to my door. ||||
p232|Okay, I get the picture. ||||
olwen68|Was there anything else? ||||
p233|You seem quite smitten with this hallucinogenic tea. ||||
olwen69|<<She scrunches her nose.>> Pwyll's scryshroom is not merely ((hallucinogenic)); it submerges one's consciousness into the temporal current. In other words, it allows you to ((see the future)).||||
p234|If that's true, why isn't everyone drinking it?||||
olwen70|Well, our soil is arid and our harvests are poor, so we can't meet demand! There's also the matter of, ((ahem)), its variable efficacy...||||
p235|Sounds potent. ||||
olwen71|Oh, it's ((extremely)) potent! The visions are of such intensity that one can be forgiven for thinking they are ((really)) occurring. Though... it's important to interpret such visions with a pinch of caution. ||||
olwen72|You see, not ((everything)) the scryshrooms predict will come to pass. The cosmos is a web of infinite possibilities, and the future is not struck in stone. The users' hopes and fears can also ((taint)) the vision in, uh, ((rare)) cases. ||||
olwen73|They're also known to cause... <<She clears her throat, then quickly mumbles the words.>> ...((fainting, nausea, delusions of grandeur, extreme anxiety, abnormally bushy eyebrows, independently sentient limbs, and death)).||||
olwen74|But all the more reason why we must use the scryshroom ((responsibly)), yes? And they really ((are)) quite good for digestion. ||||
p236|Did you know there was a mercenary band in that old fort?||||
olwen75|Well, I wouldn't be much of a mayor if I ((didn't)) know that, would I? Under Union law, mercenaries are perfectly legal organisations. The trouble is that in peacetime they tend to lean towards more... ((illicit)) pursuits. ||||
olwen76|Being so far from the capital city of Riova, Pwyll's attracted numerous types of ruffians over the years. They never caused ((too)) much trouble; at least until Vela's [[Dark Star]] mercenaries moved in. You'd never have guessed they were once the most respected sellswords in the Union, based on their recent behaviour! ||||
olwen77|I'm sure you've noticed all that ruckus coming from the old God War fortress? The Apostatic Union has finally had enough, you see. It's about time they taught that ((Vela)) a lesson, but all those explosions are really disrupting my morning routine. ||||
p237|Do you think any Dark Stars could be hiding in Pwyll?||||
olwen78|Well, we're quite used to the odd group of Dark Stars stumbling into the town for a drink or ten. But beyond that, I really wouldn't have the slightest clue. ||||
olwen79|I know [[Nudd]] has done some jobs for them. You can usually find him in the [[local shop]] - why don't you try bothering - uh, ((asking)) him about it? ||||
p238|Thanks for the info. ||||
olwen80|<<She sighs.>> Was there anything else?||||
p239|Farewell.||||
olwen81|Goodbye. You can see yourself out, yes? ||||
p240|I found Wikkan antiques in your basement. The ((illegal)) kind.||||
olwen82|<<She frowns.>> First of all, what the fuck have you been doing in my basement? I've allowed you into my house as a ((guest)), not for you to go digging through my possessions!||||
olwen83|And as for those ((antiques)), they were simply left here by the previous mayor. I have absolutely ((nothing)) to do with them!||||
olwen84|Now if you'll excuse me, I think you should make yourself scarce. ||||
dwynn1|Ah! Welcome, welcome; pull up a stool. If yer lookin' for scryshroom, you've come to the right place. ##<<He leans on the counter and thrusts a bulging eye in your direction.>> D'ya know what scryshroom ((does)), newcomer? ||||
p300|Yes.||||
dwynn2|Then you'll have 'eard it shows you the ((future)). But, see, that puts some folk ((off)), as they're scared of what they might see. I'm here to tell 'ya it ain't ((like)) that. ||||
p301|No.||||
dwynn3|Well, where've you been stuffin' your noggin? Scryshroom shows you your ((future)), in all its brilliant glory!||||
dwynn4|There ain't no cipher spell in the Great Library of Byonne that can do what scryshroom does. It plunges y'er into the ((river)) of ((time)), so you can see the bends an' the currents rushin' towards ya. ||||
dwynn5|D'ya know how I grew this business? Not with ((luck)), my friend - oh ((no)). I used the 'umble scryshroom to ((outsmart)) my rivals, and now my company ships 'em to every corner o' the Apostatic Union.||||
dwynn6|So whad'ya say - you buyin'? ||||
p302|So wait - do these visions always come ((true))?||||
dwynn7|<<He squirms a little.>> Well now, I can't say they're ((always)) right. The future can be ((changed)), see? An' I won't be held accountable for any foolishness or failures you get yerself into after you use 'em. ||||
p303|Okay, you've convinced me - what're you selling? ||||
p304|Actually, I wanted to ask you some questions... ||||
dwynn8|<<He frowns, disappointed.>> Hmph, alright. Whad'ya want to know? ||||
dwynn9|Always good to see a returnin' customer. What can I do for ya? We got [[scryshroom tea]] brewin', an' I've a [[room to rent]] upstairs. ||||
p305|Have you heard the rumours of ((god-worshippers)) in Pwyll? ||||
dwynn10|<<He frowns.>> Now look, that's a pretty nasty accusation to be throwin' around willy nilly. What ((exactly)) are yer gettin' at, ((newcomer))? ||||
p306|Of all the people in Pwyll, ((you)) stand the most to gain from a better harvest, no?||||
dwynn11|You ((dare)) accuse me of such a thing in my ((own)) shop? Now listen 'ere you runt; I 'ad family who sacrificed themselves to that cunt of a god, just so we could be 'ere today. ||||
dwynn12|I remember bein' just a boy, and seein' my uncle - who raised me like I was his ((own)) - walk into the Sacred Shroom, never to come back. If I knew of ((anyone)) who was cavortin' with Wikkans, I'd... ((I'd...)) ||||
p307|I'm not accusing anyone; just asking a harmless question...||||
dwynn13|Damn ((right)) y'er not accusin' anyone. 'Cos I'm old enough to have lost family to that bastard god, like plenty other folk round 'ere. The thought o' bringing him back sends a chill through my bones.  ||||
dwynn14|<<He sighs heavily.>> It's true the business 'as been ((hurtin')) lately. The soil's not what it was when I was a boy, an' each year the yield gets leaner... ||||
dwynn15|But I'd sooner pack the whole thing in, an' be beggin' on the streets of Hallowshire, than subject Pwyll to that tyrant god again.||||
dwynn16|<<He lowers his voice to a hushed whisper.>> If there really (('are)) folk around 'ere praying to Aenguin - an' I'm not saying there ((are)) - they'd be doin' it under the [[cover of darkness]], I'd wager.||||
dwynn17|Only last night I saw someone [[lurkin' in the dark]] as I was packin' up. Now, if someone were to [[rest until nightfall]], they might be able to get a better look...||||
dwynn18|But that'll be all I'll say on the matter. So don't be askin' me again, y'hear?||||
p308|Did you know there are mercenaries with a ((monster)) outside town?||||
dwynn19|<<He grumbles some curses under his breath.>> I 'eard as much from one o' our regular merchants. He said summin' about a beast floatin' over the ol' fort...||||
dwynn20|It's those Rotten Onion lads again, 'aint it? Always trialin' some hairbrained scheme - all the while scarin' off my tradin' partners! ||||
p309|I'd like to peruse your services. ||||
dwynn21|That's what I like to 'ear. I've got a pot of [[scryshroom tea]] on the brew, an' we've also got a few other odds an' ends if y'er hankerin' for supplies. ##I've also a [[room to rent]] upstairs, for two coin, if you need some rest. ||||
p310|Let's see what you have for sale.||||
dwynn22|Alright, 'ere's what we got... ||||
p311|I want to rent the room. ||||
dwynn23|Thankin' ye. It's just up the stairs there. ##I'll try an' keep the ruckus down in the morning, when we're packin' up the goods.||||
dwynn23b|Aye, It's yours for two coins.||||
dwynn24|Looks like you don't have the coin, there. Come back when y'eve scraped some together. ||||
p312|Actually, never mind. ||||
dwynn25|Changed yer mind, eh? Well will there be anythin' else? ||||
p313|I have some questions for you. ||||
dwynn26|Well, if you wanna know about scryshrooms, I'm the person to ask. Been growin' an' tradin' 'em since I was ((this)) high. ||||
p314|How's the scrysrhoom trade? ||||
dwynn27|Oh, demand's never been better. This shop I run's just outta respect for the village; but really, I make my money sellin' shrooms in bulk to merchants. And there's a real penchant for the stuff. ||||
dwynn28|These days, peddlers, poets and polymaths alike are drinkin' the stuff from Lundel to Vena. In the tearooms of Byonne, ladies an' gents are seein' their futures unfurl before 'em... ||||
dwynn29|But, I'd be lyin' if I said it was ((all)) good news. The harvest's been down lately, an' each year we're growin' less of the stuff. ##<<He speaks low, suddenly sullen.>> If uncle were here, he'd know what to do...||||
dwynn30|Y'know, it's the strangest thing. The scryshroom fields 'ave suddenly started sproutin' like never before! I think Pwyll's luck might be changin'... ||||
p315|I heard Pwyll had a certain reputation for ((smuggling))...||||
dwynn31|<<He shoots you an angry glance.>> Lotta folk talk about that. Lotta folk don't know what they're ((talkin')) about.||||
dwynn32|Sure, a lot of mercenaries 'ave set up shop around these parts. And yeah, we trade with 'em. But here in Pwyll we pay our taxes jus' like ((anyone)) in the Union. That's why ol' Culwych went to Riova to learn t'be a weighmaster, an' all. ||||
dwynn33|<<His eyes narrow.>> An' if you've been snoopin' around and seen some things you don't like the look of, I'd advise you to ((keep yer trap shut)). I don't pay Nudd over there just for his looks, y'know? He ((protects)) my business interests. Hear me? ||||
p316|Is there anywhere I can buy an Apostatic Union Passport? ||||
dwynn34|Only union officials an' certified traders can dispense 'em. You'll be wantin' to talk to our [[local weighmaster, Culwych]], over at the weigh house - but he won't just hand 'em out for anyone. ||||
p317|You look like a resourceful merchant. I have ((coin)), and I'm willing to pay... ||||
dwynn35|<<He narrows his eyes.>> Careful, now. Yer suggestin' an ((illegal)) trade. That sorta talk could see us ((both)) rottin' in an inquisition cell...||||
p318|@@Don't worry, you can trust me.||||
dwynn36|%%<<He is silent a moment, staring into your eyes.>> ##...Alright. But a hint of this to anyone, an' Nudd over there will be addin' some new ((kneecaps)) to his collection.||||
dwynn37|Go to the windmill; there's a locked door leadin' to the basement. [[This key]] will get you in, an' you'll find my [[business associate]] down there. She'll sort you out...  ||||
dwynn38|Now, get outta my sight. We never (('ad)) this conversation, y'hear?||||
dwynn39|&&((Squidshit)). I 'aint trustin just anyone who walks through my doors.||||
p319|Okay, never mind. ||||
p320|Okay, thanks.||||
dwynn40|<<He nods.>> Anythin' else? ||||
p321|Farewell.||||
dwynn41|<<He nods.>> Come again now. ||||
nudd1|<<The man sips his tea and studies you intently.>> New face, eh? If you've got business here, talk to Dwynn at the counter. He's the proprietor of this business; I'm really only employed to make sure things go ((smoothly)).||||
p350|You don't seem like the rest of the villagers.||||
nudd2|<<He betrays a thin smile.>> My, you're ((perceptive)), eh? ||||
p351|And how do you make sure things go smoothly, exactly?||||
nudd3|Well, the details are of such a nature that I wouldn't feel comfortable discussing them... <<he takes a sip,>> over ((tea)).||||
nudd4|I'm a mercenary, you see. I've fought with the Byonne Serpents, the Lundel Black Guard; and even the ((Dark Stars)), for a time. ||||
nudd5|And now... <<he sips his tea,>> I protect the business interests of this fine gentleman, nothing more. So please, pay me no heed. ||||
nudd6|<<He sips his tea quietly.>> Was there something else? ||||
p352|Do you know of any... ((god-worshippers)) here? ||||
nudd7|Ah, so has old Culwych got you hunting down would-be Wikkans, then? <<He smirks.>>||||
nudd8|I really don't like to get involved in such matters. What people ascribe to - be it legal or otherwise - is no business of mine. I'm no lawman, after all. ||||
nudd9|<<He swirls his tea in its cup for a moment.>> Of course, it hardly needs stating that if I ((were)) looking for people involved in ((illicit)) deeds, I'd probably keep an eye out for what happens [[after nightfall]]. ##But that would just be stating the obvious.||||
p353|Some mercenaries are threatening Pwyll with a giant nautilob.||||
nudd10|<<He lets out a single, chuckle.>> You mean that bunch of idiots down in the ruins? Don't make me ((laugh)).||||
nudd11|Firstly, they're hardly fit to call themselves mercenaries. The mayor hired them to clear out monsters from the forest - a trifling task - and the show they put on was more fitting of a comedy troupe than professional sellswords. ||||
nudd12|And secondly, there's [[no such thing as a giant nautilob]]. At least, I've sailed far and wide in my time, and never even heard of one larger than a silkslug. So the idea that those buffoons managed to ((capture)) one is preposterous. ||||
nudd13|I'm guessing the mayor has asked you to look into the matter, hmm? Well, if I were you, I'd make use of [[your wits]] before drawing your sword. I sense there's some trickery at play, here.||||
p354|Is that scryshroom tea you're drinking?||||
nudd14|<<He is quiet a moment, and merely takes a sip.>> ##Indeed.||||
nudd15|Tell me, did ol' Dwynn over there give you his speech about how he ((outsmarted)) his business rivals by drinking the stuff?||||
p355|null||||
nudd16|null||||
nudd17|null||||
p356|Yes.||||
nudd18|<<He smirks.>> I thought as much. ||||
p357|No.||||
nudd19|<<He smirks.>> Well I'm sorry for ((spoiling)) the tale for you. ||||
nudd20|The funny thing is, he doesn't touch the stuff. It's more of a... sales tactic, you might say. Whenever he ((does)) drink scryshroom tea, he tends to get rather emotional and... <<He grins.>> ...empties his bowels prematurely. ||||
nudd21|You see, scryshroom may be a popular drug - but that's ((all)) it is to most people. A party trick or a quick high. The truth is, most can't ((see the future)) from drinking it. The shroom has such a potent psychedelic effect any premonitions are lost within the fantasy.||||
nudd22|But the premonitions ((are)) there. You just need a low dosage and a certain... discerning eye. That's why, if you were to - ((say)), reach for your blade right now - I'd have my ((knife at your throat)) before you knew it. ||||
nudd23|<<He smiles warmly.>> Now, was there anything else? ||||
p358|Tell me about your time as a mercenary. ||||
nudd24|<<Nudd tilts his head back and drums his fingers on his cup.>> Well, in my youth I toured with various mercenary companies in the Apostatic Union heartland; there's a tale or two there. ##I ended up with the Dark Stars here in Pwyll; a name I'm ((sure)) you've heard of.||||
nudd25|But lately I've been freelancing in these [[Oneiric Isles]]; taking on all sorts of jobs before settling in with Dwynn, here. Of all the realms I've been to, these isles host some of the strangest. ||||
p359|I'm looking for some former Dark Star mercenaries. ||||
nudd26|Well, as I told you, I used to sail with those lot - up until the [[mutiny]] that saw many of us take umbrage with Vela's unchecked ambition. ||||
nudd27|<<He narrows his eyes.>> Oh, is that ((so?)) ##Well, your motives better be pretty ((fucking)) congenial, 'cos it's no secret that I'm a former Dark Star merc myself.||||
nudd28|Of course, I haven't sailed with them in ((years.)) I left after the [[mutiny]], once it became clear that Vela's ambitions - once so ((intoxicating)) - were likely to get us all ((killed)). ||||
nudd29|<<He clears his throat.>> Well, ((out)) with it, then. Exactly ((who)) are you looking for? ||||
p360|I'm hunting Vela Callose.||||
p361|Tell me about Vela Callose.||||
nudd30|<<He chuckles heartily.>> Ah, now ((that's)) a good one. You're just gonna stride up to the boss lady herself and claim that Union bounty, are you? ||||
nudd31|Now, don't get me wrong. I never really ((knew)) the woman - I was too low rank to be clinking my tankard with her. But I've been privy to some of her deeds, and, well...||||
nudd32|...let's just say you don't ((ever)) want to cross swords with ((Vela Callose)).||||
nudd33|As for where she's gone, I haven't the slightest idea - and I wouldn't tell you if I ((did)). ##That woman has plans in motion that I couldn't begin to comprehend, and I won't be found complicit in trying to ((thwart)) her efforts, for the sake of my own neck. ||||
p362|I'm meeting with Jack Basalt.||||
p363|I want to know about Jack Basalt.||||
nudd34|Ah, good ol' Jack? <<He smirks.>> In the Union they still call him ((shame of the Navy)), after he abandoned his rank and station to join Vela's ((merry)) band.||||
nudd35|In battle the man was a ((demon)) - when his voice bellowed across the deck of a skyship, sword raised high, you made sure to ((heed)) it...||||
nudd36|But below decks, he always found time to share a drink with those under his command. Learning their names, their troubles - not ((every)) merc captain does that. ||||
nudd37|Of course, I don't know if that was thanks to a kind heart, or his weakness for the ((strong stuff)). Let me guess... you're meeting in a pub, right? ##<<He grins.>>||||
p364|I'm looking for The Emberian.||||
p365|I'd like to hear about The Emberian.||||
nudd38|Ah, I served under her on the [[Black Goblin]]. I think her real name was [[Orlaith]], but we just called her ((captain.))||||
nudd39|She was always wearing that ancient [[Emberian Armour]], and was fascinated by anything of its like. We'd often stop off at some old rusty ruin so she could have a peek around. ##Some of the lads even got it in their heads that she really ((was)) an Emberian, somehow still alive after hundreds of years.||||
nudd40|I heard she was in [[Hallowshire]] somewhere, still scouring the countryside for rust-riddled relics. She was always a mysterious sort, so I doubt she'll be staying at a public house - but you'll probably want to ask the locals in [[Hallow Town]] if they've seen her. ||||
p366|I need to find The Duchess.||||
p367|What do you know about The Duchess?||||
nudd41|Ah, that [[Endless]] woman? I had few dealings with her, to be honest. She was ancient royalty ((and)) a cipher wizard - which made her ((doubly)) pretentious in my book. ||||
nudd42|I heard she had some sort of [[ancestral home]] in the [[Endless Realm.]] I've only been to those islands once or twice, so you'll have to ask around in the city of [[Sepulchre]] if you want to know more.||||
p368|Do you know of Caxton Frost? ||||
nudd43|Oh, that eccentric fellow? Handsome and ((clearly)) a genius? He was part of Vela's inner circle, so I only spoke to him once - and that night was kind of a ((blur)). ||||
nudd44|We were in the Wobbly Noggin and he rambled for hours about his theories on Emberian engineering. By the end of the night he was singing me songs from his native Kardova - that is, what the [[Clockwork Kingdom]] used to be called.||||
nudd45|I haven't heard a word about him since the mutiny. If he didn't die in the battle, maybe he returned to the [[Clockwork Kingdom]] - but that place is locked down, as of late.||||
nudd46|I did a job smuggling bottled visions from there a few star cycles back. Used a chap named [[Mikhail]] to ferry me across, but it was a fucking dangerous job - I wouldn't recommend it without good reason. ||||
p369|That's all I wanted to know. ||||
p370|That's enough about Dark Stars. ||||
nudd47|<<He holds his tea by his chest and says nothing.>>||||
p371|I'll be going, then.||||
nudd48|<<He smiles politely, but says nothing.>> ||||
nudd50|Good. And let me be plain - you didn't hear any of this from ((me)), are we clear?||||
onion1|Stop right there! This is the esteemed mercenary company headquarters of the [[Rotten Onions]]. None may pass without authorisation from our captain, [[John Birdbark]].||||
p400|What kind of name is the ((Rotten Onions?))||||
onion2|It's a ((very fine name)), I'll have you know! Birdbark is an esteemed scholar and battle-wizard, as well as our captain. It's ((his)) reasonin' that it's a name designed to strike ((fear)) in our enemies.||||
p401|And how does ((that)) work?||||
onion3|Well... it's seni... um, semiobtic... ((semiotics)), see? Like words an' their meaning an' stuff?||||
p402|Yes, but why do onions strike fear into the hearts of your enemies?||||
onion4|<<The guard tilts his head and scratches his jaw.>> Well, people don't ((like)) onions, see? They makes you cry. And rotten ones are even ((worse)).||||
p403|Never mind, I give up.||||
onion5|<<The guard nods, evidently satisfied.>>||||
p404|Right. Yes. ((Sure)).||||
onion6|<<The guard nods, evidently satisfied.>>||||
p405|It's a stupid name.||||
onion7|<<The guard looks visibly hurt.>> W-w-well you don't ((have)) to think it's clever. We'll just stab you all the same.||||
p406|What's with that giant monster?||||
onion8|Oh, it's a [[giant nautilob]]. Pretty ((scary)) huh? <<He leans close and chuckles, but you don't quite get the joke.>>||||
onion9|Y'see, the [[mayor of Pwyll]] hired us to do a job, but she's refusin' to pay up. So we're gonna sack the place unless she hands over the coin.||||
p407|I found that ledger you wanted.||||
onion10|Really? Hand it over! ##<<He rifles through the pages of the ledger.>> Yeah, this looks about right. Oh boy, is the captain gonna be pleased with this!||||
onion11|Well, I guess you can walk on through, then. I'll shout to the boys an' let 'em know you're alright.  ||||
p408|I want to get inside your headquarters.||||
onion12|Well, you can't. <<He scratches his jaw.>> Unless... you get us the [[mayor's ledger]].||||
p409|What's this about a ledger?||||
