|||||
ID|English|French|German|Spanish|Italian
EmbCamp27|<<She laughs.>> I could not defeat her with a galleon of hardened mercenaries. What makes you think I would try again now? With naught but ((you?))||||
p266|If you care for her, you have to find her. ||||
EmbCamp28|((Do)) I? And what would you know of the matter? I sailed with Vela for years, while I've known you mere moments; what could you possibly know of our camaraderie?||||
p267|You're just running away.||||
EmbCamp29|<<She is silent a moment.>> Is there shame in running, when you have naught else to do but lick your wounds? ||||
EmbCamp30|No, that chapter of my life is over. I will not chase that woman's dream any more, not to help nor hinder. I have a pilgrimage of my own to tread; my ((own)) answers to find.||||
EmbCamp31|If you've come to seek help in finding Vela, my answer is still no. I have a pilgrimage of my own to tread; my ((own)) answers to find.||||
p268|Maybe I can help you.||||
EmbCamp32|Hah! And what makes you think I'd need your help? I can handle myself just fine. ||||
p269|Will you at least answer my questions?||||
EmbCamp33|I'll hear them. I can't promise to give them an answer. ||||
p270|What are you looking for?||||
EmbCamp34|<<She chuckles to herself.>> For a long time, I've had the strangest dreams. Of impossible cities that no mason could build, which twinkle with a thousand tiny stars...||||
EmbCamp35|I want to know if my dreams are ((real.))||||
p271|I don't understand. ||||
EmbCamp36|<<She smirks.>> You wouldn't.||||
p272|And where would you find your answer?||||
EmbCamp37|There's another Emberian ruin here, in the Oneiric Isles - even bigger than this one. But without the right key, it's sealed shut.||||
p273|@@And... where would you get such a key?||||
EmbCamp38a|%%This type of key is rare - I paid a good sum of money for mine at that shop with the [[crystal spire,]] in Hallow Town.||||
EmbCamp38b|But if you're thinkin' of following in my tracks, I'd think twice. That old Emberian ruin up by [[Rustford]] is likely full of perils. You'd only get yourself killed. ||||
EmbCamp38c|&&I'm not falling for that. If you plan on following in my tracks, you'll only get yourself killed. ||||
p274|Never mind, I had other questions...||||
EmbCamp39|<<She grunts.>> So be it. ||||
p275|Is it true you're a real Emberian?||||
EmbCamp40|<<She flashes a cynical smile.>> ##If you're asking if I'm a four hundred year old immortal who's been lugging my sword around the skyrealms, I'll have to disappoint you.||||
EmbCamp41|But there is some truth to those rumours. I know my way around those old Emberian ruins; some even feel like ((home.))||||
EmbCamp42|And yes, this ((is)) authentic Emberian armour, pneumatics intact. This suit stopped a direct cannonball in the siege of Molavia... even if I ((did)) shit blood for a week.||||
p276|I've met with Basalt. He's helping me find Vela.||||
EmbCamp43|The old sea dog's still going, eh? I half thought he'd drowned himself with mushroom grog. ||||
EmbCamp44|To tell the truth, I always respected the man. He was with us from the beginning, and I don't think the Dark Stars would have got far without him. ||||
p277|Okay, that's all. ||||
EmbCamp45|<<She nods.>>||||
p278|Okay, I'll leave you be... for now. ||||
EmbCamp46|<<She smirks.>> Something makes me think you won't give up easily - but I won't be staying here long.||||
EmbCamp47|And for your own sake, don't bother following me. The place I'm headed isn't for the faint of heart, and if you try and track me down, I'd only have another foolish death on my conscience.||||
EmbCamp48|Besides, without one of ((these...)) <<She holds up an ancient Emberian key>> ...you won't be getting very far.||||
EmbCamp49|So, sod off and leave me in peace. ||||
EmbBattle1|<<The Emberian breathes heavily, leaning on her sword.>>||||
EmbBattle2|I could tell you were a persistent one. Though I have to admit, I didn't think you'd make it in here. ||||
EmbBattle3|Still, you're lucky I got here first. These synthetics would have torn you limb from limb. <<She grins.>>||||
p291|I came to help you. ||||
EmbBattle4|<<She chuckles.>> I don't need your help, and I know you're only after mine. So, the answer's still ((no.))||||
p292|I won't give up until you help me.||||
EmbBattle5|Hah! Then your persistence will be the death of you. ||||
p293|What a surprise! This is ((pure)) coincidence. ||||
EmbBattle6|Oh, I'm ((sure.)) This place has been sealed up for hundreds of years, and suddenly two keyholders open it up at the ((same time?))||||
EmbBattle7|Now, stay out of my way. Behind that door are the answers I seek - I've just got to catch my breath... ||||
EmbVats1|<<The Emberian kneels, head bowed, sagging beneath the weight of her armour. Her body convulses. After a moment, you realise she's quietly sobbing.>>||||
EmbVats2|<<Hearing you approach, she falls silent.>>||||
p301|What is this place?||||
EmbVats3|<<She looks around her, at the glass coffins and the bodies within.>> ##A good question. I've... searched for the answer... all my life. ||||
p302|Is that... a corpse?||||
EmbVats4|<<She sighs.>> It is. Whether they were once ((alive)), breathing the same air as us, I cannot say. ||||
p303|Uh, are you okay? ||||
EmbVats5|<<You catch a faint smile.>> Not really. ||||
EmbVats6|You know... she ((found)) me in one of these places. In one of those... coffins.||||
EmbVats7|It was Vela. She was eight years old.##When she pulled me out of that machine, coughing up ancient fluids, I couldn't have been much older.||||
EmbVats7b|Nothing to explain who I was. How I got there. Just an inscription on the vat which read 'Orlaith'; so that's what they called me.||||
EmbVats8|And so I was born into this world. I was lucky - Vela's father took me in, and schooled me like his daughter. But I never found anyone who could explain my strange birth. I never found anyone... like ((me.))||||
EmbVats9|I thought this place might be different from the others - I thought it might ((explain)) something. But it's just another dead end. ||||
p304|You were born from one of... ((those)) things?||||
p305|So you really ((are)) an Emberian. ||||
EmbVats10|Who can say? ##Perhaps, before the World Rend, I was raised by a loving family who thought I'd be safe here. Or maybe I'm just a child of machines and magic?||||
p306|You didn't remember anything... from ((before))? ||||
EmbVats11|I have ((dreams)) of long-lost places, but no recollection of a... family. Maybe I had one, once? Or maybe I was... ((made)), not born. ||||
EmbVats12|I'll never know for sure; I understand that now. But though none of these rusted tombs have given me answers, each one has fuelled my ((anger)).||||
EmbVats13|The Emberians threaded their needle through the world, altering its tapestry to their whims. And for what? The more I learn, the more I see their greed, their self interest - their lust for ((power)). ||||
EmbVats14|And in the end, it destroyed them. It destroyed ((our world.)) Scholars can debate over scant evidence for an age, but who doesn't feel the truth in their guts? Four hundred years ago, the Emberians caused the [[World Rend]] with their feckless ambition. ||||
EmbVats15|((That)) is their legacy, and I feel the weight of their sins. ||||
p307|But how could ((you)) change that? ||||
EmbVats16|What can anyone do about ages past, but try to banish their lingering phantoms?||||
EmbVats17|For the Emberian age haunts us still. The Apostatic Union, the Inquisition, the Clockwork Kingdom... they all seek to harness that ancient evil. ##We can't repeat those mistakes. I thought Vela ((understood)) that...||||
p308|So, Vela betrayed your beliefs.||||
p309|So, you turned on your own crewmates. ||||
p310|The Emberians are long gone; their guilt is not yours to bear. ||||
EmbVats18|You are right. It should not be ((my)) guilt alone; it should burden us ((all)). For we can see, plainly as by starlight, the injustice that was wrought upon the world. When such putrid histories repeat, do we not have a ((duty)) to act? ||||
EmbVats19|All of this I said to Vela, time and time again. ||||
p311|So ((this)) is why you turned on Vela. ||||
EmbVats20|You're right.||||
EmbVats21|<<She sighs.>> At first, I thought Vela would simply ((listen)) to me. We had often plundered harmless Emberian relics, while leaving that which seemed unstable or dangerous. Why should this be any different? ||||
EmbVats22|But the map we found, and the artefact it promised - they rekindled something in her. A passion, an ((ambition)) that could not be quelled. She was determined to change the world, even if it meant ((dooming)) it. ||||
EmbVats23|<<She unfurls her hands, staring at them.>> So what options did I have left, other than my sword? I spilled the blood of my friends. My ((family.)) ||||
EmbVats24|And still, I failed. ||||
p312|You've not failed, not yet. Together we'll finish what you started.  ||||
EmbVats25|<<She sighs. For a moment she is still.>>||||
EmbVats26|<<But then she looks at you, a fire in her eyes. >> You're right.||||
EmbVats27|For too long I've clung to the past. Felt like I ((owed)) Vela something. But this is bigger than the two of us. Bigger than ((anything)) else...||||
EmbVats28|If I have to kill my sister to save the world, so be it. ||||
EmbVats29|Just promise me one thing: ##If, against the odds, we manage to fight our way to Vela - leave her to ((me)), okay?||||
p313|Perhaps we can stop Vela without more bloodshed.||||
EmbVats30|So what, you want to sail over to the most notorious cutthroat in the skyrealms and ((ask her nicely?))||||
EmbVats31|<<She chuckles.>> I like it.||||
EmbVats32|I've survived more foolish plans - and I'm done sifting through rusty tombs, anyway.||||
EmbVats33|Maybe... maybe if we really ((can)) stop her, this won't all have been for nothing.||||
p314|Vela is trying to ((save)) the world. Let's help her, together. ||||
EmbVats34|<<She looks at you with determination, fists clenched.>> ##No. I ((won't)) help her...||||
EmbVats35|<<She inhales.>> ...but I'm done running. ||||
EmbVats36|It seems we're in a predicament. I'm the only other person in the skyrealms who saw the map she's following. I ((know)) where she's gone, but I can't get there on my own. Not without the right ship, and a pilot..||||
EmbVats37|So perhaps we can help each other, for now. I'll tag along with your little expedition, until we find her. But after that? Well, I guess we'll have to see...||||
p315|It's settled, then.||||
EmbVats38|<<She nods.>> I'll help you. ##I'm the only other person in the skyrealms who saw the map Vela's following, so I know where to find her. But we'll need others.||||
EmbVats39|Oh, and... ## ...thank you. ||||
EmbVats40|I heard you captured Vela's old fortress, the [[Blinding Light]]. I'll make my way there.||||
EmbFort1|Ah, the [[Blinding Light.]] You know, I thought I'd never see this place again.||||
p351|How are you settling in? ||||
EmbFort2|Makes my skin crawl, seeing Inquisition agents scurrying around. Keep thinking they're gonna grab me an' throw me in a cell...||||
EmbFort3|But if siding with this lot is the only way to get to Vela, I suppose I'll have to get used to it. ||||
p352|I wanted to ask you something.||||
EmbFort4|I'll oblige. ||||
p353|About the task at hand...||||
EmbFort5|I hear you're gathering a bunch of former Dark Stars, right? Well, I'll help you best I can.||||
EmbFort6|First of all, you'd better find Vela's old quartermaster; Jack Basalt. If he's in town, he'll surely be in the [[Wobbly Noggin]] pub. He always ((did)) have a weakness for the strong stuff, after all. ||||
EmbFort7|If you're looking for the Duchess, she'll probably be back at her family manor in the [[Endless Realm.]] Can't say for sure where it is, though.||||
EmbFort8|Now, Caxton Frost - he always struck me as a little odd. Though, I suppose the feeling was probably mutual. Maybe he returned to the [[Clockwork Kingdom?]]||||
p354|About your past...||||
EmbFort9|<<She says nothing.>>||||
p355|So you were really found in an Emberian vat?||||
EmbFort10|That's what I said, didn't I? ##Vela found me in a vat of liquid in some Emberian ruin, back when we were children.||||
EmbFort11|There was no clue who I was, or how long I'd been there; save for a metal plaque that read 'Orlaith'. So, that's what they called me.||||
EmbFort12|I awoke with a head full of knowledge: how to speak Old Emberian, how to ((fight)), how to use ancient, useless machines... ##But I didn't have any ((memories)) of my own. Just faded dreams of sparkling cities.||||
EmbFort13|Vela's father was furious with her, of course - for sneaking off into ruins by herself. He threw Vela in the brig along with me. <<She smiles.>> Not that Vela cared. She was so excited. Her very own ((Emberian)) friend...||||
p356|You said Vela was like a sister to you. ||||
EmbFort14|After she found me, Vela eventually convinced her father to... ((adopt)) me. Of course, he had me stay with the servants - but it was better than being pawned off to the Erudite Academy as some ((curiosity)).||||
EmbFort15|And he gave me an education, just like his daughter. When we weren't studying, we played all over the manor. It was ((huge)) - but back then, I thought ((everyone)) in the skyrealms lived like kings. ||||
EmbFort16|Vela's father was an admiral in the Apostatic Union navy, y'see. And when we were ready, he had Vela groomed for command. We served on the same navy ship with Captain Basalt - though ((my)) hammock swung with the deckhands. ##<<She sighs.>> That's when I saw the skyrealms for what they truly were.||||
EmbFort17|And then... there was the ((Dyshaan massacre)). That was the day... that Isabet died. ||||
EmbFort18|Something snapped in Vela, that day. She could no longer trust the Union - or her father. So she resolved to ((leave)). We stowed away, as deserters - but at the last moment Captain Basalt himself caught us.||||
EmbFort19|I thought we were done for - that we'd be thrown in some dungeon to rot. ##But Basalt? I think he was as shaken as us. He took the rudder without a word, and we all left together. I suppose the Dark Stars were born that day. ||||
p357|Tell me of your time as a Dark Star merc. ||||
EmbFort20|Y'know, a few years back - if you'd caught us in a tavern, with bellies full of grog, we'd have sung you songs that would've made you laugh. And cry. And regurgitate your supper. ||||
EmbFort21|But... I 'aint got the heart to sing 'em now. ||||
EmbFort22|I've been sailing with Vela for years. Me, Vela and Basalt - in the beginning it was just ((us)), but by the end I couldn't keep count of our number. ||||
EmbFort23|Vela always had a way with people, y'know? There was this glint in her eye. She'd give you this thin smile, and stare right at you. Like she really ((knew)) you. And she'd tell you exactly - ((exactly)) what you needed to hear.||||
EmbFort24|<<She smiles to herself.>> She had the whole company believing they were gonna change the skyrealms. Make a ((difference)) - or at least, get filthy rich tryin'. ||||
EmbFort25|But sometimes I wonder if she even believed it herself. Most couldn't see it, but I could tell she was hurting. When we heard of the Cradle, she latched onto it like... like it could fix that ((broken)) thing inside her. ||||
EmbFort26|I just hope I did the right thing, in trying to stop her. 'Cos gods know, I still... I still think of the people we lost in that mutiny. ||||
p358|Okay, that's all I wanted to know.||||
EmbFort27|Alright.||||
p359|That sure is a big suit of armour. ||||
EmbFort28|Hah, this old thing? ##<<She raises an arm. As the armour plates clink and shift, you notice intricate mechanisms moving beneath.>>||||
EmbFort29|Yeah, they don't make 'em like this anymore. The Emberians would inscribe their metal with cipher, too intricate to see with the naked eye; but it makes the stuff stronger than it has any right to be.||||
EmbFort30|In the early days, we'd raid Emberian ruins - often just Vela and me. A lot of 'em were already cleared out by raiders, or so you'd ((think)), but... I somehow ((knew)) there were things still hidden. A lever there, a switch here, a few taps on a keypad... ||||
EmbFort31|Folk often wondered how we'd scored such big hauls. Used to say we were lucky, or using forbidden Wikkan charms, or something. ##<<She shrugs.>> Suppose there's ((some)) good things about being born from a tube.||||
p360|Actually, never mind. ||||
EmbFort32|Not a problem.||||
EnGate1|<<The Endless is cleaning a handful of teeth with a dirty rag.>> ##((Howth ith goin')), bweather?||||
p371|Uh, excuse me?||||
p372|What are you doing with those teeth?||||
EnGate2|<<The man picks up the teeth, one-by-one, and slots them into his gums with a squelch.>> ##Ah, sorry breather - I was cleanin' my teeth. ||||
EnGate3|<<He smiles at you. Despite his efforts, his teeth don't look very clean.>>||||
EnGate4|Not often we get one o' your kind snooping around [[Cadaver Keep.]] What can I do ye for?||||
p373|What is this place?||||
EnGate5|Why, this is the stronghold of the [[Cadavers]], breather! ##Y'see, years ago - when the [[Cadaver Crusades]] were in full swing - we used this fortress to launch our assaults on the living. ||||
EnGate6|Our knights would haul in wagons of mortals - squirming and writhing together in their own filth. In those days, we'd have banquets of flesh every night - our goblets running with warm blood!||||
EnGate7|<<He smiles at you, seemingly unaware that this might make you uncomfortable.>>||||
p374|But... you don't eat mortals ((anymore))... right?||||
EnGate8|Oh of ((course)) not, breather. By decree of the Queen, we eat only the mindless meat from Penitent Thaw's [[Flesh Farms.]]||||
EnGate9|Now - if you hear an Endless boastin' about how he's been eatin' the ((thinkin' stuff)) - they didn't get it from ((us)), y'hear? No siree - we've nothin' to do with them black market shenanigans... ||||
p375|Where does that black market meat come from?||||
EnGate10|The thinkin' stuff? Now, not that ((I'd)) know, breather - but if I were to take a ((wild guess)) - I'd say you could get livin' flesh from all sortsa places these days.||||
EnGate11|A ((smart)) Endless would broker deals with all sorts of unscrupulous mortal types. Trade with smugglers an' ruffians for corpses - or with morticians who have a... ((surplus)) of clients.||||
EnGate12|Of course, what with the Queen 'avin outlawed all such flesh trade - Flesh Farms notwithstandin' - I wouldn't really know anythin' about any of this. ((Naturally.))||||
p376|Let me ask you something else.||||
EnGate13|Sure thing, breather. ||||
p377|Can you lower the drawbridge for me?||||
EnGate14|The drawbridge is already down, breather. ||||
EnGate15|<<He shifts, suddenly nervous.>> Ah, and why'd ye be lookin' to go ((in there)), breather? Nothing for mortals behind that drawbridge, I assure you!||||
p378|@@You think just because I'm mortal, I can't share your... interests?||||
EnGate16|%% <<The Endless eyes you up and down.>> Hmph, well I'll be. A mortal with... ((deviant)) tastes. Now I've seen it all...||||
EnGate17|Very well - we've no reason to turn away y'er coin. I'll call for 'em to lower the bridge.||||
EnGate18|&& Sorry, breather, I jes' can't go letting in mortals like yerself into the Keep. Would go against all sort'a traditions.||||
p379|Okay, I'll take your word for it. ||||
EnGate19|That's smart, breather. ||||
p380|I'll leave you to your... business. ||||
EnDung1|<<The brutish endless blinks at you.>> ##Stop right there. I'm not allowed to let anyone down into [[meat processing.]] An' I'm not allowed to tell anyone it's called [[meat processing]].||||
p381|Uh... you're doing a real good job there. ||||
EnDung2|<<The endless grins, shamelessly.>>||||
p382|I'd like to enter the door, please.||||
EnDung3|<<The brute shakes his head.>> Nu-uh. Only [[meat]] is allowed down there. ||||
p383|@@I ((am)) the meat. Look at me! Nice an' fleshy...||||
EnDung4|%% Never met such ((friendly)) meat before. But okay then, you can go down. ||||
EnDung5|&& <<The brute squints at you.>> If you're ((meat)), why are you talkin' and smilin'? Nu-uh, this don't seem right. ||||
p384|I'm going down whether you like it or not. ||||
EnDung6|<<The brute draws his sword.>>||||
p385|I'll leave you to it. ||||
EnDung7|You can go down, then. ||||
EnGroundkp1|<<The Endless sweeps the ground with his rake, though he just seems to be moving around the dirt.>>||||
EnGroundkp2|<<As you approach, he looks startled.>> Ah, breather, didn't notice you there. Not often I see yer kind around.||||
p391|Who are you?||||
EnGroundkp3|Who am I? Well, that's a good question. I've been wonderin' myself, lately. I seem to 'ave forgotten my name a few decades back...||||
EnGroundkp4|Was it Yhem? Or Gluppus, perhaps? Ah, it's all a jumble...||||
EnGroundkp5|Anyways, I'm the groundskeeper for the [[Duchess]]. At least, I ((think)) I am. Not seen the girl for a good century or so, an' I'm starting to wonder if I made the whole thing up...||||
p392|What is this place?||||
EnGroundkp6|Time ago, before we lot called ourselves Endless, these islands were known as [[Verdant.]] Our houses were made from beautiful wood - not those huge stone tombs you see today.||||
EnGroundkp7|This part o' the island is the only place left where you can see a remnant of how things used to be. The rest of it has all rotted away.||||
EnGroundkp8|It's also where the [[Duchess]] lives, but she never leaves her manor. ||||
p393|Can I visit the Duchess?||||
EnGroundkp9|You can sure ((try.)) Her [[family manor]] is over yonder, but it's mostly just a ruin, now - and she's hidden the entrance with a spell. You'll have to figure out how to get across, somehow... ||||
EnGroundkp10|She's also enchanted a bunch of [[skeletons]] to patrol the place, so watch yer step. They can't really ((think)) - it's just a spell holding 'em together - so they won't hesitate to swipe at ya. ||||
p394|Thanks. I'll be going.||||
Duchess1|<<Hanging in the gloom, the Endless woman is engrossed in ritual. She hisses violent, unfamiliar words while her hands trace sparks of light through the air, illuminating the books and the dust around her.>>||||
p401|Uh, hello?||||
p402|((Bow politely.))||||
p403|((Take your leave.))||||
Duchess2|<<The woman seems oblivious to your presence, her face inscrutable behind her mask. She continues to mutter esoteric phrases while sculpting glyphs of light.>>||||
p404|What are you doing?||||
p405|You're, uh... clearly busy, but...||||
Duchess3|<<She screams, her voice seething with a wave of magical energy that sends the books crashing to the floor.>>||||
Duchess4|Do you know how ((difficult)) it is to weave parallel cipher syntax while some ((idiot)) is talking in your ear?||||
Duchess5|<<She groans in frustration.>> ##I'm sorry. I'm in the middle of a... [[family crisis]], and you caught me trying to conjugate a pair of superlatives. Sometimes I just ((hate)) cipher semiotics. ||||
Duchess6|Well, I suppose if you bypassed my security measures, you must have come here for a ((reason.)) <<She studies you a moment.>> ##You're not a Cadaver assassin, are you? Sent by that infernal Rhydder to try and lop off my head, or somesuch?||||
p406|No, I'm not an assassin. ||||
Duchess7|<<She studies you a moment.>> Well, that's exactly what an assassin would say. I have to be ((sure...))||||
p407|<Lie> Yes, I'm an assassin. ||||
Duchess8|<<She studies you a moment.>> A ((mortal)) Cadaver? I've seen stranger things... ##But, I have to be sure.||||
p408|Uh... what's a Cadaver?||||
Duchess9|<<She studies you a moment.>> Well, your ignorance ((seems)) convincing... ##But, I have to be sure. ||||
Duchess10|I'm just going to have a poke around in your mind. You may feel some... ((tingling)) in your brain, but don't worry - this rarely leads to ((permanent)) damage.||||
p409|Wait, don't you da--||||
p410|Did you say ((perma))--||||
Duchess11|<<A pain slices through your head, followed by a plethora of discomforting feelings. Your senses are jumbled; you hear smells, taste sights, breathe sounds. Everything warps, and you feel nauseous. >>||||
Duchess12|<<But then, you find yourself under the sharp light of your home star. Your hand grips a bloodied branch. A child cowers before you, weeping in the mud.>>||||
Duchess13|<<Yes, you remember - this was the first real fight you ever won, when you were six years young...>>||||
Duchess14|<<Her voice cuts through your dream.>> ##So, you were always the ((violent)) sort, eh mortal? ||||
Duchess15|<<But then, you find yourself back in your family home; the warm light of your neuron star filtering through tall windows, making the ornaments glint. You sit, playing with toys, as your nanny smiles.>>||||
Duchess16|<<Yes, you remember - the comfort of home, before you knew of the world's terrors...>> ||||
Duchess17|<<Her voice cuts through your dream.>> ##Ah, mortal - you were born a noble? I understand that gilded cage all too well.||||
Duchess18|<<But then, you find yourself cowering in the filth of an alleyway, small and frightened. A man leers over you, raising his sword. You have but a moment to clasp the shard of broken glass and lunge at his belly...>>||||
Duchess19|<<Yes, you remember - you were six years young. Just another worthless urchin in the city sprawl. The things you did to survive... >> ||||
Duchess20|<<Her voice cuts through your dream.>> ##You've had a tough life, mortal. I'm... sorry.||||
Duchess21|<<But then, you find yourself hunched over a huge book in the candlelight, praying that your master won't find you with this forbidden tome. You run your hand over the ink, and utter a few words. Your throat crackles with magical energy, and you are suddenly very afraid...>>||||
Duchess22|<<Yes, you remember - you were six years young. A child-scholar, taking your first tentative steps into the arcane.>>||||
Duchess23|<<Her voice cuts through your dream.>> ##A youth of study, mortal? We are kindred spirits, you and I.||||
Duchess24|But this isn't enough. I need ((more)).||||
Duchess25|<<Another wave of nausea. Reality churns around you, until you wake in an Inquisition prison cell; the smell of rust and shit filling your nostrils.>>||||
Duchess26|So that's it, eh? You're with those Inquisition bastards. But you're not a player; just some pawn in their scheming, blackmailed with the threat of oblivion. How ((pitiful.))||||
Duchess27|<<Once more you're submerged in memory. You see Vela's ship drifting away from you; and with it, your only hope of salvation.>>||||
Duchess28|Ah, so it's ((Vela)) you're after. I sailed with her for ten years - even called myself a Dark Star. But I assume you knew that?||||
p411|((Cough.)) Basalt... sent me. ||||
Duchess29|Ah, so that old seaslug's still with us? I must admit, I always thought the drink would kill him. ##But to hear he's working with the ((Inquisition,)) after all we've been through...?||||
p412|((Cough.)) I had... a hunch.||||
p413|((Cough.)) I had... no idea. ||||
Duchess30|Well, this only deepens my suspicions. ##So tell me, do you ((kill)) for your masters? Do you take the lives of others, to preserve your own?||||
p414|I'll kill anyone... who stands in my way.||||
Duchess31|Oh, of ((course.)) I'm sure you're extremely tough, and I should cower in fear, and all the rest. But let's see the truth, shall we? ||||
p415|Only in self defence... do I draw my sword.||||
Duchess32|Oh, how noble! How valiant! I'm ((humbled)) by your chivalry, etcetera. But let's see the truth, shall we?||||
p416|I avoid conflict... wherever I can.||||
Duchess33|So you're either a pacifist, a coward - or a liar. Let's see the truth, shall we?||||
Duchess34|<<Your mind reels once more. You see the men and monsters who've stood in your way; and how you've slipped past, sword sheathed, every single time.>>||||
Duchess35|Hm, so you spoke the truth, mortal? You really ((haven't)) taken a single life. I must admit, I'm impressed. ||||
Duchess36|Hah, so you lied! You're not a killer at all. In fact you haven't taken a ((single)) life. I must admit, to come all this way? I'm impressed. ||||
Duchess37|<<Your mind reels once more. You see the men and monsters who've stood in your way; and how you've slipped past, wherever possible. ##The few times when your hand has been forced, you remember the feeling of your blade sinking into flesh; and those final, agonising death cries...>>||||
Duchess38|Hm, so you're the honest sort, mortal. The lives you've taken have been few; you seem to only draw your blade when strictly necessary. I must admit, I respect you for that.||||
Duchess39|Aha, so you're not as bloodthirsty as you make out! It's just an ((act.)) You've taken very few lives. ##I must admit, I respect you for that. ||||
Duchess40|<<Your mind reels once more. You see the men and monsters who've stood in your way; and how you've clashed swords, evaded their blows; buried your steel into their flesh. You've tasted blood more times than you care to remember, your hands forever stained.>>||||
Duchess41|You lied, mortal. You're a ((killer)) through and through. The blood you've spilled seeps through these isles, even now.||||
Duchess42|So you're honest, at least. You're a ((killer)) through and through. The blood you've spilled seeps through these isles, even now.||||
Duchess43|<<Your mind reels once more. You see the men and monsters who've stood in your way; and how you've clashed swords, evaded their blows; buried your steel into their flesh. You remember the chaos, the thrill; the ((bloodlust.)) The truth is, you ((enjoy)) it.>>||||
Duchess44|<<She seems taken aback.>> Mortal, you -- you're a ((monster.)) The blood that you've spilled? Nobody could ever atone for such wanton violence... ##Though I suppose I have no right to judge you. My conscience is... ((hardly)) clear. ||||
Duchess45|Hmm, but what's this? <<Searing pain; and you see the Flesh Farm screaming in agony. You see Rhydder, his cruel gaze; and you remember the deal you made...>>||||
Duchess46|Ah, so you ((are)) in league with the Cadavers! Your actions, whether in spite or folly, have cast a dark shadow on this island... ##...and yet, I see nothing to show that you mean ((me)) harm.||||
Duchess47|Well, after scraping through your skull - it seems there's nothing to suggest you're after my head.||||
Duchess48|And from what I've seen, there's nothing to suggest you're after my head.||||
Duchess49|<<She sighs.>> ##I'll spare you the torment of further mind probes, mortal. Any more and your brain could burst - and I don't want to clean ((that)) up.||||
Duchess50|Ah, but where are my manners? We've learned all about ((you)), but I've not introduced myself. ##((She feigns a pompous bow.)) The [[Duchess]], at your service.||||
Duchess51|Well, ((really)) I am Philomena Caveridge, Duchess of Vestalshire - but that's quite the mouthful, eh?||||
Duchess52|If you'd arrived about six centuries ago, I would have greeted you into a bustling household - alive with music and merriment. My servants would have offered refreshment, I would have introduced you to my five darling children...||||
Duchess53|<<She chuckles wearily.>> Ah, how is it that six hundred years can pass so ((quickly?)) ##Now, I drift in this cold tomb while my estate lies in decay...||||
p417|It sounds like you miss your former life.||||
Duchess54|There's not an Endless around who doesn't. But for most of us, it's hard to think of our mortal lives without opening the door to our... ((demons)).||||
p418|Such inherited wealth is abhorrent. ||||
Duchess55|I'm inclined to agree with you, mortal. In my youth I resented my birthright; as the eldest child I was expected to marry, and produce heirs; when all I really wanted to pursue was my studies.||||
Duchess56|But if the privilege of those years warranted some sort of ((debt)), I paid it a thousand times over. ||||
Duchess57|You see, I became Duchess the day my father died, in [[the Great Devouring.]] Do you know what that was?||||
p419|Yes.||||
Duchess58|Then you will know it is the darkest stain on my people's history. The Endless were born with an insatiable hunger. For decades we ((feasted)) upon those we once called kin.||||
p420|No.||||
Duchess59|Six hundred and thirty-five years ago, the Endless were born from the hubris and folly of our king. His wretched spell twisted half of the realm into this accursed form. We were born anew - frenzied and ((hungry)).||||
Duchess60|So the realm of Verdant - for that is what it was called, then - ((ate)) itself. ## Friends and family, who were dining merrily together in the morn, were ((eating)) each other by the eve.||||
Duchess61|And my family was no different. ##I was five and thirty years of age, when it happened. I had a husband. Five beautiful children... ||||
Duchess62|You know the cruelest thing? There was a part of us that ((knew)) what was happening. As I tore into my husband's flesh, I howled not in anger -  but in sorrow. As my daughter gorged upon the bowels of her brother, I saw the tears streaming down her face...||||
Duchess63|And as I picked up my infant son, not three months old - I wanted to hold him. To ((kiss)) him. I never meant to... ##<<Her voice croaks, and she is silent a moment.>>||||
p421|I'm so sorry. ||||
Duchess64|Save your tears, mortal. There are some things you will ((never)) understand.||||
p422|You're a monster.||||
Duchess65|I won't deny it. ||||
p423|((Say nothing.))||||
Duchess66|To be Endless is to live with a terrible guilt. It is the same for ((all)) of us. But while most find comfort in the rituals and traditions of old, I find them ((suffocating))...||||
Duchess67|<<She chuckles.>> Ah, but there I go again, dredging up the past. I think it's why I stopped getting invited to all those mausoleum balls.||||
Duchess68|So tell me, mortal - this... ((hunt)) for Vela. What do you hope to accomplish? ||||
p424|Can't you just read my mind?||||
Duchess69|Well, of course I ((could)), but it's terribly impolite. And now I know you're not after my head, you can lie all you wish; it bothers me not. ||||
p425|I must stop her from destroying the world.||||
Duchess70|Hmm. The world is at stake, and you would save it? ##Admirable, but of course - that's not how ((she)) sees it.||||
p426|I want to help her to save the world.||||
Duchess71|Ah, so you've been enticed by her revolutionary zeal, have you?||||
p427|She dies, I get my freedom. Simple. ||||
Duchess72|Ah, self preservation - no truer motivation than that. But still, when the time comes, you may have a... choice to make.||||
Duchess73|I wonder - do you understand what's ((truly)) at stake?||||
Duchess74|There is a hidden language to the universe, mortal. A web of signs and signifiers which establish the very rules by which we live. ##And Vela? She wants to change it. She wants to change ((reality)) itself, to create a new world. ||||
p428|How would that work?||||
p429|I never was one for cipher semiotics. Can we get to the point?||||
Duchess75|When we cast a cipher spell, we are speaking in the hidden language of the universe.||||
